,0,1,2,3,4,5,6,7,8,9
0,114599.7491209036,121838.33730842739,117496.58117037645,113377.98400720647,154896.94913963877,120085.01009688881,113308.81935800887,108191.34195714627,104490.16979429178,122206.51442538305
1,242864.01200098265,216205.77404039307,214843.1438356387,216894.77519437807,217414.09614887447,194984.96019329882,209906.05200905204,215986.4110496535,218558.89759294208,229958.25347527012
2,139792.2470061893,171579.21823336734,157897.0345007785,154128.78342271247,126587.88677926,172303.45948863134,141962.30132639373,153906.64243503756,135784.1306899659,138074.99904171788
3,216525856.81352425,300436259.34529006,225741770.91431084,287661404.93408763,319215011.1714596,266797416.07288298,300495659.45402783,299563258.8073222,208619548.84873977,227555861.98058346
4,1064209593.1731951,912572831.2381328,938588563.4843692,1020826475.1558064,856226886.4834433,988903760.3730118,1057191307.0862774,1102861800.5723097,919508928.251434,903116531.1872785
5,394326253.68961376,432289569.6753256,534452116.63405174,479761955.7843637,504064516.2985083,437122565.0456916,515808620.59485674,604133891.527286,369395159.80282843,443219707.71257013
6,488.5388744729589,345.5873137470047,404.55012717513387,408.7499297180109,515.9317162969394,359.24660722146933,313.27394788827735,442.7779843536138,361.8563551337371,471.45991422102963
7,1052.6868185612702,1421.3539669007846,1334.9652727576013,1598.8851174030003,1296.991091976407,1248.8272338496924,1558.1196074345803,1332.4370817090405,1766.6516094657936,1450.9667552910687
8,543.9170051815476,745.3615185737501,535.5430287905444,573.7844538172099,718.2695908677941,769.2786089780727,690.6931837217461,698.7677144891023,491.032717019033,596.4157654999678
9,-15352.07443948986,-17112.438760128873,-15836.246745629189,-17172.98713480391,-13266.180592345763,-14964.445951109203,-13559.393902651002,-15825.708100807135,-15480.03823060368,-16395.21970191087
10,-8309.197951669836,-7153.119421863644,-7433.863658178471,-7462.696246208227,-7784.044583015153,-6746.562700564558,-8620.188503232588,-7116.204757765226,-8096.438633588978,-7071.025291323079
11,-14438.279093283876,-14571.094985708756,-13190.754961890392,-11639.85562898587,-14589.154250765278,-11157.897171051862,-12198.601769847028,-15243.986223407495,-13313.314135727534,-11677.939566733206
12,19.31834271176987,19.879983076239018,19.38900038027962,19.620991616147396,19.685161499040913,19.4298917239147,19.57665207371537,19.265365526441514,19.853495722085935,19.39509530291724
13,20.498694504050096,20.778532576650093,20.7366089972914,20.656238958824023,20.763987860946337,20.462187707267848,20.586520290050146,20.688135910560067,20.60189995446552,20.656883410394173
14,19.613918984491338,19.995819716308155,19.907297433838277,19.68304100843276,19.77168043274528,20.13160765755565,20.049043764875766,19.87089447436221,19.502359059814914,20.137281766685778
15,771240259.417846,1259360887.2605054,1483490235.191607,1548871790.3494902,1069900295.097192,1000980478.2560498,876759738.8243253,859508119.1840606,1130045227.8411825,1041986991.5845867
16,3023648985.316908,3781485088.293012,4656488654.013802,4930861917.336458,3734712056.5435467,3957339003.0296764,4392558323.591422,4645143416.400168,3960351689.9789014,4673173248.87382
17,1537578953.55254,1647894316.2433634,1882846024.8817658,1471184003.93962,2002779080.5346775,1441460379.9042695,1496817079.8671546,1833870000.3615158,1825671514.3981357,1464688658.2431698
18,80330.828817519,91433.73987798116,108969.53938628528,76939.88479577338,81021.42932327485,96297.01606727578,86437.66199962082,79030.67559740551,80708.13158413547,109005.85824850836
19,208460.82999507812,193793.44117987435,206756.60041280277,198290.66793675476,229307.78249778302,233530.55143870812,189822.97459245814,224474.7826143125,219957.35779899135,217609.71367989838
20,113385.59480488242,145879.34894738893,131251.80232287984,95340.95997784148,132184.5017813577,103303.37833952885,115392.05781228542,143197.44843599017,129006.62012612972,136052.0582392888
21,196048678.16429272,178762201.56779158,152722188.51842755,267659269.8428897,180100668.8381104,259051866.89643764,214131951.92318055,165895365.43386745,240451154.00808844,197017608.77277014
22,993454724.553836,940788108.1854862,906760849.3237405,739518277.6339455,840082615.3400902,882800714.6319909,818122453.4707797,864984619.8922173,683650838.4885063,913269581.011288
23,278903201.35497385,287320451.62994236,379716821.80326104,343705355.2111073,364754718.3186764,299261103.8269941,463872019.88131267,379929678.8373068,270732775.24024576,315361585.4087772
24,324.9196423733999,314.26275123920846,351.70832018153743,431.58086520196923,318.7021903776839,450.7406409061618,272.62649238676977,240.7192440236174,380.2470654552412,315.7790553317134
25,1072.94063720699,1236.1137201303748,1182.2032467425233,1276.6981050510194,1409.266876737064,1117.9474439378482,1208.1423000784305,1168.7596602283463,1568.7748069003173,1550.5002019773544
26,504.9060183118624,436.16366413838165,495.40682728092685,376.4537962427706,511.7748844307397,455.55661660390797,457.2565510842082,382.49557522440085,680.4663006758428,625.9665213928715
27,-15952.379689710793,-18085.57578675482,-18537.9753132399,-21322.585723480774,-17038.111934293185,-15647.144987400538,-18451.477440685954,-20835.310835167016,-18194.07848396183,-18608.978822282843
28,-6922.9236240519,-8678.433333905066,-10170.41887987559,-6849.674426483873,-9281.517088164757,-9962.571877121964,-7329.449947216686,-7972.239293899156,-9000.801629572252,-9366.493707610798
29,-16854.531791284757,-14437.934487090743,-17509.471115855908,-16485.4608079366,-16209.052490324702,-15769.02197053065,-11907.855887245352,-12730.614817942851,-15621.41436953309,-13473.970162424046
30,19.064287050860226,18.765495845316906,18.487423651049884,19.224212590119503,19.242749448092457,19.369562379143066,18.95613927730671,19.144858661228337,19.513151261984927,19.340207209207183
31,20.662550426160774,20.70089880433987,20.46406896567377,20.47676286318318,20.37384614003524,20.707779510838904,20.4948568172882,20.655213360996473,20.54609035224177,20.654241612445148
32,19.959758220505996,18.832278843850926,19.95502515034514,19.604070324844493,19.65754508378355,19.616083703127536,19.036454815823,19.691893265695526,19.80628926143145,19.386197212551647
33,580032392.479554,889751304.9207674,1030645723.7539957,673582337.5242763,382800464.2448653,599143299.5786198,489090465.3365605,808809284.4628407,1138569608.8746269,486304206.0446219
34,3743344929.411901,4352362201.956095,3520126347.50528,4199974929.539962,4137196969.940134,4890564332.72169,4432622040.793278,4293229898.020272,4679543497.849758,4486384350.029947
35,2038841667.9405973,1582109401.4903917,1062603872.1574588,1411715255.9253583,716553396.8926039,1091773380.786514,1846657322.8293352,1538619077.3911157,1304149707.09667,928416665.1210203
36,69646.05373309908,96132.4333505918,101900.958590553,72004.71694072688,91575.45763326826,91691.1359220914,104121.66939763408,99838.52410144989,86137.22528813162,82899.59410078159
37,211514.60102365553,237871.41419606833,225102.61899753226,209963.6699465862,207382.7466298354,204224.44468939854,178277.87712192084,204777.00626040733,189554.18851101483,203369.71380555848
38,135374.929680125,120141.85154467628,158640.4929140572,115994.85982713883,132835.57811361304,117943.42924663355,139090.9677597004,139137.72808102123,145625.88834486174,139052.69448971306
39,222520573.70484385,207854715.3873108,101867027.33550185,196948948.59201077,153910594.8629574,131170211.68591097,166320867.11801943,242328709.5153678,109222859.92425643,124998832.84900707
40,850278911.8491713,859816416.4123315,799081470.9329121,890464520.7771038,891318905.0636628,937596043.2698178,770798409.0618532,790606070.7129146,977142834.2895144,957784121.5303731
41,370739083.1231501,295105007.9936591,289208072.8201086,234280461.63199645,304193140.42175156,559418949.743153,258058124.99850252,300429268.99236685,363302151.5081031,348384471.6714747
42,231.14334779837498,316.2987753141801,187.5197049669865,324.5921660895645,225.1600903227763,230.8045607602848,554.8288558128237,185.2504578665352,204.3016707806607,253.98207048810625
43,994.8369878545843,1412.1301173545119,1423.1925636545923,1528.4108610043527,1425.8259229587766,1468.8036427458246,1455.5809795151342,1209.3416779869308,1196.4350918811806,1064.8283564516066
44,529.9719512812643,487.98193914549813,498.1648417177227,458.26988311857343,430.8767639279331,518.9813404533279,411.0796652737469,563.6477285650473,602.4802635779221,413.0334669904698
45,-18506.009211532495,-17454.462948715438,-18272.589644438096,-17909.282054335323,-19582.08283065626,-19019.338155440662,-18957.703427871227,-17316.734446042396,-19672.34425619981,-17717.311825557208
46,-8921.600961221886,-8105.116206355149,-8593.30137515216,-6597.630183656046,-8371.325391848786,-8448.210636802072,-7534.911752313666,-8619.36127184589,-7122.135790488866,-7736.299522062801
47,-14646.589816631036,-15231.615123956712,-14224.069867797496,-14703.111646765685,-14330.126009541038,-13958.97528695698,-13695.414137476972,-16559.6049792577,-13763.882637884528,-13681.552647108207
48,19.057732945385514,18.86928436856338,18.66086651695827,19.08939695804759,18.12618450104981,18.873674759299895,18.819489013079433,19.221388203653927,17.909520089889632,19.221281517580664
