Function,590,593,579,588,589,591,576,587,569,558,592,572,594,542,570,562,575,573,552,555
F1,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
F2,100%,0%,0%,100%,100%,80%,0%,100%,100%,10%,60%,100%,0%,0%,100%,0%,30%,100%,100%,100%
F3,100%,100%,20%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,10%,100%,0%,100%,100%,100%,100%
F4,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
F5,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
F6,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
F7,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
F8,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
F9,100%,10%,0%,100%,100%,100%,40%,100%,100%,100%,100%,100%,50%,0%,100%,0%,70%,100%,100%,100%
F10,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
F11,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
F12,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
F13,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
F14,100%,100%,100%,40%,40%,80%,100%,50%,90%,100%,50%,90%,100%,100%,90%,100%,100%,90%,50%,80%
F15,20%,0%,0%,70%,80%,80%,0%,90%,90%,0%,10%,40%,0%,0%,70%,0%,0%,50%,80%,20%
F16,100%,90%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
F17,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
F18,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
F19,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
F20,10%,10%,10%,20%,20%,10%,10%,30%,10%,0%,30%,10%,20%,30%,0%,0%,20%,0%,20%,10%
F21,90%,90%,40%,40%,100%,80%,80%,50%,80%,70%,60%,80%,70%,40%,50%,20%,80%,100%,70%,80%
F22,60%,70%,30%,80%,50%,80%,60%,60%,60%,70%,50%,90%,30%,20%,90%,30%,70%,80%,60%,60%
F23,70%,60%,30%,50%,70%,60%,70%,60%,60%,90%,100%,80%,60%,60%,60%,50%,80%,90%,70%,70%
