Function,Times,combination576,combination587
F1,Times1,4.944571721311232e-05,4.980717205404662e-05
F1,Times2,4.567160609995818e-05,4.298486219990089e-05
F1,Times3,4.930573164220158e-05,3.985894564902668e-05
F1,Times4,4.932997251356243e-05,4.813467553383674e-05
F1,Times5,4.972798269911103e-05,4.888305969491216e-05
F1,Times6,4.756206588264784e-05,4.995578178718813e-05
F1,Times7,4.950985986018491e-05,4.283873430626479e-05
F1,Times8,4.72028089380734e-05,4.829280243981355e-05
F1,Times9,4.984290226903449e-05,4.730347856977553e-05
F1,Times10,4.461341632657802e-05,4.873170042086892e-05
F2,Times1,0.006507952968710429,0.006881409770359337
F2,Times2,0.007191333093930163,0.006273481958403215
F2,Times3,0.00697756955557316,0.005555452719295306
F2,Times4,0.007843337385893712,0.00632317479962835
F2,Times5,0.007189769143804092,0.005972661228177689
F2,Times6,0.007780103718659781,0.006065627170923349
F2,Times7,0.006983108093634893,0.008333045103812609
F2,Times8,0.009493482981795198,0.006478054993145521
F2,Times9,0.007757976799920074,0.007579280697328883
F2,Times10,0.0099917501370832,0.005240655318041076
F3,Times1,0.0003139838360611201,9.016584744370209e-05
F3,Times2,0.0001406375617659479,8.373317020549775e-05
F3,Times3,0.000142823850059581,5.642353970986571e-05
F3,Times4,8.749589278097206e-05,7.090856376899226e-05
F3,Times5,0.0001428656753987517,0.000113324445490293
F3,Times6,0.0001766786148539846,5.001977478437995e-05
F3,Times7,0.0001293017066557546,7.437578182397327e-05
F3,Times8,0.0002150089121962922,9.132087435904988e-05
F3,Times9,0.0001210671878804447,0.0001466789851889067
F3,Times10,0.0001472897375625994,8.300994628045046e-05
F4,Times1,0.009933741490617543,0.006812085396073975
F4,Times2,0.00894830589717377,0.007126059252845707
F4,Times3,0.00857745824480105,0.007415616401849068
F4,Times4,0.01013870625907476,0.006841274232302963
F4,Times5,0.008786902816530162,0.006014052042695617
F4,Times6,0.007759271920604327,0.006440369813987934
F4,Times7,0.009444975165207259,0.006529124690656696
F4,Times8,0.008793847614216865,0.006621486774773588
F4,Times9,0.008488597476244975,0.005565792103677247
F4,Times10,0.01013952235154969,0.007028107526409255
F5,Times1,45.29380047028913,45.98451565551872
F5,Times2,88.62673737161064,45.97445398850092
F5,Times3,146.1598096988592,45.25379670041116
F5,Times4,95.07802762416617,109.71286188208
F5,Times5,93.41242590506094,45.26500131918895
F5,Times6,90.7428135928318,42.89350227309468
F5,Times7,96.87633682706594,40.36399449324156
F5,Times8,28.70584557582871,45.79593422162481
F5,Times9,135.1768255644243,111.3866115455875
F5,Times10,96.66299658998696,44.96711245254092
F6,Times1,4.896425380289824e-05,4.764942006789807e-05
F6,Times2,3.775609956131024e-05,4.4189422704768e-05
F6,Times3,4.795607856634594e-05,4.751682308624521e-05
F6,Times4,4.391971225720984e-05,4.703629481606415e-05
F6,Times5,4.501712800179454e-05,4.062252043567405e-05
F6,Times6,4.963979808191257e-05,4.894454641495176e-05
F6,Times7,4.989017864537899e-05,4.943737890460411e-05
F6,Times8,4.636702898581076e-05,4.694019989192472e-05
F6,Times9,2.96222538105587e-05,4.683320707626599e-05
F6,Times10,4.992971861976516e-05,4.910112514488018e-05
F7,Times1,17.35592716251188,14.93191083750834
F7,Times2,15.11919519898571,13.25103796977283
F7,Times3,15.81174277786722,16.03497532630984
F7,Times4,16.58160211029326,14.50445570387567
F7,Times5,18.96029201402029,11.88910549054081
F7,Times6,20.76520255450742,16.65896166748465
F7,Times7,21.40719221620095,14.47278827071987
F7,Times8,22.91387644690568,13.13106865899673
F7,Times9,14.95664057244831,15.79463527930855
F7,Times10,20.89076278216515,13.18493139390855
F8,Times1,-15045.21100180769,-14176.52483507058
F8,Times2,-14373.99762859296,-15104.50002365395
F8,Times3,-15377.79622614231,-14432.84605952008
F8,Times4,-14551.54805373371,-13363.17158970531
F8,Times5,-15593.00998265704,-14492.51398540273
F8,Times6,-14335.8596407445,-13697.73621852849
F8,Times7,-15300.24863457672,-14233.72352845742
F8,Times8,-15559.90593222696,-13743.66114193844
F8,Times9,-16366.4372475101,-14906.55698674072
F8,Times10,-14806.72268524068,-12260.75811708249
F9,Times1,0.0002647650813809577,0.0002226551595914117
F9,Times2,0.0004195128137638449,0.0004086460415404503
F9,Times3,0.0003727226753102997,0.0001820502348675035
F9,Times4,0.0006095695685655045,0.0002581635936458326
F9,Times5,0.0006032430419118384,0.0002040344289007123
F9,Times6,0.0006137542054656109,0.0004400923821155089
F9,Times7,0.0003960588378610908,0.0001966667078860951
F9,Times8,0.000744384561059519,0.0002537998421470178
F9,Times9,0.0005156704400288703,0.0002780939258055781
F9,Times10,0.0003331033987894472,0.0003954087417454843
