,,590,593,579,588,589,591,576,587,569,558,592,572,594,542,570,562,575,573,552,555
F8,Times1,-18847.02040435881,-17590.92044969169,-18678.241854631888,-19028.10504071624,-18195.855470975155,-18649.2126549324,-18910.273563722985,-18170.28445335038,-18087.117824564244,-17965.2007500793,-18317.06684291037,-18072.69642057929,-18773.674271633867,-18431.632452947844,-18318.209271170825,-18439.407966786377,-18556.677199567475,-18206.96005961832,-18328.605529413115,-18206.32511355656
F8,Times2,-18868.485170395616,-18318.76408704516,-18557.827684612515,-18180.84475040938,-18202.43894497721,-18548.29471466156,-18087.57496947911,-18539.8716013784,-18914.731230233625,-18798.303138651107,-18322.20454440575,-18653.62700348468,-18905.04005665544,-18077.46050797744,-18093.79351311326,-18212.786437699862,-17967.879181493183,-17834.19027432712,-18091.6361725952,-18331.89758196311
F8,Times3,-18652.89190951645,-18291.430784422137,-18446.37223299964,-18668.70568863275,-18435.97123641886,-18673.848612787933,-19263.370226885487,-19255.001748306,-19146.61262951021,-18679.43156337501,-18660.69586112396,-17968.326708423163,-19132.43802360983,-18897.64327333642,-18689.861313236397,-18567.04396666425,-18671.387110221232,-18440.64016967987,-18331.975108232087,-18212.154561637
F8,Times4,-17822.168047863266,-19337.05407236426,-18562.844155042363,-18207.442165436554,-18081.85856909837,-17866.70132999484,-18678.346295427116,-18542.337095091563,-17838.85164650301,-17969.075231005267,-18192.94609529896,-18416.909584952235,-18311.59372566462,-18431.407665948456,-18556.98480776314,-17972.456535552752,-19005.06930338556,-19610.96830450514,-19042.924633874463,-17855.76408517254
F8,Times5,-18296.73034823383,-18544.56156689357,-18564.25412974588,-18665.14780875872,-17970.785996076465,-17955.942917489723,-18452.15787003027,-18061.146049089075,-18307.50561452862,-18441.91393460904,-18443.765272644843,-19020.434580268877,-18655.84589954329,-18197.37124478529,-18677.662720008047,-18924.61310155266,-18774.44552449641,-18550.317183738283,-18089.983892496293,-18213.17315273627
F8,Times6,-18661.139440862356,-18767.92261624724,-18569.453257781275,-18077.301532081467,-18184.686129760263,-18547.10940331278,-17849.997373721624,-19126.44468243435,-18081.15673538346,-17568.39220974394,-18437.845374947978,-18190.09462504441,-18440.65883474285,-18907.84034133923,-18075.18386657669,-17378.320584884354,-18900.58504699375,-19021.2265101703,-18562.97737134313,-18453.4526959902
F8,Times7,-18296.52713686457,-18296.24228404101,-18801.100194590414,-18321.56149536939,-17966.45187260697,-18537.320027224243,-19395.232646150427,-18416.696792934694,-18646.894908000457,-18925.35254213341,-19020.55274717248,-17593.412002391557,-18546.23474236405,-18293.660188084297,-18323.88056073828,-17844.988451124555,-18668.519437695377,-18086.906760870985,-18326.369093629524,-19161.87296242522
F8,Times8,-18776.70831248433,-18053.31037185136,-19025.379400372705,-18548.957869064616,-17958.824929114413,-18895.533189254624,-18313.133208611333,-18531.74656696529,-18667.65361391125,-18875.10792993046,-17719.85830949945,-18790.904309526668,-17718.216672737308,-18548.97622259577,-18201.008857347533,-18453.702680940067,-18553.602026450542,-18202.94452643701,-19276.72787923319,-17736.67826784617
F8,Times9,-18509.793295687858,-18519.737305271214,-18325.29714822725,-18311.327254432486,-18428.832099039617,-19138.33711157902,-18802.82869724995,-18607.486659623853,-18078.439819926625,-18568.748845068832,-17257.828956037396,-18553.63680230541,-18188.142583987523,-18664.231669895184,-18431.16708705468,-18805.06272798373,-18056.94079276882,-18076.68081029574,-18798.27041764981,-18559.322552297144
F8,Times10,-18785.269150684384,-18188.40164799667,-18801.1319097874,-18558.043721726568,-17967.065273588287,-18315.38269243935,-18805.746782208684,-18181.56385927759,-18770.668230240302,-18685.7501067164,-18080.25954492964,-18327.52125950007,-18303.88982678253,-18187.961428461345,-17254.773795607274,-18338.024907358154,-19370.029494099883,-17612.813361177865,-18198.524953961325,-18214.077820482536
F8,Times11,-18407.272224137025,-18869.108485566125,-18086.618255509813,-18526.87049384478,-18304.616899539215,-18669.0474006173,-18786.10613692081,-18302.20196989123,-18312.243788762797,-18330.341524852585,-18426.910232328617,-17474.85240988,-18431.206732284005,-18432.918859261117,-18095.812561117666,-18445.43382535318,-18439.30726994093,-18314.8987292999,-18328.930361425613,-18562.931675926036
F8,Times12,-18425.044294291794,-18435.605260609307,-18330.46729120009,-18541.54107448889,-18795.942342439368,-18187.158380729332,-18675.80906581975,-18774.72607441833,-18902.76429951909,-18320.17798855823,-19024.70914672044,-18903.504748825788,-18314.663493501997,-18901.219574490955,-19278.64119260184,-18089.92544152784,-19373.240828659505,-18083.986740279022,-18802.022060228923,-18333.08152328539
F8,Times13,-18065.71825222832,-18410.645144030987,-18322.92607055933,-18646.567978283667,-18908.1776470226,-19219.954552279592,-19035.517327588197,-17104.685023595317,-19014.741238415398,-17854.664241246002,-18427.994760732705,-18905.540893713613,-17963.950011091263,-19493.248898920425,-17854.50531845572,-18682.67330757259,-18085.299528656484,-19161.203406094723,-18563.287429716536,-18440.598124335567
F8,Times14,-19350.721995888136,-18185.13242661606,-18679.841695606152,-18660.3904010528,-19032.465204611708,-18176.413711780493,-18090.05198400047,-18170.85989163044,-18124.28228980325,-18446.09756614097,-18082.62047315914,-18677.33736176906,-18750.563744457613,-18412.1014003637,-18799.34097029333,-18806.78509375829,-18789.07743220896,-18916.345349470477,-18684.685002032875,-18570.26558561417
F8,Times15,-18892.739757945543,-18402.43526705301,-18325.693544948463,-18651.082833976387,-18762.493131410374,-19143.712500821548,-18437.093726802803,-18198.772315295537,-19016.689150275502,-18327.64476463276,-18660.39355422096,-18197.48038534616,-18893.25687500731,-18565.46152348834,-18082.435325180715,-18926.61105661515,-17969.18346031367,-18441.83706129983,-18566.63961569748,-18085.899115582957
F8,Times16,-19136.357527448403,-18306.85277635107,-19270.74802380315,-18190.25385850608,-18544.09735740272,-18553.17533658468,-18431.33077429188,-18284.242425941626,-19262.14593794723,-18324.1551507932,-18198.720926846203,-18203.5872080482,-18086.05231631813,-18785.80036203863,-18204.93888742231,-18331.226944201582,-19028.2213029277,-18560.5239016283,-18568.185418666497,-18682.43416287862
F8,Times17,-19231.214610677744,-17688.72725049102,-19157.525325403923,-17729.611180738542,-18424.64416190328,-17602.09880104343,-18680.114385416982,-18637.396398499102,-19103.54348968947,-18685.82111810455,-17823.84988289353,-18438.625967711017,-17828.84080994118,-17731.82910959858,-18560.93173299054,-18808.1943841207,-19259.95888699431,-18440.85854667943,-18802.99633528933,-18561.055943777388
F8,Times18,-18772.456965257454,-18542.16580014405,-18805.26786946697,-17944.977982625584,-18321.541466900984,-18085.97540648696,-17569.31935717216,-18764.37863206717,-18894.01770032093,-18332.20606097428,-18084.73414549293,-18071.941582548487,-17943.148624985653,-18788.7056953804,-18793.46459931016,-18101.7739779977,-19152.46088585162,-18801.675164952638,-18563.552382002385,-18443.83295718686
F8,Times19,-18634.45042211162,-18040.95152765254,-18563.319547605024,-18082.17397028256,-17729.65444958507,-18196.54406831445,-18676.545091193813,-18437.618539148592,-18668.251006222214,-17976.935279535024,-18311.961657405664,-18793.511359158085,-17961.31436486862,-18669.053866355087,-18559.448683258797,-18332.11020736924,-18072.101623475635,-18915.8563683598,-18323.54320795209,-19378.93011608783
F8,Times20,-18292.787661107268,-18391.847309174645,-17966.349875783315,-18167.29539344589,-18310.684105857526,-17813.866936693306,-18914.6069053944,-18433.737061611697,-18425.928941531656,-18334.483764221437,-18683.124302162363,-19027.59455444112,-19008.360995204665,-18789.840507708217,-17611.178327689493,-18097.87453065593,-18190.27419198721,-18084.856171446336,-18209.05128489803,-18687.077425282383
F9,Times1,8.356147684510976,8.252161281502646,2.442241676906121,7.358229961850505,5.77950101506868,7.416657013785667,3.875058128034338,8.179619235865127,6.816133533474103,3.036577639677601,5.524722690937189,5.131383994366971,6.459027732579978,7.928217725133679,5.802327164028339,2.107811797279764,6.833411264709817,4.974606891824859,2.75454419633485,3.998528835000876
F9,Times2,10.179879590162384,6.336830873459993,4.285987235387447,7.522533052744201,3.299297921201015,6.212223308271769,2.4416670089421206,4.300040976218845,9.14953634426168,3.231103431415871,3.4369887125215293,4.295211394688675,6.863854231876227,7.338129252434884,5.792313332076393,4.37592519472925,9.313779222930284,4.070872664777619,1.3890466058854596,4.271115439257731
F9,Times3,7.675803192302212,15.026119765144978,3.466421527067702,7.469563549334831,4.14922874470437,6.258210803371735,5.800566281636472,6.357605545202029,8.645373905434365,4.155621311571105,6.956585031903202,5.852157972358354,7.01133185778475,6.938453177852608,4.547575321291074,1.908186594361304,7.495588430150192,4.348935053612919,2.29916517018761,3.818176175159936
F9,Times4,9.037605734774075,8.467150541080711,6.908888593861528,7.652104076538233,8.43268298082397,8.664546813962337,2.335075870355368,5.880222788809224,3.153300942526497,2.007016705408761,4.778409051246134,7.6981837025328,6.744550187266004,9.682983848261584,2.940549762900634,2.70593199108086,5.608847648453148,5.101476749956456,5.451132229103978,3.730005502277889
F9,Times5,9.152402401775149,8.682264013012674,2.110707910675041,5.56665834905597,4.419361393995162,4.138702370693068,3.751083929023979,9.569511268149055,5.992913499660677,1.8760600428605407,6.11379877742136,6.758478213313738,9.435798167419932,6.710652171791605,7.268776762921909,3.438630012582953,4.817994942093387,4.0054802864887815,3.0213531613168207,3.338582540967685
F9,Times6,8.82520310888385,11.615919908261402,7.105517391179429,9.710293175209609,5.689846403857981,7.751550396501058,3.8654859867590208,11.811765673287733,4.879764170508221,1.878408806370178,7.300161900597894,4.544953532607206,5.029633523671743,5.347718083650433,3.277812708036766,3.1383726884396257,9.858183047509891,3.4988252273286022,2.238124016994812,4.033574061227348
F9,Times7,5.348073307965567,9.089438371697131,3.984493495186385,7.815046845097399,3.547459624474355,8.301747352495932,4.7541457280884565,6.889315540531257,5.598884004990339,4.808893410388196,7.685360141548127,5.318058147514636,6.26772345910633,6.78800744364718,6.486889618764357,2.3441698770461894,6.842309039823354,3.741780182258245,4.5026526129285145,4.136531500351756
F9,Times8,11.85136886315876,11.230163463932454,3.237999267202824,6.010045107280392,4.598176080570765,3.7346955239511104,5.537889789769105,11.574736200109797,2.917841710887041,2.0902144637707867,5.478096112066767,4.402450476558693,8.02408144237658,4.941410142580359,3.546761633310848,2.238339211697731,5.192777760127523,4.794113347933422,4.465804912224614,4.336893098094857
F9,Times9,10.148823737499134,7.068672882761614,4.634504219614701,8.238814429713361,4.390105863126731,6.767697136942273,2.3561492091840464,5.273149979970265,11.332236394640931,3.5152418153085883,7.328631778163208,8.92710527578261,6.895057508933812,8.225347532715501,4.850863496094002,3.6669115006083697,4.287109993362268,2.8587339292681677,3.4503461656428875,4.115603539024294
F9,Times10,11.330028660913262,10.41919803689334,3.6767143737105066,7.918937435557659,7.008865565631229,6.926742199658678,2.7451307534903613,9.31791784097796,6.9516526354912695,4.230763396778178,7.549133395073808,8.267464560315204,4.472822342425184,7.806946654738581,4.468694642592361,1.571241847227789,5.641683127707143,3.3934765180151167,2.746505452771574,3.7019052949192783
F9,Times11,13.675379241861036,10.666766801085886,4.727931542890968,4.877142772890501,6.120112220762652,7.3286816452740595,5.020152957242837,9.623159634966196,2.885084950970944,3.181217485486851,5.499653931684877,6.135543882329687,10.12572624089239,9.771742646650535,2.97706551229326,2.683863982407983,6.399304837817654,4.078006725771722,2.7783761388048305,2.475800134231571
F9,Times12,10.854302235734597,9.102189741232156,6.127842246078986,7.942581381641412,4.256873098371694,6.74621688287149,4.522441837445786,10.043000220049928,4.757314167205616,6.114934933134268,3.253194212726642,6.940804223436357,7.544752547888953,7.832772090571069,3.373715100429843,4.577482265147699,6.961495495410485,5.072546933970228,1.7392874221310386,3.3868791441782413
F9,Times13,7.761906926669356,9.124243719210996,2.359401779630659,8.58556085619193,6.520253155093371,8.194932267253673,4.765891061794036,9.647585200144006,8.787308938173034,3.857911845144287,4.291881582370035,3.9362270120979286,10.647623393612538,9.654917880636042,5.614829548787407,1.8632917642016693,5.372419436185066,3.5346694712145847,2.3804294732888085,3.4570509585323315
F9,Times14,5.850947776971125,7.05343056895626,6.0837793965946005,6.587227046520489,4.700630823494198,10.472430019307712,4.689037121406743,7.851560349502689,4.5358877106842215,2.5091868377547435,3.011649486668233,5.295559877259455,12.100659190069525,7.861308278869249,1.8769182056754623,2.0055789377242963,8.562764879301467,4.282583440751523,3.692747343185202,2.768881662143345
F9,Times15,12.745705643915905,8.117993541157524,4.196857196524187,7.34021411827292,4.594195099490721,8.257951152029504,3.136526230357397,10.867725357918568,5.405488378875308,2.682000872617845,4.352291220453052,8.491929386512929,6.4795072535139,5.999088896892387,3.3628485158609784,2.6282744464889944,6.976135616950453,5.161250141452301,2.254698758641245,5.063862717781893
F9,Times16,12.465722734659607,9.592558949568536,3.0693452675435235,7.391515804836107,2.632972166817174,3.885388801343213,3.898449539931877,8.222355921178629,6.744604029076799,1.9311333175340035,3.6874651672155423,6.685601403877271,4.184366963188971,4.713094854470207,5.616923506778452,4.235441987452493,5.663414888768553,3.0104204640611343,2.3211032036248334,2.8315657801129266
F9,Times17,10.14369159775304,6.212068798373437,2.9312424608167618,4.100999295824177,5.2648713355982775,6.99219208142981,4.112531044827644,6.339297034664506,4.310859673127192,2.3540333087729017,6.738025141436298,4.865976187824035,6.486692022466572,8.367824949430762,3.4190477197094413,2.620192800576861,4.948517875850159,4.264997610594199,2.4913725252457866,4.3818319251255
F9,Times18,6.39415546679281,15.425630705207425,3.846759380610898,6.047436860428121,4.936509003651141,7.700998210928999,5.546351584713314,8.239085036275151,7.501306149830656,4.02877284304035,5.371570474665106,6.445555771004493,7.55399740251972,7.891323631079382,6.501926009329123,1.830700607225694,7.363609071254402,6.329454908809597,2.68467694500281,2.923564603788813
F9,Times19,7.2676331684118,9.10113468001854,5.139275835994123,7.086373128169562,5.404690945004221,4.789106095856967,6.257858593027322,11.682776317260911,5.407609136980353,2.133750392870569,5.287104396232854,4.725961929741274,7.3554360990726515,10.919275728383854,5.30599775373115,2.5199955902416296,3.938141315388515,3.4414314974306315,6.42789765548228,2.3718975765439705
F9,Times20,9.660862660618218,9.269820257023484,4.831235000957854,4.13260606404282,5.8510958450523525,8.0034958838142,3.899690993137316,7.083061741878714,5.736820252392484,3.5401466644434123,6.098723623824339,6.422627236786363,6.086374768754096,4.932281544844802,4.945675276274178,1.5697221581474423,7.348120154997789,2.916617242934283,4.221586464285975,3.899551532020293
