Function,590,593,579,588,589,591,576,587,569,558,592,572,594,542,570,562,575,573,552,555
F1,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
F2,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
F3,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
F5,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
F6,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
F7,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
F11,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
F12,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
F13,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
F14,170%,90%,200%,130%,130%,140%,200%,140%,200%,200%,150%,200%,110%,190%,200%,200%,200%,200%,200%,200%
F15,0%,0%,0%,0%,0%,0%,0%,20%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
F16,20%,20%,180%,10%,0%,20%,190%,10%,190%,190%,10%,180%,10%,170%,200%,200%,200%,200%,190%,200%
F17,60%,60%,200%,40%,30%,40%,200%,40%,200%,200%,30%,200%,30%,200%,180%,180%,200%,200%,200%,200%
F18,0%,0%,80%,0%,0%,10%,80%,0%,70%,100%,10%,60%,0%,10%,90%,80%,60%,110%,90%,80%
F19,200%,200%,200%,200%,200%,200%,200%,200%,200%,200%,190%,200%,200%,200%,200%,200%,200%,190%,200%,200%
F20,60%,120%,60%,100%,100%,80%,60%,100%,100%,90%,100%,70%,90%,70%,90%,110%,100%,70%,120%,90%
F21,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
F22,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,10%,0%,0%,0%,0%,0%,0%,0%,0%
F23,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,10%,0%,0%
