,Run1,Run2,Run3,Run4,Run5,Run6,Run7,Run8,Run9,Run10
0,0.9980038377945656,0.998003837795116,0.9980038377955216,0.998003837795589,0.9980038377948732,0.9980038377961228,0.9980038377952584,0.9980038377962078,0.9980038377948504,0.9980038377945673
1,0.998003837794564,0.998003837794475,0.9980038377947106,0.9980038377944648,0.998003837794623,0.9980038377946336,0.9980038377945823,0.9980038377945364,0.998003837794848,0.9980038377944532
2,0.99800383779456,0.998003837794634,0.9980038378272406,0.9980038377952656,0.998003837805084,0.998003837805364,0.9980038378086624,0.9980038377977593,0.9980038378040776,0.9980038377998534
3,0.0006403118731736,0.0012395803661603,0.0007071960277747,0.0004387505063922,0.0006503533366949,0.0007379519503153,0.0005757088015612,0.0008252172694651,0.0006900382377116,0.0006911505002359
4,0.0005113098315588,0.0003508594338501,0.0004788488211242,0.000422444958678,0.0004432406734827,0.0003118803550222,0.0003152541646227,0.0013780964184848,0.0005465396945279,0.0003350813650369
5,0.000775593680895,0.0007215401544041,0.0007269173473733,0.0007117799880881,0.0005411899748614,0.0007135268636264,0.0007228922024273,0.0005642049747236,0.0006822051772637,0.0004883654906844
6,-1.0316284499288826,-1.0316284420469757,-1.031628446011886,-1.0316284422044808,-1.0316284445288617,-1.031628451685146,-1.031628452292098,-1.0316284464690484,-1.0316284516898118,-1.0316284525196917
7,-1.031628453069046,-1.0316284533840203,-1.0316284476116384,-1.0316284533667317,-1.031628450437506,-1.0316284519898191,-1.0316284531000774,-1.031628450130799,-1.0316284516106848,-1.0316284521275625
8,-1.0316284522483137,-1.0316284463338283,-1.0316283984584145,-1.031628434837338,-1.031628450357994,-1.0316283531628343,-1.031628119384299,-1.031628441325554,-1.0316283792695855,-1.0316284319016606
9,0.3978873587711682,0.3978873668328155,0.3978873587842351,0.3978873965879046,0.3978873607364459,0.3978873711770951,0.3978873949227797,0.3978873591867629,0.3978873661294493,0.3978873585997604
10,0.3978873587846152,0.3978873613358384,0.3978873577586572,0.3978873584992062,0.3978873579624835,0.3978873580319959,0.3978873592818797,0.3978873586791973,0.3978873580871394,0.3978873577528148
11,0.3978873612130051,0.3978873850685254,0.397887365743367,0.3978873703590579,0.3978877752458487,0.3978874010714701,0.3978875157352686,0.3978873639364995,0.3978873844871025,0.3978873766951096
12,3.00000004798596,3.000000100295917,3.000025926688197,3.000000153459818,3.0000000729507885,3.000000089530547,3.000000059622965,3.000000277005135,3.0000000643982023,3.000000474165387
13,3.000000001381427,3.000000003894413,3.0000000066015944,3.0000000025687568,3.000000002638467,3.000000022272648,3.000000007546876,3.0000000385937016,3.000000044743014,3.0000000063568546
14,3.000000042613918,3.0000022321500164,3.000000137223614,3.0000000656318915,3.000000031834461,3.00000062028042,3.0000006863100253,3.00000005182691,3.00000014912394,3.0000000564310687
15,-3.862782146490293,-3.862782147543887,-3.862782146947289,-3.862782147691812,-3.862782147768574,-3.862782147596559,-3.862782145006826,-3.8627821412523913,-3.862782147645349,-3.8627821460944944
16,-3.862782147654774,-3.862782146068527,-3.862782147576144,-3.862782147750425,-3.862782147421984,-3.862782147741975,-3.862782147720836,-3.862782147652628,-3.862782147078421,-3.862782146685312
17,-3.8627821467267527,-3.862782144163509,-3.862782142328699,-3.862782136391776,-3.8627821457263294,-3.862782138708136,-3.862782146143673,-3.8627821450946622,-3.86278214622422,-3.8627821358922914
18,-3.3219951706210917,-3.2031020493124625,-3.2031020451986114,-3.203102049867933,-3.2031020455499437,-3.3219951711816,-3.321995169589345,-3.203102047316041,-3.203102049568133,-3.2031020483216834
19,-3.2031020421444434,-3.203102045716692,-3.321995164634968,-3.2031020239395804,-3.3219951638639817,-3.3219951644775234,-3.321995167147573,-3.2031020445307963,-3.321995164666258,-3.321995165347301
20,-3.3219951260454166,-3.203102018411486,-3.2031020294815824,-3.32199511232502,-3.203102042375585,-3.203102034605105,-3.321995126680106,-3.2031020389589147,-3.2031020326974624,-3.3219951475966
21,-10.153198427740223,-5.100772122932302,-5.055197677566114,-10.15319923101614,-2.682860361138132,-5.100771974227174,-10.153198817315175,-2.6828603861851685,-10.153199499499244,-10.153198439708472
22,-10.153199289406308,-5.100772108398048,-10.153199420677778,-10.153198580150605,-10.15319945465415,-10.153199495296484,-5.100772103989009,-10.153199281754109,-5.100772123073839,-10.153199600253624
23,-10.153195055191809,-5.05519640105595,-10.153198922350558,-10.153197919352,-10.153192326134633,-6.973214486766631,-5.100771348214689,-5.055197119412659,-5.055195398573598,-5.10077149561352
24,-1.8375929690738808,-10.402940436289798,-3.724300302794784,-10.402940428696548,-5.087671659451358,-3.724300335071703,-3.7243003158434855,-5.12882272632619,-2.7658973257475803,-5.128822591219438
25,-10.402940233291456,-10.402940407212013,-10.402940313168072,-2.75193355114987,-5.128822719495254,-10.402940484112015,-10.402940525393925,-10.40294048784617,-10.402940413166304,-10.402939833562588
26,-10.402938288363352,-10.402887702562143,-10.402939070799803,-10.402936275325644,-2.751933455142661,-10.40293963609277,-5.087670546564377,-5.087668307539728,-10.402939193257463,-2.7519331337993043
27,-2.8711426748780258,-10.536409599062017,-3.835426774739209,-3.8354267753950815,-3.835426766871967,-3.835426733445785,-10.536409752899509,-5.175646661581741,-5.175646429127813,-3.835426792774631
28,-10.536409319312083,-10.536408483811991,-2.871142695710819,-5.128480761876695,-10.536409377141052,-10.53640854472312,-10.536408145584026,-10.536409661745596,-10.536409514900903,-10.536409689977212
29,-10.536403009684031,-2.4273350823475184,-10.536405659396705,-10.536407258316515,-10.536409292878746,-10.53640845824368,-2.871142576238218,-10.5364084307374,-10.536405091612924,-10.536399467811725
30,0.998004440884191,1.992031062414252,0.9980038380953176,1.4437269666785522,2.150097679360448,1.992035210371228,1.2383091678991467,0.9980038395106569,0.9980038889570546,8.078556495047353
31,0.9980038379177124,0.9980038378048216,0.9980038378091504,0.9980038383067844,0.9980038382407788,0.9980038381843565,0.9980038378719592,0.99800383780438,0.998003837800217,0.9980038406931108
32,0.99800383784922,0.9980038380478586,0.9980038382271014,0.9980038386246716,0.9980039230259512,0.9980038384093066,0.9980038378330242,0.9980038379081771,0.998003837983267,0.9980038387211094
33,0.0208565871337686,0.0014764606084984,0.0007966020136902,0.0008008459787226,0.0008897381558467,0.0012876547153751,0.0003201238998625,0.0003872344427279,0.0203646947287181,0.0006072337024184
34,0.0003424061475072,0.000396858861028,0.0003949166583291,0.0005225874348692,0.0003707165617249,0.0005663103220951,0.0003588544830979,0.0004817089843446,0.0003380920907645,0.00060827654802
35,0.00042443516548,0.0006360750811594,0.0007772368946389,0.0006801732596751,0.0004369085706137,0.0006765361917672,0.0006962222112572,0.0007985430579868,0.0003904562721983,0.0012303319913524
36,-1.03162731226699,-1.0314703888127856,-1.0315854068837325,-1.0316213303363102,-1.0316125621940806,-1.0316219399325608,-1.031564771325084,-1.0178224831445664,-1.031617363752986,-1.0316103922424429
37,-1.0316283879507808,-1.0315914829404134,-1.0316283885786257,-1.0316278086423982,-1.0316282524039069,-1.0316267317794363,-1.031625712386324,-1.031606047851695,-1.0316284432312564,-1.0316284194321932
38,-1.031626190845622,-1.0316281710551043,-1.0316024996755089,-1.0316277632294002,-1.0316266439166688,-1.0316268454738438,-1.0316125172091304,-1.0316282824931535,-1.0316279044148122,-1.031625181601595
39,0.3979861815183305,0.3978897674190982,0.398058254720361,0.3978874593074639,0.3980186158761327,0.3978995935467377,0.39791084175266,0.3978893384345134,0.3979103744361438,0.397971975844305
40,0.3978979741941302,0.3978877908227201,0.3978984200132966,0.397887422605871,0.3978873986186571,0.3978909354843107,0.3978876274989176,0.3978873659217719,0.39788809545988,0.3978881493356478
41,0.3978873945759833,0.3978878778369985,0.3978888781492564,0.3978973016005227,0.3978926859465463,0.397887444760638,0.3978876697070639,0.3978896272903238,0.3978873577969626,0.397887818392606
42,3.000062519314296,3.013860644566733,3.000348616318461,3.004339998498662,3.001478881886029,3.0000951319629405,3.0006869163203103,3.000268501444876,30.080904093041333,3.00114320644206
43,3.0000078088349245,3.000000121194768,3.000007027197398,3.000013655081917,3.000000086645406,3.0000382250630864,3.0000007018089985,3.000031688930028,3.0000021276854456,3.0006382443356743
44,3.000005652688358,3.0000009655719606,3.000000680275829,3.0000049987285204,3.0000080371293043,3.000001172226769,3.0000003197581453,3.00000003723876,3.0000085626569937,3.000001906226389
45,-3.862782003657967,-3.86278206591938,-3.862777340824263,-3.862778735186877,-3.862782045087569,-3.862561349237561,-3.862782102957288,-3.86278140120386,-3.8627613128710823,-3.8627804078168486
46,-3.862782115586481,-3.862782123251711,-3.862782147688799,-3.86278213626744,-3.862782146119852,-3.862782147207324,-3.8627821400100766,-3.8627821477277378,-3.862782147552628,-3.862782146188796
47,-3.862782131702996,-3.8627821327477863,-3.8627819434167625,-3.862782044926021,-3.862782144713406,-3.862782128284548,-3.862781653035519,-3.862782143570361,-3.8627821435169705,-3.862782138277826
48,-3.3219951666012304,-3.3219951696551204,-3.203102048238502,-3.321995171123417,-3.3219951702217103,-3.3219951703453163,-3.3219951689029026,-3.203102050139984,-3.2031020489618904,-3.3219951696162897
49,-3.203102042453571,-3.32199516741445,-3.20310204237929,-3.2031020447653087,-3.321995164112276,-3.2031020380639768,-3.2031020408807658,-3.2031020423211523,-3.3219951577892752,-3.203102042463572
50,-3.321995159068718,-3.2031019889110874,-3.203102020728513,-3.321995148915353,-3.203102048496305,-3.321995149979923,-3.3219951599398483,-3.3219951266325976,-3.2031020393077987,-3.321995155956147
51,-10.153199534813735,-2.68286037479885,-10.153199625984662,-10.15319637509486,-5.055197169784038,-10.15319940220446,-2.6828603461494063,-2.682860361726657,-2.6304590586130256,-2.6304716640551
52,-10.153199608461842,-2.6828603700184845,-10.153196844596597,-10.153199622734396,-10.153198457280048,-5.100772101448285,-5.100772096192591,-10.153198325727782,-5.055197662488491,-10.153199219943772
53,-2.682859877227203,-5.100772001234631,-10.153199191516816,-2.682860158920192,-2.682860311871573,-2.630471282592449,-2.630471104015869,-5.1007714849998855,-10.153196381256832,-2.6828601498225906
54,-3.724300327632461,-1.8375929616896571,-5.087671704032638,-2.751933548392977,-10.402940432602067,-10.40293914353338,-2.7519335596450136,-2.765897295613195,-3.72430027990962,-5.087671782189358
55,-10.402940349285847,-5.087671738717972,-5.128822789301688,-2.75193354633338,-10.402939892435883,-5.128822742089569,-10.402939842880572,-5.128822761351983,-5.12882278870354,-10.40294044618431
56,-2.751933501555388,-10.402939156194618,-10.402937346396742,-10.402920895683172,-10.40293560602175,-10.402938522482378,-5.08767009804151,-10.40293822696149,-10.40293181042205,-2.75193353315037
57,-2.427333230021305,-2.421734014737261,-10.536409486635703,-10.536409794306932,-2.8066307054923825,-10.53640929056533,-10.53640967761093,-10.53640966403166,-2.4217340111100336,-10.536409574847696
58,-10.536409643385705,-10.536408396051565,-2.806630680315313,-10.53640979652238,-10.536408998330048,-10.536408965101556,-10.53640964134621,-10.536409260444472,-10.536408323265686,-10.536409500953775
59,-10.536293059654923,-9.400887526151816,-2.427335026814418,-10.536407209440988,-2.806624763793581,-10.536402555079848,-10.53640675797902,-2.4217330881676085,-10.536408891258269,-10.536404771210266
