Function,590,593,579,588,589,591,576,587,569,558,592,572,594,542,570,562,575,573,552,555
F15,46.67%,30.0%,13.33%,16.67%,23.33%,30.0%,10.0%,40.0%,6.67%,6.67%,43.33%,3.33%,30.0%,3.33%,16.67%,10.0%,16.67%,10.0%,20.0%,16.67%
F20,40.0%,26.67%,43.33%,36.67%,50.0%,60.0%,23.33%,43.33%,36.67%,40.0%,56.67%,46.67%,43.33%,43.33%,36.67%,53.33%,36.67%,50.0%,43.33%,53.33%
