Function,Times,combination145,combination182,combination144,combination180,combination181,combination5,combination41,combination21,combination110,combination128
F1,Times1,19416.51986207513,22096.58264975849,18651.84969913401,21826.45877575579,28425.4147436516,0.3660389445342885,0.08584328976000938,8.917953297141826,8863.232527084307,14864.6484580884
F1,Times2,16845.71386419363,17869.7749451716,20651.9466021665,34805.77093781554,40142.33038190498,0.04206797815882879,1.351089841723004,0.2760018943624507,15611.41074434881,29479.61904036891
F1,Times3,8717.820163659208,13804.83267389994,18338.06929940248,41827.46968312071,35828.37233749426,0.03653917119025135,0.1267543055369534,0.2874991234119292,12427.74246044738,16795.35598189787
F1,Times4,24367.3619586883,14461.31325526288,22596.56435106734,26536.25931661385,28994.51324603647,0.01573259960824977,0.131883437315041,3.218758429673453,12568.044266714,15357.10197521927
F1,Times5,16878.84904589676,14511.64566475517,36273.89630639185,32838.93158043538,22549.92625315251,0.0413860102383098,0.1140741944345185,0.243157502401409,11438.13784189677,16266.97869887096
F1,Times6,16239.63328516074,26418.09290932756,15318.87150205768,27429.18714870784,22347.59052417932,0.01177108153756042,0.2930344527931479,0.1373302191676913,11899.02854849192,10822.44691855075
F1,Times7,16988.89907734178,19531.29651642922,34944.08879252896,27316.41382178983,23567.80446315715,0.17800269895677,1.102624683291343,3.046799702284718,13452.6921427489,12959.06637639383
F1,Times8,21716.95333661548,18351.47262676632,21648.25008104584,17582.16460892015,46183.94387810829,0.800351858631916,0.09898881901937544,0.686349389438242,10283.22890524812,9325.745700520829
F1,Times9,9851.640385971601,13801.88361361384,32962.68738551377,34410.10941047109,34679.86439494818,0.09360246287792674,0.1639853190348027,0.175227200210825,9437.247065421296,19254.0351452723
F1,Times10,28562.29304863644,21463.46697068884,16953.25625161922,28097.52092162345,20262.20918431912,0.04890936102359993,0.09455474431396274,16.26001320459286,14130.28298495095,17773.92781768061
F2,Times1,1498200.638932453,390420415530.2337,385914071.6989242,2.669151958806616e+22,1.22150994019742e+19,86.99862457807745,193.035868992082,259.779626169704,1015.211032949908,1328.635718814392
F2,Times2,200385750.4807435,15000397226.77503,1.498728221134213e+30,5.676277732057286e+37,7.137736725970628e+23,120.6398894922769,183.3911477861602,261.479929447738,1081.848651502269,984.0181157717112
F2,Times3,1728.454719887542,7.352315742997558e+32,17431766553575.39,2.284452439790189e+26,6.783052593011256e+40,39.88433134777915,337.9727932028699,508.924857063972,1167.767166358287,1268.064369755069
F2,Times4,2974175738724186.0,2.466968021560565e+23,9632462613882.992,2.179414189411063e+27,5.186714775416712e+34,79.61188900572068,246.1219628022517,282.4401655598193,85254.71714640352,1111.212323605012
F2,Times5,2.495250176427464e+17,1.976120134016377e+21,2.159745175389163e+20,1.685924704676652e+25,1.153690260771064e+23,72.37004432107521,271.2513397970526,339.5882258823402,1014.064652719547,1320.00340243431
F2,Times6,216082865092.2662,1.593348598275022e+18,1.946668990143129e+20,3.5439762998357e+33,3.605606338148498e+29,72.90606243093912,396.8161630770805,279.298530150408,1147.7275328848,1383.456260198067
F2,Times7,62999146.97679383,2.298574747852002e+31,48064193809.46005,2.367233146855483e+24,2.182087843113469e+17,128.473535519596,23.2427680734656,280.2699566894501,1435.010272977418,1040.038308255979
F2,Times8,2270.875540086769,6.323529898381449e+30,7.618105210966337e+17,1.132672496563599e+31,266878459969412.5,172.009176394292,301.4984697068799,252.5518827200726,1386.234553357252,1147.57401822467
F2,Times9,5.390126544718577e+18,4.300069652567862e+28,5.393549949019563e+21,1.111533196275378e+24,1475001493.309458,85.79336245822257,84.63973757829535,399.0982873415692,1153.436419768875,1198.685647786739
F2,Times10,4921574028478385.0,3.737558552481753e+28,10148688.57416533,8.453946767659007e+33,4.388491176187984e+25,276.2212516299253,192.8086656462775,470.7507062327049,976.6596209452474,1155.422686483902
F3,Times1,993606.3734389719,1256592.50854988,1220858.55847815,2118893.684676197,993535.5353938963,16.22300345391416,6.578900782179979,15.54151734747684,923733.5344359758,451269.2396579838
F3,Times2,487694.8462963395,1348884.855005883,1050369.428542388,1801360.309429486,1811141.380216806,1.302374800321735,30.04183649287949,69.87451611460813,1091713.370460181,809906.5906426786
F3,Times3,1134479.484351101,695228.6811426199,1368438.983507666,1419535.672033143,1360921.009949856,17.11682622078485,3.051220657744162,12.54300580080671,873231.7047156665,1451217.090085412
F3,Times4,953281.8412901979,947600.9620024215,1732428.921172968,2073973.524259783,1357222.473270488,0.9749013840339943,1.746097940637038,13.50668594037174,533297.00464988,942639.6744231854
F3,Times5,519917.2560920211,1338585.040220873,768555.8859009558,2268303.572776761,1666992.962833398,425.758705644394,2.993490813413358,11.61619937481651,492208.6400171127,1469310.266527423
F3,Times6,1651346.403076766,1251918.17691606,747421.6414211423,1960478.011296309,700780.6976571586,1.153101232932533,28.80186569177218,80.74773433191974,372148.1873938634,1200281.692537457
F3,Times7,921705.0406587712,1282085.54179583,1445644.079523104,2315380.940590102,1600658.137550928,0.3599638955596072,149.5098684118606,5.692544389848157,540148.6295814582,569735.704913423
F3,Times8,801147.9558685948,695827.5960456352,1013580.020386405,1782055.243777574,849248.3985261628,11.46514743756026,3.207552998202603,4.686013651415924,823702.3544471231,856959.354278948
