Function,Times,combination163,combination199,combination198,combination23,combination22,combination59,combination95,combination146,combination164,combination162,combination145,combination182,combination144,combination180,combination181,combination5,combination41,combination21,combination110,combination128
F2,Times1,18.20657011772053,217.0637829280474,202.4309113106711,0.01053286052717112,0.01106615331259553,0.00719842167691695,0.007073016805330845,69.41358409368513,69.69180645419405,169.1452566447489,120.1531876638544,112.5953171331252,230.9877203923972,67.97939743020504,75.25175756207254,0.01204465205088898,0.006914532562103615,0.0151652715083781,167.6885454415345,132.9354481612564
F2,Times2,110.7832864344129,167.2650961277571,93.92468558364695,0.01151640464088105,0.01130136972170007,0.0077932979582849,0.007331947772147684,82.94270943108728,209.4416706128703,219.3167146979374,149.4075667208879,216.6656233927336,167.2083073588082,196.9792250224045,137.5809321152551,0.01266347831981537,0.007178033646445869,0.01102245680761774,187.3421156726081,159.7619194956547
F2,Times3,124.5861612564048,284.6160857480413,413.6182863948316,0.01388703726001833,0.01158818857927002,0.005841218683352273,0.006207494002766933,169.4487995393489,198.8058229123517,148.8168679711788,242.6339476654132,81.55587991920532,392.8964455439569,169.0622830055623,48.92128476106402,0.01095038489390088,0.00776687203009227,0.01498406747641673,80.20806438175192,50.20759663805689
F2,Times4,212.1766355421221,323.2975918810663,116.0062786599068,0.01310617379080364,0.01023144014746416,0.00616611731293959,0.006519352288523406,154.5031082468585,50.0337093256793,228.9216282904544,17.21501778858332,44.63953297804868,322.7826792394227,262.4405815395369,92.97516944875603,0.009891980179037418,0.007436401243509139,0.01344455393510793,65.92259821905014,113.6918798062565
F2,Times5,159.3843522698793,167.7599325670784,287.880967795227,0.01308274569041243,0.01360132153247462,0.006334968079810765,0.00643365266249743,145.8565334963228,89.92489168256733,138.1638340957116,265.7526220761895,96.01157945922313,158.6930371075489,291.1068694582526,0.004325706748036285,0.01519208388931412,0.008306897332365615,0.009956202813794418,316.8618877917983,103.5972483295179
F2,Times6,99.34324558361438,194.2323661135686,221.4846081313316,0.01197265142907328,0.01521041252927863,0.007994562114476272,0.007311218740098435,31.05227354748466,111.056395291234,115.9549786734445,78.2822917202522,21.31093143871577,110.1588533580557,274.0532102757641,291.2878362848811,0.0127021010547218,0.007882635766357476,0.0112403185594489,432.4111156896274,280.39340144008
F2,Times7,129.3906480938539,201.0329171786184,287.6726915322567,0.01086630829521354,0.01011293821906573,0.006799296266119081,0.006239388758744163,69.40325706179034,51.40722148526493,153.5371246699586,85.95679599975146,29.79743365914252,175.7777481673772,154.8497117166068,292.4435939742782,0.01048941252122368,0.008268489543657609,0.01229380226046065,252.1174529677382,198.6337246187204
F2,Times8,221.1874597841627,78.38835433442816,82.5326752561919,0.01241324720867218,0.01184058425635617,0.00885054261271867,0.005872266207250093,235.684935689038,143.7913218880101,254.7544614510608,141.519758990466,218.6425354663564,194.2216933383135,122.6378938290109,194.8612202372041,0.01081052722955514,0.006301423150581492,0.01334798689528147,58.92310889308206,60.68847114560587
F2,Times9,108.0256082893162,31.26599688097241,198.6182092685821,0.01416982992145227,0.01044137871074902,0.008145727946329978,0.006514640708450842,123.3642812453102,99.90430618703792,252.4807127411952,159.3414253590865,111.0137167373444,237.3681583214134,194.3424994151868,74.0403184899583,0.01013227614452325,0.006930290752745788,0.01032603171379723,47.69850962383321,243.9051475840054
F2,Times10,147.7176880837712,249.8595672081778,120.4965721289092,0.01215941719217611,0.01248963549525992,0.008540035207083102,0.007934747310600732,102.7437754716155,114.3335063202671,102.3086190006406,41.5049530892021,103.5402089714416,158.3442367861044,152.6663451241355,71.31715482958725,0.009704309357732449,0.007988508523248727,0.01121799768209128,163.687820949046,273.0213047636486
