,,combination163,combination163,combination163,combination163,combination199,combination199,combination199,combination199,combination198,combination198,combination198,combination198,combination23,combination23,combination23,combination23,combination22,combination22,combination22,combination22,combination59,combination59,combination59,combination59,combination95,combination95,combination95,combination95,combination146,combination146,combination146,combination146,combination164,combination164,combination164,combination164,combination162,combination162,combination162,combination162,combination145,combination145,combination145,combination145,combination182,combination182,combination182,combination182,combination144,combination144,combination144,combination144,combination180,combination180,combination180,combination180,combination181,combination181,combination181,combination181,combination5,combination5,combination5,combination5,combination41,combination41,combination41,combination41,combination21,combination21,combination21,combination21,combination110,combination110,combination110,combination110,combination128,combination128,combination128,combination128
F13,Times5,374764.7274857263,107407.7353825652,45471.55323947074,7049.510430731782,183365.2325091701,49636.70086535913,402383.4083071577,250.454277314248,375665.2408924742,19592.38351455794,278219.339929698,53729.64211525529,148018.2944539728,2478.123975078194,17954.32248138609,93.56596787455045,148107.2102351525,620870.8762468407,195049.2691985402,120.4549418792754,83145.73959330858,2310.667101002187,3689.665132351583,54.42128127533037,28617.52498338953,5442.398352045187,45387.5240353285,55.89185845115162,549623.7115556615,1641842.585308916,493453.2776637827,97757.51505938354,82412.72818895556,51586.81231435671,323099.6726737334,11269.75309754336,1980085.537450788,282775.1436943382,78292.63734436578,69041.89898221332,433987.5630098764,2143945.386501399,926861.854779841,190264.4894225024,339455.0674982582,261629.7394308784,770527.7964997066,54516.92109875772,2361849.703828957,2678489.02430073,1563511.846486296,444540.4441442508,1559361.304994434,3912703.316926007,919574.9943808662,173261.2605324473,522481.6382636274,77623.32894157423,1142720.370919421,109759.5516498137,350859.337118409,336991.0944197674,120465.951879529,9920.043297591597,444326.2730560264,247549.0020700894,76292.31539853924,63.38340604524248,37238.00436706826,596783.1231630226,392255.5674289138,121.2318161381577,134652.289159741,1058276.251828042,1619047.649826082,365270.0390154118,44134.70355543733,24610.32827253157,137220.8831942577,1954.456693902989
F13,Times6,14288.98150538801,307642.9259123186,163186.4367773859,1015.771934618977,156857.725264767,32159.06830917619,74254.51593051679,4676.592861436139,214098.3812942246,69571.7242852553,137429.5796503946,20090.66650098118,18897.36752136426,450.1566494753126,15308.17033811254,93.58023817095041,85740.4700928289,75303.2205769105,86882.04299321825,114.3297334356577,136297.6705625253,99582.17734441775,17317.39845786437,94.1876297213101,21897.28651585904,15539.2958889946,4674.843592947901,69.30613809945528,729567.6884611524,2193161.29887953,256442.804711424,40710.06534136465,35572.3446892166,134441.1539266953,5913.1844783178,1452.145609821095,158402.0382472039,465624.4965565934,90109.94185493034,226608.1912575607,1034790.038119227,520830.1123798743,303566.4605760144,256817.3272632083,213416.0497752236,517441.3395852658,612270.2822491395,24624.89702578016,1753680.662566012,2445327.186670388,811428.2508870419,186273.7641697825,1291237.432568888,3736687.600575774,836190.2245449568,140129.4330330948,1105762.22137795,2235567.271079949,507841.4921418013,160691.3210953723,649683.9080006268,1081964.266304517,485267.8067074136,65.79205067357138,426958.0839704415,1155992.080519476,150837.7372012882,61.42596409230389,187030.087893899,42890.55635158641,125908.3836416223,1160.646584341093,390036.8377875907,276693.725681005,275824.3329535986,44940.87183939018,81598.66230266377,92513.39325799602,215976.4553084654,46001.13930103838
F13,Times7,23663.49499377805,162112.2939607849,432722.5499650351,108761.3083473897,196595.0516175193,210926.108723833,52011.11076387471,34329.83661537104,646733.3915325564,27483.57091261533,302968.7046086142,33536.90867201742,147909.4751317072,213547.3514706351,70707.90682693674,85.57395396199057,69738.87817022711,52816.29003342502,61726.42787540396,1338.426237885064,35948.95237412186,50203.90825329778,1624.930924565557,45.68722667579577,107041.1324279012,42253.45340364065,7292.785121025878,62.76898787816359,1482224.944036066,340890.3985928685,421678.9110991524,165542.6250095499,157002.7767850121,77473.22866623502,175757.2734779514,63.76891721687496,25241.8354268476,374165.5348303244,42741.78735986179,27218.30444602416,1909652.66255817,1157799.293073162,757192.3599864556,197527.8194627952,917820.3611323682,859249.6933890169,543092.5976917833,122090.4635622017,1049832.909911403,684729.148125176,690279.8801301216,53099.84934251287,602935.8469692923,117824.3802607038,591558.4876941792,577570.3992066904,433120.8402870135,279571.8394906977,456272.1920015895,22041.70258778627,906593.1048439541,206117.5879049027,787061.7348448507,463.2467390662219,1133600.431713842,13132.90069750206,23469.50598348507,49.2150457926106,61584.12690239531,31661.80687202301,411317.967120335,121.3184744030269,1027263.810277117,651177.4261266441,1654270.380948114,27576.05252209022,161061.595947379,151049.6018471464,78247.42348981515,996.425429849433
F13,Times8,40019.32723520162,177615.5849474921,18449.43351590476,51393.99932304587,25945.1285267931,231860.6413956275,228749.5125959316,3711.022603302557,469400.1406689071,148413.0156397263,55291.77632225259,95957.65530917475,37934.3146497463,9739.911601152142,24973.90798275605,55.52104919271199,195411.509462521,12805.96271636847,349515.8261856015,137.3921864786833,43700.0066055868,747.7257778679918,6255.40490922052,58.47598327859892,127738.0312440067,6904.638944591117,132181.246092413,34.56464025038311,277993.1971991733,658305.4815800652,769745.4316291603,53375.69101087398,2660.514243245815,1871.985980851753,6877.545081410209,96251.98970064979,249036.6295443465,473129.8758340022,44923.4619867738,139705.9330624116,1324157.258285494,986125.53637943,132055.7357482174,8316.202681523151,36801.14700164789,353865.2540342205,252210.1997691381,3061.333692086928,3939609.769914696,973958.4038562742,205325.1326911856,571342.2611884344,980021.837822394,687172.6164424953,744561.044252329,86171.53835050321,551574.0163683023,2245923.943716037,895193.1967584323,1052988.542636728,148803.3074722428,735513.0472425976,334636.5057307814,3584.021984077031,390928.6017315243,382002.4095446012,542333.435993748,85.751825843929,698080.4820625464,113045.1011434648,85522.87390464594,123663.7089699133,304617.0171497145,887250.6644576022,432248.5388211633,223272.0016386967,302997.0787957,28397.7572118461,116519.402975396,8462.285756259884
F13,Times9,280381.7251490534,260278.5243077256,155812.3212069024,11555.39464426521,305584.8112237914,129376.2346744598,112672.2712766412,10605.89461507845,330302.9796992195,407723.1913102435,793597.136981932,199563.5148157536,45428.16100609576,332606.7539084747,43014.2220236383,176.7560060358421,24845.0053169188,144172.6378025656,30897.98604830824,68.61869577051652,72616.33115811253,111625.6043474208,138036.3790125551,57.64509565605061,3875.256584575075,29404.77957495853,6868.69079327979,72.35132368883961,1415621.417762897,748455.7615627699,329842.5937117526,40221.74094005826,37705.86595887631,65331.05265161371,16933.30763161703,5261.654762477185,268330.3613994639,84287.47732587572,149950.2644633828,35831.92616177291,1858067.469354283,1502339.704220184,1208273.142832742,19766.02570011465,597741.24274802,1823008.828798567,265238.6134486558,27543.84629217885,2778028.466439343,1742079.655744302,1308952.665750265,1105321.063910699,251594.844391348,2093990.732320837,643215.6871380612,217704.6548408045,676251.7540310768,833445.8110929234,578252.8462141284,54437.27749165031,337328.6314474677,887266.0641662546,371806.8017316349,13705.57370065048,666252.0955738444,687394.7186827871,15133.1710736958,73.2282968572759,42628.46304046083,333659.4707551434,201255.8332119636,136.3143882881793,2257289.620902606,179151.5975981097,1320682.697883249,190230.4759650634,236052.1671926081,180847.0727921887,34922.30158305773,45976.74537768644
F14,Times1,6.903586842592535,9.803897942835295,14.56305415736246,16.44090731417178,6.9033356942352,15.50381680266003,0.9981092269340338,2.982105156816723,1.992030902699117,13.61860892386163,1.992030900239974,1.992030900220729,8.840836060940687,7.873992977132198,1.992030900229449,11.71869956206309,1.992030900229714,4.950491231794972,11.71869956206331,12.67050581113598,1.992030900252611,8.840835962754245,16.44090731417248,2.982105156816681,6.903335694251217,6.903335694220138,15.50381680261276,8.840835962754234,7.873992977132374,8.840835962754234,4.950491231786632,12.67050581113555,12.67050581115165,15.50381680261234,2.982105156816675,7.873992977132175,6.903335695361922,1.992030900220756,5.928845125400385,3.968250105568159,13.11860243559167,5.928845125400158,12.67050581113556,13.61860892386102,19.23067813050346,7.873992977133934,12.67050581113586,4.950491231788233,2.023651690202093,2.002073401733689,2.98210515681668,10.76318066677915,9.803897942970389,7.873992977135744,10.76318066679952,16.44090731417303,10.76318066714375,4.950491231810724,0.9996100032369768,8.840835962754792,12.69889067393148,1.99203090025079,13.61860892422467,11.71869956206421,9.803897949634084,17.37440650049078,4.950491231788201,9.803897942835292,0.9980758622708605,6.903335694220139,2.982105156816675,2.982105156816679,9.803897942866215,5.928845125400147,17.37440650048896,3.968250105568161,3.968250110012418,1.992030900220717,5.928845125400238,0.9999629532679266
F14,Times10,5.928845771255793,17.37440650048916,0.9981135766536523,6.903335694220138,12.67050581157773,2.982105156819159,7.873992977133925,2.982105156816715,2.982295493425334,7.8739929771378,3.968250105572008,12.67050581113575,0.9981811720850929,6.90333569422015,9.803897942871172,6.903335694220329,3.968252909568277,5.928845125406356,8.840835962754328,2.982105156816675,7.873992977354807,11.71869956206306,6.903335694243533,10.76318066677915,12.75072626316675,10.76318066677917,7.873992977132192,1.992030900220717,16.44090731417471,10.76318066677915,11.71869956206331,3.96825010556816,13.61860892463202,12.67050581113586,6.903335694220144,6.903335694220138,7.873993084509473,3.968250105568456,6.903335694221079,2.982105156816674,11.71869956206458,4.950491231786762,1.992030900220717,16.44090731417178,6.903335694246837,13.61860892389039,13.61860892387814,13.61860892386143,5.931265420115696,0.9999103326338449,13.61860892386126,2.982105156816675,2.982105156823614,3.968250105600239,2.982105156816919,2.982105156816727,4.950491233086864,7.873992977135235,6.903335694221166,1.992030900220797,7.873992977299737,8.840835962828395,5.928845125400147,12.6705058111358,15.50381680297406,7.873992977132318,5.928845125555782,11.71869956206331,0.9987963280310367,9.803898119197616,1.992030900221087,5.92884512540142,15.50381680269036,3.968250105568167,19.23067813041173,3.96825010556816,6.903335694510552,0.998096872393274,3.968250105568163,1.992030900220717
F14,Times2,6.903335696980393,18.30430951889781,6.903335694220198,1.992030900220717,14.56307746310497,6.903335694232065,18.30430951895565,10.7631806667801,8.84083597514427,9.803897942873762,6.903335694222207,6.903335694220769,8.84083596524934,8.840835962754234,7.873992977132177,11.71869956206331,15.50381682039274,6.903335694220139,8.840835962764505,3.968250105570558,9.803897945373707,3.968250105568159,14.56305415736385,2.982105156816952,1.992030900255812,2.982105156816687,5.928845125400147,8.840835962754234,7.87399297713297,13.61860892386138,3.968250105568159,7.873992977132179,8.840835962772633,11.71869956206331,14.56305415736248,5.928845125400147,7.874735218443143,12.67050581113585,0.9980143952934839,6.903335694220139,2.982105157189541,22.90063408158466,4.950491231786255,16.44090731417178,9.80389794373977,1.992030900221932,8.840835962780364,5.928845125401748,11.71869956210803,13.64558754895411,8.973554986848775,7.873992977132179,1.992030906383712,10.76318066678192,7.873992977134854,9.80389794283782,18.30430951913701,6.903335694221915,6.903335694224905,8.840835962754436,7.873992977132482,6.903335694220141,3.968250114457553,7.873992977132179,11.71869956206346,9.803897942881262,7.873992977132179,1.992030900220721,11.71871507065514,0.9987311359608742,1.992030900220717,1.992030900220716,12.67050581805365,7.873992977132181,12.67050581113591,0.9997539601883972,7.874734529505119,6.903335694220146,8.840835962754236,2.982105156816675
F14,Times3,16.44186487557545,6.903335694220154,1.992030900220722,0.998053513971902,2.371756478957989,7.873992977136264,7.873992977132595,1.992030900220897,8.840835969176805,3.968250105576989,2.982105156819776,11.71869956206312,8.840835962770068,5.92884512540034,2.982105156816905,19.23067813041623,5.92884514505629,1.992030900229117,8.84083596275546,0.9980038459039478,4.950491231944298,9.803897942835267,7.873992977132196,3.968250105568159,2.982105156863186,3.968250105568163,22.90063408158465,2.982105156816677,1.992030924256276,9.803897942835643,16.44090731417178,1.992030900220717,11.71869956221736,4.950491231786255,12.67050581113565,6.903335694220136,1.992137001534852,17.3744065004893,12.67050581128342,4.950491231786253,14.56305415739972,12.67050581113556,8.840835962754234,18.30430951889778,5.92884512553474,7.873992977135443,2.982105156816825,7.873992977132251,8.84084069224948,8.840835962754237,5.92884512540015,2.982105156816675,1.992030900747853,1.992030900225315,1.992030900225835,1.992030900220841,2.982105156817193,21.98840754607419,2.982105156817004,22.90063408159757,5.928845125416904,7.873992977161554,19.23067813045239,15.50381680261538,12.67050581113619,22.90063408237684,6.903335694220445,2.982105156816675,3.968250107491845,1.99203090022199,3.96825010556816,5.928845125400146,1.992098479387936,20.15348696047126,3.968250105568159,7.873992977132177,9.803897944776562,5.928845125400145,0.9987175220896822,7.873992977132177
F14,Times4,17.37440650076874,1.99203090022072,11.7186995620631,2.982105156816675,0.9996303908150891,3.968250105580853,1.992030900222767,7.873992977132266,7.875051301121614,6.903335694223662,10.76318066679596,2.982105156816826,7.873992977187278,0.9995697463135944,12.67050581113592,1.992030900220783,8.516414465516194,8.840835962754234,13.61860892386763,0.9986862206694231,1.992030900258228,3.968250105568159,4.950491231787868,4.950491231786263,6.903335694239926,3.968250105568159,14.56305415736233,1.992030900220731,8.84083596276438,4.950491231786297,8.840835962754236,11.71869956206306,12.67050581129582,2.982105156816676,2.982105156816676,3.96825010556816,1.992034486229867,7.873992977132229,0.9980047350187073,7.873992977132174,1.992030900225698,7.873992977132198,8.840835962754234,2.982105156816675,2.982105156821319,8.840835962770955,3.968250105573934,3.96825010556873,11.71870163650437,14.56305415736234,2.982105156816675,6.903335694220141,4.950863634073502,10.76318066681881,13.6186089238689,5.928845125400319,10.76318066694218,16.44090731422452,17.37440650051822,14.56305415736326,4.950491231799315,3.968250105568159,9.803897942836484,8.840835962754237,8.840835963347118,12.67050581113594,9.80389794335079,1.992030900220826,3.968254043500897,6.903339404651115,8.840835962754266,7.873992977132177,6.903335694220144,2.982105156816699,5.928845125400146,2.982105156816675,2.982105156907796,5.928845125400147,13.61860892386159,7.873992977132181
F14,Times5,0.9999128547630474,7.873992977132187,7.873992977132183,0.9985221129860965,7.873992977865478,14.56305415740467,2.982105156816919,2.982105156816707,12.67070711728007,6.903335694223927,1.992030900220728,16.44090731417291,1.992030900251059,7.873992977165141,2.982105156816675,2.982105156816692,6.903335705092179,6.903335694220136,11.71869956206307,8.840835962754234,12.67050581204023,17.37440650049018,11.71869956206331,11.71869956206417,3.968251492152812,6.903335694220138,2.982105156816731,5.928845125400751,3.049028882650834,2.982105156816676,5.928845125400166,10.76318066677915,18.30430951908577,9.803897942835267,21.07268750860113,1.992030900220716,2.982420952171687,6.903335694220509,0.9995335784260023,8.840835962754234,9.803897947587181,2.982105156816707,9.803897942835267,14.56305415736233,7.873992977175472,7.873992977132571,12.67050581114602,16.44090731417227,11.71869956225768,16.44090731417179,9.80403720491831,13.61860892386103,12.67050581132968,16.44090731417704,7.873992977134683,0.998576642374689,16.44090731417703,5.928845125437217,6.903335694222904,8.84083596275445,8.840835962871232,8.840835964355447,3.968250105569131,8.840835962754271,12.67050590210595,7.873992977132179,10.76318066677927,11.71869956206359,7.874016910313673,12.67050581113563,2.982105156816676,2.982105156816675,16.44090731418422,6.903335694220141,14.56305415736233,13.61860892386102,7.881023814441921,7.873992977132194,22.90063408158466,7.873992977132175
F14,Times6,16.44090733485719,4.950491231789857,6.903335694239286,9.803897942835267,6.903335713735149,6.903335694223132,6.9033356942211,4.950491231786368,0.9985109378665659,5.928845125804389,6.903335694228014,1.992030900221049,0.9980398982924144,8.840835962754857,7.873992977132177,11.71869956206306,15.5038168139224,2.9821051568322,6.903335694222402,9.803897942835262,13.61860892396259,9.803897942850801,3.96825010570797,12.67050581113586,6.903335694460004,7.873992977132196,6.903335694220138,8.840835962754234,5.928845125400795,9.80389794283527,0.9980048368473224,18.30430951889778,2.98210515682921,4.950491231786256,8.840835962754237,5.928845125400147,12.67050954621083,1.992030900220774,3.968250105568784,2.982105156816675,8.840835962761314,15.50381680261234,2.982105156816675,10.76318066677915,11.71876775152667,13.61860892387363,16.44090731417417,1.992030900220743,1.992030900276004,21.07268750831577,13.61861086827766,1.992030900220717,19.23067814794286,2.982105156822845,3.968250105575489,17.37440650048957,9.23991753304329,16.44090731419422,11.71869956206589,11.71869956206359,12.67050581131441,5.928845125577095,3.968250105683515,11.71869956206485,13.61860892386127,7.873992977132179,8.840835962760057,8.840835962754234,7.873993015097485,1.992033788117046,3.968250105733381,0.9980039545347329,7.873992977132335,12.67050581113561,13.61860892386103,10.76318066677915,7.873992989388642,13.61860892386139,8.840835962754234,7.873992977132179
F14,Times7,4.950589415979497,6.903335694220149,6.903335694220154,6.903335694220137,2.982105223603774,3.968250105568583,12.67050581113708,3.968250105568381,11.71869956225655,1.992030900223329,12.67050581114298,2.98210515681669,7.873992977768708,21.98840754596583,12.67050581113585,6.903335694220138,12.67050581146946,8.840835962754262,7.873992977132177,8.840835962754376,0.998012697563708,3.968250105578565,4.95049123734828,5.928845125402448,4.950491305427753,7.873992977132196,0.9987943891964413,9.803897942836155,12.67120958599834,6.903335694220138,21.07268750831577,16.44090731417178,8.840835962928908,15.50381680261234,7.873992977132179,6.903335694220138,2.982117686033597,8.849167890946715,3.968250105568292,2.982105156816674,9.803897942870913,12.67050581113558,12.67050581113556,15.50381680261233,2.982313758918227,7.873992977136254,3.968250105580153,8.840835962754586,13.61860892436094,17.37440650049007,12.67050581113591,1.992030900220716,1.99203090022544,2.982105156817344,14.56305415746815,0.9980041426851525,11.71869956219916,5.928845125436799,6.903335694220869,5.928845125400623,13.61860892386112,10.76318066679702,8.840835963812365,2.982105156816677,8.84083596286396,16.44090731443818,4.950491231786255,16.44090731417683,7.873992996292981,7.873992977132181,11.71869956206331,10.76318066678242,6.903335694222035,8.84083596275426,17.37440650048923,11.71869956206306,12.67050581113627,6.903335694220139,2.982105157767245,1.992030900220717
F14,Times8,17.37440650112659,0.9996013187025502,10.76318066677916,1.992030900220717,4.950491444201039,1.99203090022424,2.982105156818382,2.982105156816722,0.9982197408496946,1.992030900227346,7.87399297713554,13.61860892386165,4.950491231850694,7.873992977132194,12.67050581113591,0.9980402218582779,0.9980039128645832,2.982105156820246,3.968250105609089,1.992030900220877,7.87399297735163,1.992030900220717,10.76318066677933,6.903335694220139,4.950491232064866,0.9980041324351291,0.9980039057982896,7.873992977132182,15.50381680264872,17.37440650048896,6.903335694220154,3.96825010556816,1.992030900258998,2.982105156816685,7.873992977132191,11.71869956206306,5.928870457696545,6.903335694220649,11.71869956206313,1.992030900220717,2.982105156821135,9.803897942835277,7.873992977132189,8.840835962754234,6.903964278462325,7.873992977133025,22.9006340817011,7.873992977132196,8.840835963453316,22.90063408158468,1.992030900220721,12.67050581113556,6.90333569464193,10.76318066678131,0.9994021707112649,5.928845125400244,2.982105156820214,1.992030900222283,0.9993182614683092,16.44090731417298,13.61860922544698,2.982105157021985,10.76318066678115,22.90063408163453,8.840835962793692,9.803897944982927,12.67050581113585,2.982105156816718,7.874004041957735,6.903335694220145,5.928845125402703,1.992030900220716,8.840835962754262,11.71869956206331,0.9981535981513485,12.67050581113556,5.928845125602726,1.992030900220717,1.992030900220718,7.873992977132175
F14,Times9,11.71869963169363,2.982105156816689,13.61860892386121,7.873992977132175,3.968250105778964,3.968250105580188,11.71869956208742,0.9980309281476006,6.903335700762081,12.67050581114145,1.992030900222241,0.9988950302698314,1.992030939254995,2.982105156816676,3.968250105568161,6.903335694220138,10.763180670646,0.9980307384236674,12.67050581113616,6.903335694220185,12.67050582093473,5.928845125400855,2.982105156817043,7.873992977132179,2.982105156946602,8.840835962762696,3.968250105568161,3.968250105568166,5.928845125714991,5.928845125400156,2.982105156816674,11.71869956206306,9.803897944769545,0.9982063256240294,11.71869956244926,0.9980132755008001,7.87400422054752,10.76318066677919,6.903335694220227,3.968250105568163,24.49255785532203,1.99203090022072,0.998070012481902,15.50381680261233,4.950491231804366,0.9982477238100133,19.23067813042882,1.992030900220812,13.09584857435145,5.928845125400246,11.71869956206328,6.903335694220139,19.23067813406703,18.30430951890935,15.50381680274234,8.840835962754674,7.873992980220268,1.992030900221242,1.992030900222391,8.84083596275424,5.928845131937493,3.968250105568642,1.992030900220717,12.67050581113577,16.44090731419089,16.44090731474665,1.992030900221152,6.903335694220136,3.968270403832002,3.968250105568206,0.9992864170376441,1.992030900220724,7.873992977133452,12.67050581113561,10.76318066677915,13.61860892386102,7.873992977291553,7.873992977132194,12.67050581113555,17.37440650048909
F15,Times1,0.002163447523368221,0.001524209559537284,0.000786620001792777,0.0004401274053642294,0.00231712130824903,0.001653089576420508,0.0008247576482857842,0.0003098677003760049,0.002421014355446439,0.0003690613668668219,0.03383154352416714,0.000308007942889228,0.008601114572579192,0.001376357132637644,0.001177830256653415,0.0019675464431954,0.004033906340226196,0.003749148697770848,0.005212124412363041,0.001267082854286835,0.001318230282227787,0.0007535130469996024,0.000885375742958711,0.0009766986035357184,0.003856701865025097,0.001120700822694824,0.001107944030485444,0.001078056199451736,0.01545714323231155,0.0005840841275476917,0.0006041078774773486,0.001340449384091716,0.03473901397477169,0.0005263381637690078,0.002204301552818159,0.0003570153075787493,0.02159545634835506,0.00398855109680417,0.001321672821816952,0.001324520645159431,0.04807145195835998,0.001786466031958133,0.001928096875233356,0.001359571307641751,0.002487402966155682,0.0006797162265161055,0.001400441077943949,0.0003084377481688591,0.002491898244802414,0.0004775443134642566,0.0007019864266845237,0.0003092749571563672,0.006939509850590265,0.0005182130614442795,0.005958942709578873,0.0003090278534837065,0.04155277725528685,0.03607376380048291,0.0242252057577894,0.006585086636324261,0.002517837580496201,0.002190249103929176,0.01326704017618212,0.003718338493259206,0.006566972845101967,0.001879692536125079,0.0008934307975985805,0.0004971441531215747,0.003496564398471563,0.001613047963549963,0.0007220689550721987,0.0009635367756789076,0.01904570419850522,0.001479639693525039,0.002682908250901471,0.001223237063301183,0.0006739107574641136,0.03057751362162596,0.0006660898066773688,0.0004041477390975256
F15,Times10,0.001464417112458429,0.001492914852439737,0.002325342241786239,0.0003623262674571086,0.02776591582199767,0.000674592815238062,0.0006334337415344267,0.0003285036450851859,0.001202490748377356,0.006827967881836641,0.0008420259253484,0.0003104888980942294,0.01588910380447452,0.001379409789933618,0.0005219880637630262,0.0008225071163907471,0.001960606450864257,0.0006337948944865031,0.01768398881704449,0.001442365700925449,0.003141972336009863,0.004591508595588544,0.002350862997057505,0.004185884710806342,0.00184519301524272,0.0009706010618256783,0.001574602732637315,0.0006740155063579452,0.01980561061308171,0.001901687886270494,0.03465446774574396,0.02036334426033508,0.01637128268658514,0.0006084055740417708,0.05114599833063682,0.0003137624654567749,0.006346929269218185,0.0007798878156697247,0.006717721427369919,0.0003855210248261641,0.01794394963026991,0.002706048584982504,0.001895559296792824,0.001710702559862515,0.0007083696918898586,0.02418250504181562,0.0004324387548981927,0.06315776172753514,0.02581848121484523,0.002474218939865212,0.02598519373443102,0.0004819893549881459,0.006891021248439461,0.001598655547101411,0.0007637148318866732,0.0003108939604952181,0.007055670160633127,0.001788254684631173,0.007653019915279766,0.0003482116425320949,0.003759329608913928,0.02036911000825995,0.0009393694959015994,0.000761980968932259,0.002039670564670516,0.002543314344862267,0.002042474013201157,0.02043544150710941,0.002082977259481309,0.0007579208362093853,0.003170015681019463,0.001317880937152692,0.004506408503047159,0.0008365188801893325,0.001541935026033608,0.02036370321596317,0.001947718905450495,0.005034746036988168,0.02253442544023244,0.0003865772823562096
F15,Times2,0.04888071336658738,0.0007334588512814333,0.02408819573457372,0.0004091428092925058,0.007821648307116132,0.0005788060509436055,0.0008294003660824873,0.0003290314695167336,0.0008225864708777931,0.0004233423833088811,0.0006630248022546519,0.001670277820879907,0.0006486703025040246,0.002243155377989701,0.003313044593078588,0.001230883731349955,0.0007262931211701374,0.02071578745011923,0.005930439837530475,0.002152735662965792,0.02044349934367343,0.001184013037117232,0.02061681607685609,0.001627655339046886,0.002397131655829134,0.0006914357511269009,0.001383145724218899,0.0009786930014459097,0.007350143519712665,0.002031450618218047,0.02293681587134946,0.0003592039763767769,0.003475974015691584,0.001481878078516138,0.0006079831107926988,0.0003183455684854936,0.00185336107362518,0.002227385666138137,0.0008561775736885006,0.0004366479186483449,0.004334725473309512,0.002271510759374037,0.001589766105023265,0.0003120720894395122,0.03681520503937723,0.0003518629464593195,0.001608904472396632,0.000308839349390285,0.003128771514039158,0.0006740161547765117,0.004227745037024376,0.0006784317865199596,0.002133424235541918,0.00532822216671718,0.005728237033192083,0.0004157238082705795,0.0186218704842931,0.001385745575501844,0.001482271654828821,0.02036335081303936,0.003759902525408966,0.002735035349431902,0.0008444256129580093,0.0006096844041479668,0.003475176862305429,0.002370758309143389,0.001199008314647694,0.02159407926300259,0.01621470886758335,0.02200994630087063,0.0006832646753870261,0.002746674381432607,0.04222441335231246,0.01963167655447394,0.002372557483371252,0.001643902057613039,0.02383118744596534,0.001902165892442301,0.03595887138621032,0.0005177058919556281
F15,Times3,0.001781180408854063,0.0007805433608531523,0.001489826339278068,0.0005083010989557037,0.003512356324645826,0.004195842823030559,0.0005426566443022531,0.0003130291921426309,0.005172442199497846,0.0005654037314474873,0.001249574157018793,0.0003091520252002661,0.002354413712692719,0.001429760920017888,0.001400597294444073,0.0007032985788906325,0.0006047325811541447,0.0008132710611244365,0.001844933680363529,0.0004596504764474141,0.0005279864140633023,0.001997732873389502,0.0007189930022900836,0.0007040137733483889,0.009841461830655237,0.001300095619445029,0.004463298967518709,0.0005283623237205208,0.04033467664268177,0.006907895566673693,0.001760069681343362,0.0003107502463369752,0.02464435373853387,0.0008330964982626551,0.0006921653831273477,0.06288529307919818,0.005301591019624099,0.002952606101825636,0.003655190729735635,0.001882569731974831,0.009050566508488095,0.002742545144019397,0.003798832290161415,0.0003420203465024381,0.001354678305231983,0.0004935487833659116,0.02434393228521696,0.001328002736732299,0.04121608464572724,0.001727855052631807,0.02441937036688064,0.0004808926615211746,0.01221813499124421,0.0006403279051160008,0.1328571440375949,0.0003086528794568589,0.02478796557691448,0.00760121480184169,0.0007703924597320517,0.0003084529171484781,0.01623839773518694,0.02765553566751512,0.005333851907398318,0.09548053834506974,0.009663352620667566,0.01300771766728712,0.0007587308711586167,0.0005828075109977246,0.001453023999843655,0.0006943561263752179,0.001559958196519573,0.0006973119702612359,0.0009128474924164333,0.0004293726614682144,0.002937719766164395,0.0003126957861729199,0.02867349997835444,0.002028223656347111,0.004668214137559975,0.001381555335192864
F15,Times4,0.001607351457506891,0.0004764458844949752,0.0008325929642528787,0.001669599430038356,0.03411405049326986,0.001010516148262773,0.001232998035142054,0.001223602127540566,0.001306687703697202,0.004642751932334441,0.001805311695059055,0.0003102009267329393,0.00965910595287669,0.001360474937312897,0.0009358317975180365,0.0007591905130241674,0.03863968508592556,0.02948362155430458,0.002309198333781105,0.001167926723048298,0.001035598000421816,0.007546742322084279,0.0009332284469411934,0.008016138653669472,0.0008438359792440421,0.02188505986522136,0.0007189277776332914,0.001071059729040251,0.001486209962370809,0.001770733575317502,0.01625655663216196,0.0004021259700489105,0.005000201328748252,0.001262446633709923,0.02467368712934947,0.0003223426750087277,0.001487708201287407,0.000649901871290148,0.02990049572640545,0.0006667848021997572,0.007731678930595432,0.005576694399770954,0.0007728551694376521,0.02036337155621857,0.009706807063231163,0.02993619921483364,0.001474385199306639,0.0003078805225434627,0.003044063440576394,0.05325335570361436,0.001801723090703388,0.0007458286287452408,0.01490609030871918,0.001025933873577189,0.00767412128346141,0.0003075729889959944,0.00248893214537777,0.01252333250239856,0.09340668833504898,0.02036333973509193,0.006893046078359479,0.005947110617741891,0.004659835838542284,0.001723510906760783,0.0369532850735857,0.04238880058508704,0.0006275463378103654,0.05654313656374625,0.002267532209052704,0.003105006078071624,0.001745702021830439,0.0008636446599037705,0.006631329579811722,0.01022876716999715,0.02171506096246215,0.0007303259319188941,0.00179834719162057,0.001945484043337626,0.02208769781076571,0.0005836151324381663
