Function,Times,combination589,combination591
F1,Times1,4.583202464227473e-05,4.905348860751992e-05
F1,Times2,4.964914380084792e-05,4.901951138529748e-05
F1,Times3,4.898123015535511e-05,4.598335412378215e-05
F1,Times4,4.951468700182078e-05,4.749072070672072e-05
F1,Times5,4.875973098984685e-05,4.673598452381332e-05
F1,Times6,4.733301463047129e-05,4.99050180216309e-05
F1,Times7,4.805936085254113e-05,4.387456267576147e-05
F1,Times8,4.710578318957201e-05,4.68755625819543e-05
F1,Times9,3.798421083614719e-05,4.763774897374574e-05
F1,Times10,4.474291923931709e-05,4.973057587167905e-05
F2,Times1,0.01261280454688024,0.02045653577876988
F2,Times2,0.01435449143479156,0.02730184962302157
F2,Times3,0.01210273406875773,0.01899240518913109
F2,Times4,0.01268677945302465,0.0162367243469394
F2,Times5,0.01342965497780002,0.02151384467447309
F2,Times6,0.01864862557813296,0.02475827990822288
F2,Times7,0.01412421034436467,0.02269585075761904
F2,Times8,0.01449228493025584,0.02256664519380308
F2,Times9,0.01342163623725173,0.01956492097972107
F2,Times10,0.01274895567945233,0.02033453294763843
F3,Times1,0.000231279558845186,0.0006397374664909196
F3,Times2,0.0004399352975034238,0.00183790735548644
F3,Times3,0.0003301081643179717,0.000666303124438129
F3,Times4,0.0002043280097313779,0.000768255921220437
F3,Times5,0.0003236840217403949,0.0009296140677729415
F3,Times6,0.0002575005624921851,0.001077056824855939
F3,Times7,0.0003086738834020769,0.0008848995591023483
F3,Times8,0.0002346872325236563,0.0008264948825483556
F3,Times9,0.0003597332477466246,0.0008249746543445378
F3,Times10,0.0004228488795847709,0.0006654318892529898
F4,Times1,0.01815056166436319,0.02843269651357316
F4,Times2,0.01153837277033742,0.01958505256901599
F4,Times3,0.01424381509712752,0.02398919943610495
F4,Times4,0.01362440167719875,0.02401422622242411
F4,Times5,0.01652596119337718,0.02292621118775595
F4,Times6,0.01618713361853624,0.02002552666271207
F4,Times7,0.0137637410844923,0.02492231169607673
F4,Times8,0.01425539429531558,0.01439944117313963
F4,Times9,0.01513218147880163,0.02093898139372685
F4,Times10,0.0148582162166388,0.02620896871151113
F5,Times1,44.2177293060337,46.10093005512483
F5,Times2,103.4692163033763,104.6262553477916
F5,Times3,46.3627247608503,45.62495233320788
F5,Times4,46.47708547517305,42.80835329498127
F5,Times5,101.4897849186891,46.2856442284726
F5,Times6,46.36242783574425,46.82787075981752
F5,Times7,46.58925615432038,46.69030562155243
F5,Times8,46.58802774150648,103.7537479440312
F5,Times9,45.05588111447592,112.589083652207
F5,Times10,46.41538046346725,105.6115247254071
F6,Times1,4.775870149873327e-05,4.96255414034619e-05
F6,Times2,4.837212592057711e-05,4.976674172697817e-05
F6,Times3,4.475845194159335e-05,4.383553591915236e-05
F6,Times4,4.89089213706235e-05,4.750312187557651e-05
F6,Times5,4.248301106860361e-05,4.781753119605254e-05
F6,Times6,4.948997288442501e-05,4.868240584164148e-05
F6,Times7,4.848679782532878e-05,4.950685602106863e-05
F6,Times8,4.801149724274734e-05,4.565729001747398e-05
F6,Times9,4.556555089889527e-05,4.872091768857998e-05
F6,Times10,4.671104930598928e-05,4.977302261628006e-05
F7,Times1,14.14168416637988,19.92985839496431
F7,Times2,20.05326173289333,19.37883214514516
F7,Times3,17.20112508607395,17.83496754938837
F7,Times4,16.76241797788079,16.64163159918062
F7,Times5,14.10126850660319,16.81223119725798
F7,Times6,18.56418807871485,13.10262118344499
F7,Times7,17.22215699216291,16.0736065169921
F7,Times8,17.82939421908782,13.75203973416773
F7,Times9,16.09914840506523,19.51381338468848
F7,Times10,13.30634841718688,16.34191290643701
F8,Times1,-12575.94506510825,-13743.81882147598
F8,Times2,-14175.56205349317,-13678.52843768306
F8,Times3,-14849.16500047247,-14135.26904229927
F8,Times4,-13583.86669981536,-13958.36176857715
F8,Times5,-13919.871463171,-13682.15622790701
F8,Times6,-15143.92455548483,-14132.08784989215
F8,Times7,-13642.65940201283,-15697.20604073787
F8,Times8,-13624.43946241255,-14392.21702711102
F8,Times9,-13544.91813878278,-15735.92296057114
F8,Times10,-13565.11861083888,-14176.69478883517
F9,Times1,0.0009486103113154343,0.002851340531625723
F9,Times2,0.0009309678878270944,0.002869614359154227
F9,Times3,0.001036261373275948,0.003124500426345378
F9,Times4,0.001152159466627722,0.002722112335758808
F9,Times5,0.001516653280599911,0.002407032723557023
F9,Times6,0.000999037786792556,0.003394996646342463
F9,Times7,0.0008677201900404441,0.002800061928862618
F9,Times8,0.001123829212623662,0.002497359640070584
F9,Times9,0.001454769868455941,0.004475790371438748
F9,Times10,0.001365494786917054,0.002647864160046254
F10,Times1,0.001546048350355989,0.00252719631618703
