Function,590,593,579,588,589,591,576,587,569,558,592,572,594,542,570,562,575,573,552,555
F1,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
F2,100%,100%,90%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
F3,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
F4,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
F5,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
F6,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
F7,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
F8,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
F9,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
F10,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
F11,100%,100%,100%,100%,100%,100%,100%,100%,100%,90%,100%,90%,100%,100%,90%,100%,100%,90%,80%,80%
F12,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
F13,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
F14,80%,100%,100%,30%,40%,40%,100%,60%,100%,100%,60%,90%,100%,100%,80%,100%,100%,80%,60%,30%
F15,20%,0%,0%,60%,80%,50%,0%,50%,70%,0%,20%,40%,0%,0%,70%,0%,10%,10%,60%,30%
F16,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,70%,100%,100%,100%,100%,100%,100%,100%
F17,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
F18,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
F19,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
F20,30%,20%,0%,0%,30%,20%,10%,0%,20%,70%,30%,50%,0%,30%,20%,10%,10%,20%,20%,30%
F21,90%,90%,30%,70%,70%,80%,70%,100%,60%,60%,60%,50%,90%,10%,70%,30%,40%,70%,60%,80%
F22,60%,60%,20%,60%,70%,60%,90%,50%,30%,70%,60%,60%,80%,10%,50%,20%,40%,50%,50%,60%
F23,60%,70%,40%,90%,60%,70%,60%,50%,80%,40%,70%,60%,60%,20%,80%,0%,60%,80%,60%,80%
