,iterations,mutation_rate,num_individuals,range_mutation,crossover_probability,Mutation_type,Crossover_type
389,1000000,2.0,100,0.55,0.7,Uniform,Linear_combination_crossover
390,1000000,2.0,100,0.9,0.5,Uniform,Linear_combination_crossover
391,1000000,2.0,100,0.9,0.6,Uniform,Linear_combination_crossover
392,1000000,2.0,100,0.9,0.7,Uniform,Linear_combination_crossover
393,1000000,2.0,100,2.0,0.5,Uniform,Linear_combination_crossover
394,1000000,2.0,100,2.0,0.6,Uniform,Linear_combination_crossover
395,1000000,2.0,100,2.0,0.7,Uniform,Linear_combination_crossover
396,1000000,2.0,100,5.0,0.5,Uniform,Linear_combination_crossover
397,1000000,2.0,100,5.0,0.6,Uniform,Linear_combination_crossover
398,1000000,2.0,100,5.0,0.7,Uniform,Linear_combination_crossover
399,1000000,2.0,200,0.01,0.5,Uniform,Linear_combination_crossover
400,1000000,2.0,200,0.01,0.6,Uniform,Linear_combination_crossover
401,1000000,0.1,100,0.01,0.5,Normal,Probabilistic_crossover
402,1000000,0.1,100,0.01,0.6,Normal,Probabilistic_crossover
403,1000000,0.1,100,0.01,0.7,Normal,Probabilistic_crossover
404,1000000,0.1,100,0.25,0.5,Normal,Probabilistic_crossover
405,1000000,0.1,100,0.25,0.6,Normal,Probabilistic_crossover
406,1000000,0.1,100,0.25,0.7,Normal,Probabilistic_crossover
407,1000000,0.1,100,0.55,0.5,Normal,Probabilistic_crossover
408,1000000,0.1,100,0.55,0.6,Normal,Probabilistic_crossover
409,1000000,0.1,100,0.55,0.7,Normal,Probabilistic_crossover
410,1000000,0.1,100,0.9,0.5,Normal,Probabilistic_crossover
411,1000000,0.1,100,0.9,0.6,Normal,Probabilistic_crossover
412,1000000,0.1,100,0.9,0.7,Normal,Probabilistic_crossover
413,1000000,0.1,100,2.0,0.5,Normal,Probabilistic_crossover
414,1000000,0.1,100,2.0,0.6,Normal,Probabilistic_crossover
415,1000000,0.1,100,2.0,0.7,Normal,Probabilistic_crossover
416,1000000,0.1,100,5.0,0.5,Normal,Probabilistic_crossover
417,1000000,0.1,100,5.0,0.6,Normal,Probabilistic_crossover
418,1000000,0.1,100,5.0,0.7,Normal,Probabilistic_crossover
419,1000000,0.1,200,0.01,0.5,Normal,Probabilistic_crossover
420,1000000,0.1,200,0.01,0.6,Normal,Probabilistic_crossover
421,1000000,0.1,200,0.01,0.7,Normal,Probabilistic_crossover
422,1000000,0.1,200,0.25,0.5,Normal,Probabilistic_crossover
423,1000000,0.1,200,0.25,0.6,Normal,Probabilistic_crossover
424,1000000,0.1,200,0.25,0.7,Normal,Probabilistic_crossover
425,1000000,0.1,200,0.55,0.5,Normal,Probabilistic_crossover
426,1000000,0.1,200,0.55,0.6,Normal,Probabilistic_crossover
427,1000000,0.1,200,0.55,0.7,Normal,Probabilistic_crossover
428,1000000,0.1,200,0.9,0.5,Normal,Probabilistic_crossover
429,1000000,0.1,200,0.9,0.6,Normal,Probabilistic_crossover
430,1000000,0.1,200,0.9,0.7,Normal,Probabilistic_crossover
431,1000000,0.1,200,2.0,0.5,Normal,Probabilistic_crossover
432,1000000,0.1,200,2.0,0.6,Normal,Probabilistic_crossover
433,1000000,0.1,200,2.0,0.7,Normal,Probabilistic_crossover
434,1000000,0.1,200,5.0,0.5,Normal,Probabilistic_crossover
435,1000000,0.1,200,5.0,0.6,Normal,Probabilistic_crossover
436,1000000,0.1,200,5.0,0.7,Normal,Probabilistic_crossover
437,1000000,0.18,100,0.01,0.5,Normal,Probabilistic_crossover
438,1000000,0.18,100,0.01,0.6,Normal,Probabilistic_crossover
439,1000000,0.18,100,0.01,0.7,Normal,Probabilistic_crossover
440,1000000,0.18,100,0.25,0.5,Normal,Probabilistic_crossover
441,1000000,0.18,100,0.25,0.6,Normal,Probabilistic_crossover
442,1000000,0.18,100,0.25,0.7,Normal,Probabilistic_crossover
443,1000000,0.18,100,0.55,0.5,Normal,Probabilistic_crossover
444,1000000,0.18,100,0.55,0.6,Normal,Probabilistic_crossover
445,1000000,0.18,100,0.55,0.7,Normal,Probabilistic_crossover
446,1000000,0.18,100,0.9,0.5,Normal,Probabilistic_crossover
447,1000000,0.18,100,0.9,0.6,Normal,Probabilistic_crossover
448,1000000,0.18,100,0.9,0.7,Normal,Probabilistic_crossover
449,1000000,0.18,100,2.0,0.5,Normal,Probabilistic_crossover
450,1000000,0.18,100,2.0,0.6,Normal,Probabilistic_crossover
451,1000000,0.18,100,2.0,0.7,Normal,Probabilistic_crossover
452,1000000,0.18,100,5.0,0.5,Normal,Probabilistic_crossover
453,1000000,0.18,100,5.0,0.6,Normal,Probabilistic_crossover
454,1000000,0.18,100,5.0,0.7,Normal,Probabilistic_crossover
455,1000000,0.18,200,0.01,0.5,Normal,Probabilistic_crossover
456,1000000,0.18,200,0.01,0.6,Normal,Probabilistic_crossover
457,1000000,0.18,200,0.01,0.7,Normal,Probabilistic_crossover
458,1000000,0.18,200,0.25,0.5,Normal,Probabilistic_crossover
459,1000000,0.18,200,0.25,0.6,Normal,Probabilistic_crossover
460,1000000,0.18,200,0.25,0.7,Normal,Probabilistic_crossover
461,1000000,0.18,200,0.55,0.5,Normal,Probabilistic_crossover
462,1000000,0.18,200,0.55,0.6,Normal,Probabilistic_crossover
463,1000000,0.18,200,0.55,0.7,Normal,Probabilistic_crossover
464,1000000,0.18,200,0.9,0.5,Normal,Probabilistic_crossover
465,1000000,0.18,200,0.9,0.6,Normal,Probabilistic_crossover
466,1000000,0.18,200,0.9,0.7,Normal,Probabilistic_crossover
467,1000000,0.18,200,2.0,0.5,Normal,Probabilistic_crossover
468,1000000,0.18,200,2.0,0.6,Normal,Probabilistic_crossover
469,1000000,0.18,200,2.0,0.7,Normal,Probabilistic_crossover
470,1000000,0.18,200,5.0,0.5,Normal,Probabilistic_crossover
471,1000000,0.18,200,5.0,0.6,Normal,Probabilistic_crossover
472,1000000,0.18,200,5.0,0.7,Normal,Probabilistic_crossover
473,1000000,0.2,100,0.01,0.5,Normal,Probabilistic_crossover
474,1000000,0.2,100,0.01,0.6,Normal,Probabilistic_crossover
475,1000000,0.2,100,0.01,0.7,Normal,Probabilistic_crossover
476,1000000,0.2,100,0.25,0.5,Normal,Probabilistic_crossover
477,1000000,0.2,100,0.25,0.6,Normal,Probabilistic_crossover
478,1000000,0.2,100,0.25,0.7,Normal,Probabilistic_crossover
479,1000000,0.2,100,0.55,0.5,Normal,Probabilistic_crossover
480,1000000,0.2,100,0.55,0.6,Normal,Probabilistic_crossover
481,1000000,0.2,100,0.55,0.7,Normal,Probabilistic_crossover
482,1000000,0.2,100,0.9,0.5,Normal,Probabilistic_crossover
483,1000000,0.2,100,0.9,0.6,Normal,Probabilistic_crossover
484,1000000,0.2,100,0.9,0.7,Normal,Probabilistic_crossover
485,1000000,0.2,100,2.0,0.5,Normal,Probabilistic_crossover
486,1000000,0.2,100,2.0,0.6,Normal,Probabilistic_crossover
487,1000000,0.2,100,2.0,0.7,Normal,Probabilistic_crossover
488,1000000,0.2,100,5.0,0.5,Normal,Probabilistic_crossover
489,1000000,0.2,100,5.0,0.6,Normal,Probabilistic_crossover
490,1000000,0.2,100,5.0,0.7,Normal,Probabilistic_crossover
491,1000000,0.2,200,0.01,0.5,Normal,Probabilistic_crossover
492,1000000,0.2,200,0.01,0.6,Normal,Probabilistic_crossover
493,1000000,0.2,200,0.01,0.7,Normal,Probabilistic_crossover
494,1000000,0.2,200,0.25,0.5,Normal,Probabilistic_crossover
495,1000000,0.2,200,0.25,0.6,Normal,Probabilistic_crossover
496,1000000,0.2,200,0.25,0.7,Normal,Probabilistic_crossover
497,1000000,0.2,200,0.55,0.5,Normal,Probabilistic_crossover
498,1000000,0.2,200,0.55,0.6,Normal,Probabilistic_crossover
499,1000000,0.2,200,0.55,0.7,Normal,Probabilistic_crossover
500,1000000,0.2,200,0.9,0.5,Normal,Probabilistic_crossover
501,1000000,0.2,200,0.9,0.6,Normal,Probabilistic_crossover
502,1000000,0.2,200,0.9,0.7,Normal,Probabilistic_crossover
503,1000000,0.2,200,2.0,0.5,Normal,Probabilistic_crossover
504,1000000,0.2,200,2.0,0.6,Normal,Probabilistic_crossover
505,1000000,0.2,200,2.0,0.7,Normal,Probabilistic_crossover
506,1000000,0.2,200,5.0,0.5,Normal,Probabilistic_crossover
507,1000000,0.2,200,5.0,0.6,Normal,Probabilistic_crossover
508,1000000,0.2,200,5.0,0.7,Normal,Probabilistic_crossover
509,1000000,0.5,100,0.01,0.5,Normal,Probabilistic_crossover
510,1000000,0.5,100,0.01,0.6,Normal,Probabilistic_crossover
511,1000000,0.5,100,0.01,0.7,Normal,Probabilistic_crossover
512,1000000,0.5,100,0.25,0.5,Normal,Probabilistic_crossover
513,1000000,0.5,100,0.25,0.6,Normal,Probabilistic_crossover
514,1000000,0.5,100,0.25,0.7,Normal,Probabilistic_crossover
515,1000000,0.5,100,0.55,0.5,Normal,Probabilistic_crossover
516,1000000,0.5,100,0.55,0.6,Normal,Probabilistic_crossover
517,1000000,0.5,100,0.55,0.7,Normal,Probabilistic_crossover
518,1000000,0.5,100,0.9,0.5,Normal,Probabilistic_crossover
519,1000000,0.5,100,0.9,0.6,Normal,Probabilistic_crossover
520,1000000,0.5,100,0.9,0.7,Normal,Probabilistic_crossover
521,1000000,0.5,100,2.0,0.5,Normal,Probabilistic_crossover
522,1000000,0.5,100,2.0,0.6,Normal,Probabilistic_crossover
523,1000000,0.5,100,2.0,0.7,Normal,Probabilistic_crossover
524,1000000,0.5,100,5.0,0.5,Normal,Probabilistic_crossover
525,1000000,0.5,100,5.0,0.6,Normal,Probabilistic_crossover
526,1000000,0.5,100,5.0,0.7,Normal,Probabilistic_crossover
527,1000000,0.5,200,0.01,0.5,Normal,Probabilistic_crossover
528,1000000,0.5,200,0.01,0.6,Normal,Probabilistic_crossover
529,1000000,0.5,200,0.01,0.7,Normal,Probabilistic_crossover
530,1000000,0.5,200,0.25,0.5,Normal,Probabilistic_crossover
531,1000000,0.5,200,0.25,0.6,Normal,Probabilistic_crossover
532,1000000,0.5,200,0.25,0.7,Normal,Probabilistic_crossover
533,1000000,0.5,200,0.55,0.5,Normal,Probabilistic_crossover
534,1000000,0.5,200,0.55,0.6,Normal,Probabilistic_crossover
535,1000000,0.5,200,0.55,0.7,Normal,Probabilistic_crossover
536,1000000,0.5,200,0.9,0.5,Normal,Probabilistic_crossover
537,1000000,0.5,200,0.9,0.6,Normal,Probabilistic_crossover
538,1000000,0.5,200,0.9,0.7,Normal,Probabilistic_crossover
539,1000000,0.5,200,2.0,0.5,Normal,Probabilistic_crossover
540,1000000,0.5,200,2.0,0.6,Normal,Probabilistic_crossover
541,1000000,0.5,200,2.0,0.7,Normal,Probabilistic_crossover
542,1000000,0.5,200,5.0,0.5,Normal,Probabilistic_crossover
543,1000000,0.5,200,5.0,0.6,Normal,Probabilistic_crossover
544,1000000,0.5,200,5.0,0.7,Normal,Probabilistic_crossover
545,1000000,1.0,100,0.01,0.5,Normal,Probabilistic_crossover
546,1000000,1.0,100,0.01,0.6,Normal,Probabilistic_crossover
547,1000000,1.0,100,0.01,0.7,Normal,Probabilistic_crossover
548,1000000,1.0,100,0.25,0.5,Normal,Probabilistic_crossover
549,1000000,1.0,100,0.25,0.6,Normal,Probabilistic_crossover
550,1000000,1.0,100,0.25,0.7,Normal,Probabilistic_crossover
551,1000000,1.0,100,0.55,0.5,Normal,Probabilistic_crossover
552,1000000,1.0,100,0.55,0.6,Normal,Probabilistic_crossover
553,1000000,1.0,100,0.55,0.7,Normal,Probabilistic_crossover
554,1000000,1.0,100,0.9,0.5,Normal,Probabilistic_crossover
555,1000000,1.0,100,0.9,0.6,Normal,Probabilistic_crossover
556,1000000,1.0,100,0.9,0.7,Normal,Probabilistic_crossover
557,1000000,1.0,100,2.0,0.5,Normal,Probabilistic_crossover
558,1000000,1.0,100,2.0,0.6,Normal,Probabilistic_crossover
559,1000000,1.0,100,2.0,0.7,Normal,Probabilistic_crossover
560,1000000,1.0,100,5.0,0.5,Normal,Probabilistic_crossover
561,1000000,1.0,100,5.0,0.6,Normal,Probabilistic_crossover
562,1000000,1.0,100,5.0,0.7,Normal,Probabilistic_crossover
563,1000000,1.0,200,0.01,0.5,Normal,Probabilistic_crossover
564,1000000,1.0,200,0.01,0.6,Normal,Probabilistic_crossover
565,1000000,1.0,200,0.01,0.7,Normal,Probabilistic_crossover
566,1000000,1.0,200,0.25,0.5,Normal,Probabilistic_crossover
567,1000000,1.0,200,0.25,0.6,Normal,Probabilistic_crossover
568,1000000,1.0,200,0.25,0.7,Normal,Probabilistic_crossover
569,1000000,1.0,200,0.55,0.5,Normal,Probabilistic_crossover
570,1000000,1.0,200,0.55,0.6,Normal,Probabilistic_crossover
571,1000000,1.0,200,0.55,0.7,Normal,Probabilistic_crossover
572,1000000,1.0,200,0.9,0.5,Normal,Probabilistic_crossover
573,1000000,1.0,200,0.9,0.6,Normal,Probabilistic_crossover
574,1000000,1.0,200,0.9,0.7,Normal,Probabilistic_crossover
575,1000000,1.0,200,2.0,0.5,Normal,Probabilistic_crossover
576,1000000,1.0,200,2.0,0.6,Normal,Probabilistic_crossover
577,1000000,1.0,200,2.0,0.7,Normal,Probabilistic_crossover
578,1000000,1.0,200,5.0,0.5,Normal,Probabilistic_crossover
579,1000000,1.0,200,5.0,0.6,Normal,Probabilistic_crossover
580,1000000,1.0,200,5.0,0.7,Normal,Probabilistic_crossover
581,1000000,2.0,100,0.01,0.5,Normal,Probabilistic_crossover
582,1000000,2.0,100,0.01,0.6,Normal,Probabilistic_crossover
583,1000000,2.0,100,0.01,0.7,Normal,Probabilistic_crossover
584,1000000,2.0,100,0.25,0.5,Normal,Probabilistic_crossover
585,1000000,2.0,100,0.25,0.6,Normal,Probabilistic_crossover
586,1000000,2.0,100,0.25,0.7,Normal,Probabilistic_crossover
587,1000000,2.0,100,0.55,0.5,Normal,Probabilistic_crossover
588,1000000,2.0,100,0.55,0.6,Normal,Probabilistic_crossover
589,1000000,2.0,100,0.55,0.7,Normal,Probabilistic_crossover
590,1000000,2.0,100,0.9,0.5,Normal,Probabilistic_crossover
591,1000000,2.0,100,0.9,0.6,Normal,Probabilistic_crossover
592,1000000,2.0,100,0.9,0.7,Normal,Probabilistic_crossover
593,1000000,2.0,100,2.0,0.5,Normal,Probabilistic_crossover
594,1000000,2.0,100,2.0,0.6,Normal,Probabilistic_crossover
595,1000000,2.0,100,2.0,0.7,Normal,Probabilistic_crossover
596,1000000,2.0,100,5.0,0.5,Normal,Probabilistic_crossover
597,1000000,2.0,100,5.0,0.6,Normal,Probabilistic_crossover
598,1000000,2.0,100,5.0,0.7,Normal,Probabilistic_crossover
599,1000000,2.0,200,0.01,0.5,Normal,Probabilistic_crossover
600,1000000,2.0,200,0.01,0.6,Normal,Probabilistic_crossover
601,1000000,0.1,100,0.01,0.5,Uniform,Probabilistic_crossover
602,1000000,0.1,100,0.01,0.6,Uniform,Probabilistic_crossover
603,1000000,0.1,100,0.01,0.7,Uniform,Probabilistic_crossover
604,1000000,0.1,100,0.25,0.5,Uniform,Probabilistic_crossover
605,1000000,0.1,100,0.25,0.6,Uniform,Probabilistic_crossover
606,1000000,0.1,100,0.25,0.7,Uniform,Probabilistic_crossover
607,1000000,0.1,100,0.55,0.5,Uniform,Probabilistic_crossover
608,1000000,0.1,100,0.55,0.6,Uniform,Probabilistic_crossover
609,1000000,0.1,100,0.55,0.7,Uniform,Probabilistic_crossover
610,1000000,0.1,100,0.9,0.5,Uniform,Probabilistic_crossover
611,1000000,0.1,100,0.9,0.6,Uniform,Probabilistic_crossover
612,1000000,0.1,100,0.9,0.7,Uniform,Probabilistic_crossover
613,1000000,0.1,100,2.0,0.5,Uniform,Probabilistic_crossover
614,1000000,0.1,100,2.0,0.6,Uniform,Probabilistic_crossover
615,1000000,0.1,100,2.0,0.7,Uniform,Probabilistic_crossover
616,1000000,0.1,100,5.0,0.5,Uniform,Probabilistic_crossover
617,1000000,0.1,100,5.0,0.6,Uniform,Probabilistic_crossover
618,1000000,0.1,100,5.0,0.7,Uniform,Probabilistic_crossover
619,1000000,0.1,200,0.01,0.5,Uniform,Probabilistic_crossover
620,1000000,0.1,200,0.01,0.6,Uniform,Probabilistic_crossover
621,1000000,0.1,200,0.01,0.7,Uniform,Probabilistic_crossover
622,1000000,0.1,200,0.25,0.5,Uniform,Probabilistic_crossover
623,1000000,0.1,200,0.25,0.6,Uniform,Probabilistic_crossover
624,1000000,0.1,200,0.25,0.7,Uniform,Probabilistic_crossover
625,1000000,0.1,200,0.55,0.5,Uniform,Probabilistic_crossover
626,1000000,0.1,200,0.55,0.6,Uniform,Probabilistic_crossover
627,1000000,0.1,200,0.55,0.7,Uniform,Probabilistic_crossover
628,1000000,0.1,200,0.9,0.5,Uniform,Probabilistic_crossover
629,1000000,0.1,200,0.9,0.6,Uniform,Probabilistic_crossover
630,1000000,0.1,200,0.9,0.7,Uniform,Probabilistic_crossover
631,1000000,0.1,200,2.0,0.5,Uniform,Probabilistic_crossover
632,1000000,0.1,200,2.0,0.6,Uniform,Probabilistic_crossover
633,1000000,0.1,200,2.0,0.7,Uniform,Probabilistic_crossover
634,1000000,0.1,200,5.0,0.5,Uniform,Probabilistic_crossover
635,1000000,0.1,200,5.0,0.6,Uniform,Probabilistic_crossover
636,1000000,0.1,200,5.0,0.7,Uniform,Probabilistic_crossover
637,1000000,0.18,100,0.01,0.5,Uniform,Probabilistic_crossover
638,1000000,0.18,100,0.01,0.6,Uniform,Probabilistic_crossover
639,1000000,0.18,100,0.01,0.7,Uniform,Probabilistic_crossover
640,1000000,0.18,100,0.25,0.5,Uniform,Probabilistic_crossover
641,1000000,0.18,100,0.25,0.6,Uniform,Probabilistic_crossover
642,1000000,0.18,100,0.25,0.7,Uniform,Probabilistic_crossover
643,1000000,0.18,100,0.55,0.5,Uniform,Probabilistic_crossover
644,1000000,0.18,100,0.55,0.6,Uniform,Probabilistic_crossover
645,1000000,0.18,100,0.55,0.7,Uniform,Probabilistic_crossover
646,1000000,0.18,100,0.9,0.5,Uniform,Probabilistic_crossover
647,1000000,0.18,100,0.9,0.6,Uniform,Probabilistic_crossover
648,1000000,0.18,100,0.9,0.7,Uniform,Probabilistic_crossover
649,1000000,0.18,100,2.0,0.5,Uniform,Probabilistic_crossover
650,1000000,0.18,100,2.0,0.6,Uniform,Probabilistic_crossover
651,1000000,0.18,100,2.0,0.7,Uniform,Probabilistic_crossover
652,1000000,0.18,100,5.0,0.5,Uniform,Probabilistic_crossover
653,1000000,0.18,100,5.0,0.6,Uniform,Probabilistic_crossover
654,1000000,0.18,100,5.0,0.7,Uniform,Probabilistic_crossover
655,1000000,0.18,200,0.01,0.5,Uniform,Probabilistic_crossover
656,1000000,0.18,200,0.01,0.6,Uniform,Probabilistic_crossover
657,1000000,0.18,200,0.01,0.7,Uniform,Probabilistic_crossover
658,1000000,0.18,200,0.25,0.5,Uniform,Probabilistic_crossover
659,1000000,0.18,200,0.25,0.6,Uniform,Probabilistic_crossover
660,1000000,0.18,200,0.25,0.7,Uniform,Probabilistic_crossover
661,1000000,0.18,200,0.55,0.5,Uniform,Probabilistic_crossover
662,1000000,0.18,200,0.55,0.6,Uniform,Probabilistic_crossover
663,1000000,0.18,200,0.55,0.7,Uniform,Probabilistic_crossover
664,1000000,0.18,200,0.9,0.5,Uniform,Probabilistic_crossover
665,1000000,0.18,200,0.9,0.6,Uniform,Probabilistic_crossover
666,1000000,0.18,200,0.9,0.7,Uniform,Probabilistic_crossover
667,1000000,0.18,200,2.0,0.5,Uniform,Probabilistic_crossover
668,1000000,0.18,200,2.0,0.6,Uniform,Probabilistic_crossover
669,1000000,0.18,200,2.0,0.7,Uniform,Probabilistic_crossover
670,1000000,0.18,200,5.0,0.5,Uniform,Probabilistic_crossover
671,1000000,0.18,200,5.0,0.6,Uniform,Probabilistic_crossover
672,1000000,0.18,200,5.0,0.7,Uniform,Probabilistic_crossover
673,1000000,0.2,100,0.01,0.5,Uniform,Probabilistic_crossover
674,1000000,0.2,100,0.01,0.6,Uniform,Probabilistic_crossover
675,1000000,0.2,100,0.01,0.7,Uniform,Probabilistic_crossover
676,1000000,0.2,100,0.25,0.5,Uniform,Probabilistic_crossover
677,1000000,0.2,100,0.25,0.6,Uniform,Probabilistic_crossover
678,1000000,0.2,100,0.25,0.7,Uniform,Probabilistic_crossover
679,1000000,0.2,100,0.55,0.5,Uniform,Probabilistic_crossover
680,1000000,0.2,100,0.55,0.6,Uniform,Probabilistic_crossover
681,1000000,0.2,100,0.55,0.7,Uniform,Probabilistic_crossover
682,1000000,0.2,100,0.9,0.5,Uniform,Probabilistic_crossover
683,1000000,0.2,100,0.9,0.6,Uniform,Probabilistic_crossover
684,1000000,0.2,100,0.9,0.7,Uniform,Probabilistic_crossover
685,1000000,0.2,100,2.0,0.5,Uniform,Probabilistic_crossover
686,1000000,0.2,100,2.0,0.6,Uniform,Probabilistic_crossover
687,1000000,0.2,100,2.0,0.7,Uniform,Probabilistic_crossover
688,1000000,0.2,100,5.0,0.5,Uniform,Probabilistic_crossover
689,1000000,0.2,100,5.0,0.6,Uniform,Probabilistic_crossover
690,1000000,0.2,100,5.0,0.7,Uniform,Probabilistic_crossover
691,1000000,0.2,200,0.01,0.5,Uniform,Probabilistic_crossover
692,1000000,0.2,200,0.01,0.6,Uniform,Probabilistic_crossover
693,1000000,0.2,200,0.01,0.7,Uniform,Probabilistic_crossover
694,1000000,0.2,200,0.25,0.5,Uniform,Probabilistic_crossover
695,1000000,0.2,200,0.25,0.6,Uniform,Probabilistic_crossover
696,1000000,0.2,200,0.25,0.7,Uniform,Probabilistic_crossover
697,1000000,0.2,200,0.55,0.5,Uniform,Probabilistic_crossover
698,1000000,0.2,200,0.55,0.6,Uniform,Probabilistic_crossover
699,1000000,0.2,200,0.55,0.7,Uniform,Probabilistic_crossover
700,1000000,0.2,200,0.9,0.5,Uniform,Probabilistic_crossover
701,1000000,0.2,200,0.9,0.6,Uniform,Probabilistic_crossover
702,1000000,0.2,200,0.9,0.7,Uniform,Probabilistic_crossover
703,1000000,0.2,200,2.0,0.5,Uniform,Probabilistic_crossover
704,1000000,0.2,200,2.0,0.6,Uniform,Probabilistic_crossover
705,1000000,0.2,200,2.0,0.7,Uniform,Probabilistic_crossover
706,1000000,0.2,200,5.0,0.5,Uniform,Probabilistic_crossover
707,1000000,0.2,200,5.0,0.6,Uniform,Probabilistic_crossover
708,1000000,0.2,200,5.0,0.7,Uniform,Probabilistic_crossover
709,1000000,0.5,100,0.01,0.5,Uniform,Probabilistic_crossover
710,1000000,0.5,100,0.01,0.6,Uniform,Probabilistic_crossover
711,1000000,0.5,100,0.01,0.7,Uniform,Probabilistic_crossover
712,1000000,0.5,100,0.25,0.5,Uniform,Probabilistic_crossover
713,1000000,0.5,100,0.25,0.6,Uniform,Probabilistic_crossover
714,1000000,0.5,100,0.25,0.7,Uniform,Probabilistic_crossover
715,1000000,0.5,100,0.55,0.5,Uniform,Probabilistic_crossover
716,1000000,0.5,100,0.55,0.6,Uniform,Probabilistic_crossover
717,1000000,0.5,100,0.55,0.7,Uniform,Probabilistic_crossover
718,1000000,0.5,100,0.9,0.5,Uniform,Probabilistic_crossover
719,1000000,0.5,100,0.9,0.6,Uniform,Probabilistic_crossover
720,1000000,0.5,100,0.9,0.7,Uniform,Probabilistic_crossover
721,1000000,0.5,100,2.0,0.5,Uniform,Probabilistic_crossover
722,1000000,0.5,100,2.0,0.6,Uniform,Probabilistic_crossover
723,1000000,0.5,100,2.0,0.7,Uniform,Probabilistic_crossover
724,1000000,0.5,100,5.0,0.5,Uniform,Probabilistic_crossover
725,1000000,0.5,100,5.0,0.6,Uniform,Probabilistic_crossover
726,1000000,0.5,100,5.0,0.7,Uniform,Probabilistic_crossover
727,1000000,0.5,200,0.01,0.5,Uniform,Probabilistic_crossover
728,1000000,0.5,200,0.01,0.6,Uniform,Probabilistic_crossover
729,1000000,0.5,200,0.01,0.7,Uniform,Probabilistic_crossover
730,1000000,0.5,200,0.25,0.5,Uniform,Probabilistic_crossover
731,1000000,0.5,200,0.25,0.6,Uniform,Probabilistic_crossover
732,1000000,0.5,200,0.25,0.7,Uniform,Probabilistic_crossover
733,1000000,0.5,200,0.55,0.5,Uniform,Probabilistic_crossover
734,1000000,0.5,200,0.55,0.6,Uniform,Probabilistic_crossover
735,1000000,0.5,200,0.55,0.7,Uniform,Probabilistic_crossover
736,1000000,0.5,200,0.9,0.5,Uniform,Probabilistic_crossover
737,1000000,0.5,200,0.9,0.6,Uniform,Probabilistic_crossover
738,1000000,0.5,200,0.9,0.7,Uniform,Probabilistic_crossover
739,1000000,0.5,200,2.0,0.5,Uniform,Probabilistic_crossover
740,1000000,0.5,200,2.0,0.6,Uniform,Probabilistic_crossover
741,1000000,0.5,200,2.0,0.7,Uniform,Probabilistic_crossover
742,1000000,0.5,200,5.0,0.5,Uniform,Probabilistic_crossover
743,1000000,0.5,200,5.0,0.6,Uniform,Probabilistic_crossover
744,1000000,0.5,200,5.0,0.7,Uniform,Probabilistic_crossover
745,1000000,1.0,100,0.01,0.5,Uniform,Probabilistic_crossover
746,1000000,1.0,100,0.01,0.6,Uniform,Probabilistic_crossover
747,1000000,1.0,100,0.01,0.7,Uniform,Probabilistic_crossover
748,1000000,1.0,100,0.25,0.5,Uniform,Probabilistic_crossover
749,1000000,1.0,100,0.25,0.6,Uniform,Probabilistic_crossover
750,1000000,1.0,100,0.25,0.7,Uniform,Probabilistic_crossover
751,1000000,1.0,100,0.55,0.5,Uniform,Probabilistic_crossover
752,1000000,1.0,100,0.55,0.6,Uniform,Probabilistic_crossover
753,1000000,1.0,100,0.55,0.7,Uniform,Probabilistic_crossover
754,1000000,1.0,100,0.9,0.5,Uniform,Probabilistic_crossover
755,1000000,1.0,100,0.9,0.6,Uniform,Probabilistic_crossover
756,1000000,1.0,100,0.9,0.7,Uniform,Probabilistic_crossover
757,1000000,1.0,100,2.0,0.5,Uniform,Probabilistic_crossover
758,1000000,1.0,100,2.0,0.6,Uniform,Probabilistic_crossover
759,1000000,1.0,100,2.0,0.7,Uniform,Probabilistic_crossover
760,1000000,1.0,100,5.0,0.5,Uniform,Probabilistic_crossover
761,1000000,1.0,100,5.0,0.6,Uniform,Probabilistic_crossover
762,1000000,1.0,100,5.0,0.7,Uniform,Probabilistic_crossover
763,1000000,1.0,200,0.01,0.5,Uniform,Probabilistic_crossover
764,1000000,1.0,200,0.01,0.6,Uniform,Probabilistic_crossover
765,1000000,1.0,200,0.01,0.7,Uniform,Probabilistic_crossover
766,1000000,1.0,200,0.25,0.5,Uniform,Probabilistic_crossover
767,1000000,1.0,200,0.25,0.6,Uniform,Probabilistic_crossover
768,1000000,1.0,200,0.25,0.7,Uniform,Probabilistic_crossover
769,1000000,1.0,200,0.55,0.5,Uniform,Probabilistic_crossover
770,1000000,1.0,200,0.55,0.6,Uniform,Probabilistic_crossover
771,1000000,1.0,200,0.55,0.7,Uniform,Probabilistic_crossover
772,1000000,1.0,200,0.9,0.5,Uniform,Probabilistic_crossover
773,1000000,1.0,200,0.9,0.6,Uniform,Probabilistic_crossover
774,1000000,1.0,200,0.9,0.7,Uniform,Probabilistic_crossover
775,1000000,1.0,200,2.0,0.5,Uniform,Probabilistic_crossover
776,1000000,1.0,200,2.0,0.6,Uniform,Probabilistic_crossover
777,1000000,1.0,200,2.0,0.7,Uniform,Probabilistic_crossover
778,1000000,1.0,200,5.0,0.5,Uniform,Probabilistic_crossover
779,1000000,1.0,200,5.0,0.6,Uniform,Probabilistic_crossover
780,1000000,1.0,200,5.0,0.7,Uniform,Probabilistic_crossover
781,1000000,2.0,100,0.01,0.5,Uniform,Probabilistic_crossover
