,,590,579,588,589,569,558,542,562
F1,Times1,406937.2168107376,469222.1193255969,326959.55667767493,243795.55394495736,466214.0082651193,451089.2553841733,557580.8636429654,399153.3679810846
F1,Times2,333782.20358353073,420150.28808981786,292373.401806914,253328.4920649355,463844.543899542,436719.4609788018,562280.4490226039,453521.04992409126
F1,Times3,380069.3614696847,450122.3655518723,327594.4826941263,281015.0553169897,513269.0054527542,463733.0197365584,591859.4791544323,406957.960523302
F1,Times4,356958.9516952055,439193.0697809051,339896.38664708444,218171.9916769291,507060.3544777308,431277.0840961642,548922.8302282374,395738.5993949562
F1,Times5,393205.0744351246,485903.23283356207,279472.4749266255,223295.0881376774,516157.3841419548,444990.0427074643,523713.1598959112,361058.3803538484
F1,Times6,435472.8428804409,474249.4673010574,292471.17747069284,243423.13927176496,519999.8597987749,402883.4612965539,586152.809514534,401737.8548321274
F1,Times7,382688.7544936324,466912.1128940464,296736.75939420523,235779.18354102343,446777.5063524658,455366.1607841147,563706.5262599814,348888.6986102128
F1,Times8,345300.2126022208,416710.4290705855,265706.9995111019,220526.2598216781,491366.49347991945,396331.4395660834,634187.6102603553,400551.02492900897
F1,Times9,393829.8876541781,480085.44474988873,304099.29687188513,268963.8470166977,451094.7210868506,422623.6824316305,564554.7929043351,364824.6144805452
F1,Times10,414270.9454009812,444019.79989412846,308670.677992766,214495.04497515905,462384.5037187066,398134.960428201,502976.23960665154,384781.6256383943
F2,Times1,inf,inf,inf,inf,inf,inf,inf,inf
F2,Times2,inf,inf,inf,inf,inf,inf,inf,inf
F2,Times3,inf,inf,inf,inf,inf,inf,inf,inf
F2,Times4,inf,inf,inf,inf,inf,inf,inf,inf
F2,Times5,inf,inf,inf,inf,inf,inf,inf,inf
F2,Times6,inf,inf,inf,inf,inf,inf,inf,inf
F2,Times7,inf,inf,inf,inf,inf,inf,inf,inf
F2,Times8,inf,inf,inf,inf,inf,inf,inf,inf
F2,Times9,inf,inf,inf,inf,inf,inf,inf,inf
F2,Times10,inf,inf,inf,inf,inf,inf,inf,inf
F3,Times1,155707876.7317765,185662291.19528687,102210582.4181883,96835905.13583606,203823694.45162168,170976407.43982455,216915139.7564861,156974528.85632238
F3,Times2,129144072.12553656,175956065.96173775,125441471.02975342,98752999.67618082,193212001.1258652,178307824.8670294,212425552.48959568,145560096.96185407
F3,Times3,142220834.07913116,192058930.8008037,124080133.57985424,91922198.4110208,223360365.20053887,177948750.23352328,195373754.2624465,139581104.08570382
F3,Times4,141847811.08406743,162993183.97757608,111535758.30847636,99016000.66092104,186055768.2428793,186394633.3253543,212485039.7615474,158929546.27338213
F3,Times5,133005643.8077425,182414083.8542296,134522673.66132975,94777359.32806364,209490122.0093833,191691400.24954328,228549290.261084,161954060.2896398
F3,Times6,155217100.13402268,175065867.33694974,126673956.26781487,95437941.43018554,197953511.3876936,161062753.17942703,232932026.5316409,158208933.52610287
F3,Times7,138602192.1138185,180597425.9052656,119180578.58004868,95349239.83964483,181269897.98738363,163266738.38055065,224359999.73036456,172236764.47960943
F3,Times8,157131939.8859852,207494313.6358165,124960635.31282637,95258804.41146325,196115487.19500023,180472121.58861336,205082166.57167932,159613859.07945782
F3,Times9,151019375.52243984,187997039.58390105,122212238.57682264,111247726.05079097,209711451.47207564,186510675.7042429,223098030.24250832,159535191.96160707
F3,Times10,138889108.98318192,184828034.84476107,135140422.6625174,97519135.86179398,202890147.87667283,180237753.79299477,218731804.81624645,165305674.47103897
F4,Times1,91.53749782233682,92.11990742515644,90.2794363444217,89.93008130817901,93.06681802009064,93.69296294991392,94.2568262165517,92.95740581618062
F4,Times2,89.9278576338026,90.37711775458378,91.26927499791012,90.80463564430713,91.70409151440532,92.68248124346084,94.33236089636156,92.84624371485734
F4,Times3,91.82372654995528,92.1703794124478,91.47878605775956,90.9332172374948,91.58542429544072,93.83760795899714,91.52302834937922,92.77235841979908
F4,Times4,91.21889386589328,90.61185254955171,91.4456281089323,91.17696941611248,92.45707833236251,90.68310202422224,94.1538694241982,92.03457926582668
F4,Times5,91.5364297864734,93.40398551889844,91.59910850646682,91.25420600453576,92.69511112612922,92.48574337957632,94.1768916111799,93.21101381481776
F4,Times6,91.35529288463714,92.736124753891,89.52822470808375,91.79271848097912,91.48009528703624,93.40588835481324,92.84577718888856,93.5232251924146
F4,Times7,91.86157707912643,91.34538407719133,92.36666391279688,91.47309618886966,91.39138153727988,91.99072793082304,92.61202743977351,92.8103211388816
F4,Times8,91.51641939441186,92.19505624705796,90.90289773223428,90.02756448854517,92.04904258895128,94.14311383209748,93.2676434265546,93.5985188657416
F4,Times9,90.37674441241369,91.8417604916951,89.18433539836074,90.9213890240848,91.06208168911246,93.61758633677094,94.01658209770184,92.57650090142369
F4,Times10,90.8226348448646,91.52844449103922,90.50546996209368,89.34584450870729,91.19606539861736,90.57888013126244,93.96694835160696,93.70468868108485
F5,Times1,713051933.8647163,984220203.0180216,502167689.2729934,215294387.9718948,966044050.8524804,856197680.6157259,1336386493.3332372,715494757.4523126
F5,Times2,668063850.7838827,1058588113.2509854,288853285.4026661,303505871.9728934,1224655255.8734572,988693545.687959,1692547124.3423808,602260246.7993305
F5,Times3,729422612.2623801,887993815.0787253,498620072.17744136,216752120.21889657,980708729.3364234,758235274.5878749,1471344007.2736082,593117175.0372294
F5,Times4,554808682.1216702,873021078.010057,374243934.9597761,216552219.59037384,1447469941.0556724,860573141.6205997,1305177586.0642822,489156914.23043615
F5,Times5,490469453.8050862,938452573.81794,412393901.6125203,228295388.13269147,884736090.7890338,864709220.8763402,1621519431.8976612,608036992.2219148
F5,Times6,572782512.7158093,946890177.7035748,291118817.05505896,251180962.46792817,1011076872.8593074,838244744.7835829,1329465548.249701,661452706.4277434
F5,Times7,540644761.3159305,840694397.0534238,351134703.1027266,205781483.2725601,1142817745.5617225,708104612.204793,1302767316.9313214,622896989.05008
F5,Times8,595617683.107388,1037497328.2814108,338866532.15836227,204479776.73144245,1225558373.487058,727631631.3622139,1370959290.8170817,603675950.3096232
F5,Times9,719154593.2989409,947376580.3384948,429301839.1895761,277160135.66606444,1153701745.0095704,816825502.445987,1283944579.1839595,697533922.0089307
F5,Times10,604364653.0362953,814782876.4851202,356401608.2837606,299627512.0820712,1224609360.0160587,838225389.7476106,1381928068.3735528,645806989.5589304
F6,Times1,388866.7659815528,478608.24248655216,308038.39826675376,217921.05998695377,418356.0734543126,479770.8899025377,564671.9080264884,383972.1778210839
F6,Times2,408770.39078760217,477600.29652127833,305259.4771936263,266129.55182148697,523633.2869691697,385658.9608525711,507392.1576974731,428148.7345977686
F6,Times3,348655.2176710685,470221.5920547937,315177.55003609776,228663.7779146778,431247.5545244274,381299.4911847623,513970.00279403856,294104.5151206469
F6,Times4,352088.8772572501,478208.6103849523,318034.38494952547,241680.7109882688,471326.6691857101,434475.85565080936,526209.0053782543,324030.3262372506
F6,Times5,405302.4101731809,461023.4331691926,350164.70959482,227683.58178179237,461556.203236868,442692.0344253623,494488.7031745905,354848.6871321199
F6,Times6,355885.41714902804,444058.9866111752,299592.1643535277,207585.44522554363,492411.8103957481,421295.67248000816,567586.1449617541,366769.62189790927
F6,Times7,390051.5678247073,381561.4701795859,300101.9665467342,220426.8411408497,532802.169075511,463608.7557787874,511601.6550792492,381738.6574645077
F6,Times8,348628.33903849026,477797.4966483704,340340.8451188621,236939.49433733197,528069.8632685671,432878.8085746976,529240.2510306807,354376.6874328064
F6,Times9,344690.40970281,464820.0623455986,295528.86236275226,260554.4675946715,505872.89933396,430901.1493311454,545305.2602299462,372760.7534921732
F6,Times10,372849.6194273398,478422.5296819031,319632.8644159401,260073.33044269675,471883.0243736656,374014.734505214,504515.83326660143,388830.05739818566
F7,Times1,2671.27629377252,5834.828610453472,1786.817814845618,1305.1093861449249,4739.8723486500285,4430.94212475884,6513.607935341579,3688.661138200569
F7,Times2,2913.7703830541946,5438.935965842894,2341.616120935964,1437.4124999900089,6235.109058759583,4241.877029453314,7523.050337502779,3981.247409708156
F7,Times3,3058.8075394190923,5624.28208926547,2256.442104637821,1517.7806623814647,5434.911812250705,4345.502955331314,7133.07495725905,3342.954725245568
