1,50,100,150,200,250,300,350,400,450,500,550,600,650,700,750,800,850,900,950,1000,1050,1100,1150,1200,1250,1300,1350,1400,1450,1500,1550,1600,1650,1700,1750,1800,1850,1900,1950,Algorithm,Function
915256729.7938931,292412585.64892,129914161.49058463,64174879.08427246,34151740.36785649,17871783.087272283,9014610.246825282,4877577.702708304,3075118.0352229048,1752351.043777272,1139967.5574075456,727973.2530539936,426052.0059933735,216691.63293667944,134492.80535658845,85639.5326456405,61503.78326023271,49114.66466617321,40974.567731366806,34926.90368712778,,,,,,,,,,,,,,,,,,,,,Baseline,F5
1077706532.6272163,358045565.3175868,164073473.98432747,87423704.34559345,52527348.75466914,24454997.386146933,12063730.558214057,7368348.180751092,3154164.748681379,1733564.6873473846,1027807.0500684646,527592.6937343115,298030.0441650839,198752.30673696884,130927.5614780131,95939.71933221031,70360.63003061933,42798.33783262556,37566.07135798724,31392.989095527788,,,,,,,,,,,,,,,,,,,,,Baseline,F5
956920057.4819678,300572728.22724354,130586218.32740493,82699177.64520834,53269268.06944825,31871456.257308677,18809012.028019443,10150417.190269124,5065898.063209177,2835877.2284620316,1794320.453674616,1052977.4057665977,587153.7585239379,270844.00882296625,148737.83692976416,121693.88455554945,92893.54909738823,64269.965179310166,50457.922221211156,40601.36199730248,,,,,,,,,,,,,,,,,,,,,Baseline,F5
1016849590.4277564,316229178.400925,112345000.94799088,78876007.16805786,49430146.61701532,26323013.476600602,14290971.094266726,7155995.678314561,3942255.6176362904,2387468.4391231895,1184795.1355638832,753228.8104366523,395096.09568368684,243266.40373715927,146621.44577995213,106825.13886443476,65930.16247445266,52346.20742763351,43366.609266715874,32907.24811469703,,,,,,,,,,,,,,,,,,,,,Baseline,F5
1024719826.8141745,322095129.45547915,167818217.4241766,99075476.94494551,59427597.343501166,32713350.23958608,19229289.73602315,11656041.54884632,6722713.478411004,3595420.728685504,1937435.087728265,1050632.0478690618,657482.1750621785,425157.39059039264,293879.30821998283,199139.06871479732,103543.18381369811,78215.32414033699,65176.310551698974,48933.8345496489,,,,,,,,,,,,,,,,,,,,,Baseline,F5
1032986390.1937028,361731009.6018299,149579607.14628553,100826838.61545524,60126085.86502793,35837608.46912521,21513307.4033616,12891541.713662697,7346619.211609285,4472926.988064944,2283935.615453285,1335919.0236673185,706257.3298631115,445568.11967379827,306454.8145380484,219107.16257489135,177076.57387228002,136559.63583576062,99362.12080040951,65981.97372415646,,,,,,,,,,,,,,,,,,,,,Baseline,F5
991011759.817493,291649002.3540219,132993836.54178786,88709408.47504239,50809721.69711974,30297265.42877223,15524485.893626371,7477054.5762077095,3781107.587857295,2040469.9643534047,1183231.08263844,574282.6481297471,329444.4601491715,214573.01293674845,139785.0450068265,98034.34804268395,77078.98729804809,49247.78349572662,39874.12477429557,33942.84121591259,,,,,,,,,,,,,,,,,,,,,Baseline,F5
1064355890.5387511,344445144.52079976,132572743.04368198,74377192.08786978,41880778.67338766,21860080.40325644,14248930.686665071,7659728.654654724,4125522.3757754387,2195300.521826021,1160971.3439588498,525237.9453882234,365188.01870549173,261381.22253137123,159562.87096117038,100596.55563363171,79765.69226599296,60434.659535640414,41332.74095827988,39408.666184120135,,,,,,,,,,,,,,,,,,,,,Baseline,F5
1076554370.6459973,260467301.39692047,136881696.46627635,71103303.06696352,47360470.34165584,26753784.006708622,15356891.5690029,8401261.053334616,4506590.206160124,2541775.869159067,1336914.7329565776,836438.4054765394,474632.0021334741,336318.6425047521,184916.19881535374,115953.78590393394,84574.7768916467,58348.11338938456,44865.45720255987,39230.26862916564,,,,,,,,,,,,,,,,,,,,,Baseline,F5
1052644039.9721817,384797535.1719994,144908747.91026947,86233095.47277847,46557040.89142985,24312781.66192301,14608967.608096285,9531003.238646973,5477648.707270619,3192757.1666148286,1698815.962561667,895036.1065049538,528948.059359331,308689.96194947546,232753.90330937115,153524.13272225735,109201.60827677032,84137.59872654699,62659.352787948555,52322.638703248376,,,,,,,,,,,,,,,,,,,,,Baseline,F5
1010671048.4569687,266495671.62780383,92101438.65922326,55420498.84069538,31028417.95707715,17570046.22639358,9004330.927832598,5463569.004627365,2930916.208020276,1747740.9103602455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lamarck,F5
956057355.7088778,241284078.77627698,103573981.319696,49110130.41263157,30321783.61073448,16338905.42228706,10024391.402682504,6125722.423735735,3507179.028285773,1944014.3330189295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lamarck,F5
952901813.5226389,306798423.53767353,113650490.48834106,53447858.63042541,30659626.209583256,16379089.962121675,7951878.974992895,4950465.798304043,2704381.2776982286,1322994.1788126964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lamarck,F5
953052217.755777,306120632.3087111,102897314.27612954,55548975.19936383,36237700.91242684,18886794.73934975,11183127.063675001,6634266.0888838675,3120462.2536579147,1789273.8744036565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lamarck,F5
917777538.9589654,282936602.5189117,110590985.26264706,51211056.52527121,24553768.793744586,10968408.81480727,6438435.642377559,3056240.895874637,1556228.495739287,830001.117024913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lamarck,F5
1099653083.21918,281215930.9805864,109975098.18556623,59322963.87347944,28582685.247381758,14532953.411779253,9009863.712160034,4842852.571944293,2910611.4232151536,1897638.0121776164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lamarck,F5
980477818.7315153,318717566.84658146,111413924.7053166,57712056.81058303,34667198.35960659,19018809.8761893,10787570.543161906,5801334.259483506,3234463.4444353953,1585244.4031628491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lamarck,F5
1073687736.2597595,259796391.4331157,99037832.52916741,44734311.7985317,24344572.366054773,13721028.560699765,8023917.799609066,4397598.641572653,2484949.734557078,1382887.8436300207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lamarck,F5
1030073744.8948491,278638191.52174276,90790731.9200499,50335712.35138664,30285050.247805506,16661488.00150997,9328626.831696883,5308351.294191389,3372528.6739181248,1827794.6647491658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lamarck,F5
1076276075.336193,246420429.62422752,103751493.49589607,58026071.79655215,28777390.476973776,16621702.648925813,7911577.129672499,3808292.3068701304,1816451.725941214,1063366.6291817692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lamarck,F5
1111908002.3970115,353386287.0194278,203559828.59112576,118517005.06084126,67913041.54911906,34921277.01011469,18638652.933658816,10368267.595133854,5522821.750233375,2715999.462025232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Baldwin,F5
1120719254.6183515,407150630.27004766,197887652.34522521,121863726.48024139,73606577.5599464,39569104.1906053,21117034.414061017,12239033.01050445,7127663.922305474,4121221.3467965513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Baldwin,F5
1001913390.9973353,207167911.671247,120779361.46711472,71254393.64130214,39505151.939916685,24791466.109013904,12860677.118668692,6798626.510361144,3271441.1689034184,1784630.794266798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Baldwin,F5
1181414699.4620523,327649349.2210738,161540446.43470582,70745066.18444863,44397021.68057226,22067211.133322816,12357304.448341394,7147308.65227569,4892884.798216766,1940618.8623685334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Baldwin,F5
1065352131.5017217,292904544.2739787,124214823.6426198,77471629.97940178,45877188.49257582,25678583.327005357,15520060.360800767,9885781.1685398,6372070.497976726,3595572.589391695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Baldwin,F5
1039899595.4787076,350522215.03412306,137739150.6125879,78071801.21299236,46869877.22476866,29238436.295731314,17227789.022456296,11530326.261573918,7017321.3309808085,4099292.654550723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Baldwin,F5
