Function,Times,combination576,combination587
F1,Times1,0.0002747666767755246,4.524524928231227e-05
F1,Times2,0.0002671253518459231,4.99355516529703e-05
F1,Times3,0.0001712791374785252,4.788641294582999e-05
F1,Times4,0.0002072885993832038,4.824845184012719e-05
F1,Times5,0.0002532472067419307,4.810930692088135e-05
F1,Times6,0.0002820007325911277,4.900944430643481e-05
F1,Times7,0.0001909588964919327,4.740761059926183e-05
F1,Times8,0.0003626599277517958,4.231458871612456e-05
F1,Times9,0.0002276996674046265,4.596406631117751e-05
F1,Times10,0.0001088261627811548,4.92229577432766e-05
F2,Times1,0.07574875415267357,0.01737110789193635
F2,Times2,0.05558039800646908,0.01929515272104415
F2,Times3,0.05349877525817148,0.02379702961573493
F2,Times4,0.08311490700114388,0.02388155702366235
F2,Times5,0.05868679885547246,0.02150468175090453
F2,Times6,0.05670630793084297,0.02558016410797032
F2,Times7,0.07101957263818304,0.01905625450529125
F2,Times8,0.06461624891884554,0.01718228184458426
F2,Times9,0.05526219247332742,0.02675054730341431
F2,Times10,0.05299058178034644,0.02397502507456467
F3,Times1,0.006601984664308228,0.0009388219779730316
F3,Times2,0.009478961701101952,0.00066061319685586
F3,Times3,0.01279968703972274,0.0009372375927308161
F3,Times4,0.00831635391747654,0.0009571971897637517
F3,Times5,0.01103347754999188,0.0007793882161847475
F3,Times6,0.005669767492143129,0.001516713058719343
F3,Times7,0.0096001396809242,0.001145822597364595
F3,Times8,0.01650890352177206,0.0004904783734449709
F3,Times9,0.005112056053730748,0.0008004097018017562
F3,Times10,0.009570691230818006,0.0008237359501156993
F4,Times1,0.3019760341436233,0.04440487233907264
F4,Times2,0.2528096344171491,0.1366060158857373
F4,Times3,0.2440554228987044,1.327092753166424
F4,Times4,0.3049637755824115,0.08448954792401014
F4,Times5,0.1461338281311084,0.1035800480719046
F4,Times6,0.2229999710262565,0.2218527201655307
F4,Times7,0.2852655305025484,0.6266902686549366
F4,Times8,0.2176438177551057,5.554332211790295
F4,Times9,0.3179862823443826,0.1950431016197054
F4,Times10,0.2147065330288283,0.4725234933427123
F5,Times1,156.5456620561775,46.99847367689359
F5,Times2,88.27841791522978,46.55809660130484
F5,Times3,93.33175062263783,45.70684275357722
F5,Times4,139.1694504501027,41.43362887614358
F5,Times5,154.0625105730357,110.8246617517804
F5,Times6,97.40458543211358,103.2059563088777
F5,Times7,99.85208770569031,46.58918571391383
F5,Times8,90.98497241538954,46.67949373756462
F5,Times9,89.59240431442342,45.38780889470304
F5,Times10,97.47130600564914,46.87784758225978
F6,Times1,0.0002502951641948989,4.804678213521117e-05
F6,Times2,0.0002858133139036833,4.913324042647514e-05
F6,Times3,0.0003391592627343416,4.63127235395097e-05
F6,Times4,0.0001192747316960748,4.826901226720408e-05
F6,Times5,0.0001843101818276155,4.702007739578112e-05
F6,Times6,0.0001443872448049917,4.928182114465727e-05
F6,Times7,0.0001283523995255921,4.568354862340409e-05
F6,Times8,0.0001422438068741299,4.952242030948901e-05
F6,Times9,0.0002122853055491556,4.630999186742414e-05
F6,Times10,0.0002141510242902776,4.941721016820943e-05
F7,Times1,21.05979838520545,17.12323276003867
F7,Times2,20.46660454879416,12.95436296915141
F7,Times3,21.93984497327557,19.17382388348076
F7,Times4,16.16209640848233,14.59770533987175
F7,Times5,19.92941731054446,13.53052708012456
F7,Times6,21.81912496167313,15.42257558401366
F7,Times7,19.10501656881567,13.15870970200977
F7,Times8,22.25733949222197,16.43567307960619
F7,Times9,19.99397528199652,15.01399938063397
F7,Times10,19.56084459599653,17.95722404450614
F8,Times1,-14256.63923790538,-14903.4845457147
F8,Times2,-17257.66722566875,-14608.82747664638
F8,Times3,-15775.50512697752,-14532.3691130198
F8,Times4,-16601.68320804511,-14827.98789029009
F8,Times5,-15402.18957998923,-13186.58670690752
F8,Times6,-13623.7853524121,-14454.25392410918
F8,Times7,-16112.63469174419,-13741.90657720328
F8,Times8,-14946.5207896712,-13307.26539641041
F8,Times9,-13268.40186291983,-14669.57512150945
F8,Times10,-15972.86270564359,-14469.28593930387
F9,Times1,0.1094697561567077,0.002987070574130612
F9,Times2,0.01686028616991031,0.003415379723763934
F9,Times3,0.02934239348430268,0.006530135636463541
F9,Times4,0.03185926224849212,0.00370353846863658
F9,Times5,0.07894333066980685,0.004904692355973239
F9,Times6,0.05185915848132261,0.005491079725381098
F9,Times7,0.02377368629326782,0.002668057981480842
F9,Times8,0.05202589382977507,0.004724084487584435
F9,Times9,0.07825313571152215,0.004130539425922564
F9,Times10,0.03250606705680248,0.00328783898656404
F10,Times1,0.005925640434572443,0.001773001678426311
F10,Times2,0.007262774163514507,0.003272935128848076
F10,Times3,0.006241347439814859,0.00230458480611162
F10,Times4,0.008537507858015658,0.002251304770815921
F10,Times5,0.008055274996390693,0.00217287725981663
F10,Times6,0.008665889741216404,0.002572591363477983
F10,Times7,0.008032482286939313,0.003203876410811546
F10,Times8,0.0067099924401397,0.002133988079659588
