,,Combination1,Combination2,Combination3,Combination4,Combination5,Combination6,Combination7,Combination8,Combination9,Combination10,Combination11,Combination12,Combination13,Combination14,Combination15,Combination16,Combination17,Combination18,Combination19,Combination20,Combination21,Combination22,Combination23,Combination24,Combination25,Combination26,Combination27,Combination28,Combination29,Combination30,Combination31,Combination32,Combination33,Combination34,Combination35,Combination36,Combination37,Combination38,Combination39,Combination40,Combination41,Combination42,Combination43,Combination44,Combination45,Combination46,Combination47,Combination48,Combination49,Combination50,Combination51,Combination52,Combination53,Combination54,Combination55,Combination56,Combination57,Combination58,Combination59,Combination60,Combination61,Combination62,Combination63,Combination64,Combination65,Combination66,Combination67,Combination68,Combination69,Combination70,Combination71,Combination72,Combination73,Combination74,Combination75,Combination76,Combination77,Combination78,Combination79,Combination80,Combination81,Combination82,Combination83,Combination84,Combination85,Combination86,Combination87,Combination88
F22,Times1,-1.04e+01,-1.04e+01,-5.09e+00,-1.84e+00,-2.77e+00,-1.04e+01,-5.09e+00,-5.09e+00,-5.13e+00,-1.84e+00,-1.04e+01,-1.04e+01,-1.04e+01,-1.04e+01,-1.04e+01,-1.04e+01,-1.04e+01,-5.09e+00,-1.04e+01,-2.75e+00,-2.77e+00,-1.04e+01,-3.72e+00,-1.04e+01,-3.72e+00,-1.03e+01,-2.76e+00,-1.02e+01,-1.01e+01,-2.69e+00,-2.75e+00,-8.96e+00,-6.05e+00,-6.38e+00,-5.09e+00,-3.72e+00,-2.75e+00,-1.84e+00,-1.04e+01,-1.04e+01,-3.72e+00,-5.08e+00,-2.75e+00,-1.03e+01,-1.04e+01,-1.02e+01,-1.00e+01,-9.30e+00,-1.02e+01,-6.99e+00,-8.42e+00,-8.11e+00,-2.75e+00,-2.77e+00,-2.75e+00,-2.75e+00,-5.13e+00,-2.75e+00,-3.72e+00,-2.75e+00,-2.76e+00,-1.03e+01,-2.74e+00,-1.03e+01,-9.68e+00,-2.76e+00,-2.72e+00,-8.85e+00,-5.89e+00,-7.21e+00,-3.72e+00,-5.09e+00,-1.04e+01,-5.08e+00,-3.72e+00,-5.09e+00,-1.04e+01,-1.03e+01,-1.03e+01,-5.04e+00,-1.01e+01,-5.12e+00,-1.02e+01,-9.61e+00,-2.71e+00,-6.90e+00,-7.22e+00,-7.71e+00
F22,Times2,-3.72e+00,-3.72e+00,-5.13e+00,-3.72e+00,-2.77e+00,-3.72e+00,-2.75e+00,-1.04e+01,-2.77e+00,-2.75e+00,-1.04e+01,-5.13e+00,-1.04e+01,-1.04e+01,-1.04e+01,-1.04e+01,-2.77e+00,-2.77e+00,-2.77e+00,-2.75e+00,-2.75e+00,-2.75e+00,-2.75e+00,-1.03e+01,-1.04e+01,-2.74e+00,-2.74e+00,-1.83e+00,-9.97e+00,-2.75e+00,-1.01e+01,-8.66e+00,-6.35e+00,-6.49e+00,-3.72e+00,-3.72e+00,-1.04e+01,-5.13e+00,-2.76e+00,-1.04e+01,-1.84e+00,-5.08e+00,-3.72e+00,-1.03e+01,-1.04e+01,-2.75e+00,-9.96e+00,-9.61e+00,-9.55e+00,-5.86e+00,-6.73e+00,-9.23e+00,-3.72e+00,-1.84e+00,-5.13e+00,-1.84e+00,-1.04e+01,-2.76e+00,-5.10e+00,-1.03e+01,-2.76e+00,-1.03e+01,-2.76e+00,-2.74e+00,-4.93e+00,-9.84e+00,-4.93e+00,-9.90e+00,-7.93e+00,-6.24e+00,-1.84e+00,-3.72e+00,-3.72e+00,-1.84e+00,-2.77e+00,-1.04e+01,-3.72e+00,-1.04e+01,-2.75e+00,-2.76e+00,-2.75e+00,-1.03e+01,-9.57e+00,-9.67e+00,-5.01e+00,-6.86e+00,-7.92e+00,-7.28e+00
F22,Times3,-5.09e+00,-5.09e+00,-1.04e+01,-1.84e+00,-1.04e+01,-5.09e+00,-3.72e+00,-1.04e+01,-2.75e+00,-1.04e+01,-5.13e+00,-2.77e+00,-5.09e+00,-3.72e+00,-1.04e+01,-5.13e+00,-3.72e+00,-1.04e+01,-1.04e+01,-3.72e+00,-1.04e+01,-1.04e+01,-1.04e+01,-3.72e+00,-5.12e+00,-1.03e+01,-1.03e+01,-1.03e+01,-1.02e+01,-1.00e+01,-9.77e+00,-6.17e+00,-7.64e+00,-6.49e+00,-1.04e+01,-2.75e+00,-2.77e+00,-1.84e+00,-1.84e+00,-2.75e+00,-1.04e+01,-1.03e+01,-1.04e+01,-1.03e+01,-5.07e+00,-5.07e+00,-4.90e+00,-9.97e+00,-9.61e+00,-5.89e+00,-7.26e+00,-6.84e+00,-1.04e+01,-2.77e+00,-1.04e+01,-3.72e+00,-1.04e+01,-1.04e+01,-5.08e+00,-2.75e+00,-5.12e+00,-2.76e+00,-1.03e+01,-1.02e+01,-9.57e+00,-1.04e+01,-9.87e+00,-6.12e+00,-8.58e+00,-8.14e+00,-1.04e+01,-1.84e+00,-2.75e+00,-1.84e+00,-1.04e+01,-3.72e+00,-5.07e+00,-5.07e+00,-5.12e+00,-1.04e+01,-1.03e+01,-1.04e+01,-9.11e+00,-4.80e+00,-4.97e+00,-8.63e+00,-6.20e+00,-8.00e+00
F22,Times4,-3.72e+00,-5.13e+00,-1.04e+01,-3.72e+00,-1.04e+01,-5.09e+00,-1.04e+01,-5.13e+00,-1.04e+01,-1.04e+01,-1.04e+01,-1.04e+01,-1.04e+01,-1.04e+01,-5.13e+00,-1.04e+01,-3.72e+00,-5.13e+00,-5.13e+00,-1.04e+01,-3.72e+00,-2.75e+00,-1.04e+01,-1.84e+00,-2.76e+00,-1.83e+00,-1.03e+01,-1.02e+01,-9.67e+00,-9.77e+00,-9.92e+00,-7.22e+00,-8.61e+00,-6.49e+00,-2.77e+00,-2.75e+00,-1.04e+01,-1.04e+01,-3.72e+00,-1.04e+01,-1.03e+01,-1.03e+01,-3.72e+00,-1.03e+01,-2.76e+00,-1.04e+01,-9.69e+00,-1.01e+01,-1.01e+01,-8.20e+00,-8.50e+00,-9.88e+00,-3.72e+00,-2.77e+00,-5.13e+00,-2.75e+00,-5.09e+00,-3.72e+00,-2.76e+00,-1.03e+01,-1.04e+01,-1.03e+01,-5.01e+00,-1.83e+00,-4.87e+00,-1.03e+01,-2.73e+00,-8.01e+00,-7.44e+00,-8.39e+00,-3.72e+00,-3.72e+00,-2.75e+00,-5.09e+00,-1.04e+01,-3.72e+00,-2.76e+00,-3.72e+00,-2.75e+00,-5.04e+00,-5.13e+00,-2.76e+00,-9.05e+00,-1.00e+01,-9.59e+00,-6.13e+00,-7.47e+00,-7.75e+00
F22,Times5,-1.04e+01,-2.77e+00,-1.04e+01,-3.72e+00,-3.72e+00,-3.72e+00,-1.04e+01,-1.04e+01,-1.04e+01,-2.75e+00,-1.04e+01,-5.13e+00,-5.13e+00,-1.04e+01,-1.04e+01,-1.04e+01,-2.77e+00,-1.04e+01,-1.84e+00,-5.09e+00,-1.84e+00,-3.72e+00,-1.04e+01,-1.04e+01,-5.07e+00,-1.02e+01,-2.75e+00,-1.03e+01,-9.94e+00,-9.50e+00,-9.45e+00,-8.96e+00,-1.02e+01,-9.52e+00,-1.04e+01,-1.04e+01,-2.77e+00,-1.04e+01,-5.13e+00,-5.08e+00,-1.04e+01,-1.03e+01,-3.72e+00,-1.04e+01,-1.03e+01,-2.74e+00,-9.93e+00,-4.99e+00,-9.38e+00,-7.81e+00,-7.23e+00,-1.02e+01,-1.04e+01,-3.72e+00,-3.72e+00,-1.84e+00,-2.77e+00,-5.13e+00,-1.04e+01,-2.76e+00,-3.72e+00,-1.03e+01,-1.02e+01,-1.03e+01,-1.03e+01,-2.73e+00,-1.01e+01,-9.33e+00,-9.17e+00,-7.18e+00,-2.77e+00,-1.04e+01,-5.13e+00,-1.04e+01,-1.04e+01,-3.72e+00,-5.11e+00,-2.75e+00,-2.76e+00,-2.75e+00,-5.05e+00,-1.03e+01,-9.99e+00,-9.57e+00,-9.93e+00,-9.11e+00,-8.13e+00,-8.15e+00
F22,Times6,-1.84e+00,-5.09e+00,-3.72e+00,-5.13e+00,-1.04e+01,-2.75e+00,-3.72e+00,-1.04e+01,-1.04e+01,-1.04e+01,-2.77e+00,-1.04e+01,-1.04e+01,-1.04e+01,-5.13e+00,-1.04e+01,-2.75e+00,-1.04e+01,-3.72e+00,-5.12e+00,-1.04e+01,-1.04e+01,-3.72e+00,-1.04e+01,-2.75e+00,-1.03e+01,-1.03e+01,-2.75e+00,-1.01e+01,-1.01e+01,-9.83e+00,-7.33e+00,-7.55e+00,-7.03e+00,-1.04e+01,-2.75e+00,-3.72e+00,-5.09e+00,-3.72e+00,-3.72e+00,-1.04e+01,-2.75e+00,-2.75e+00,-2.74e+00,-1.02e+01,-2.75e+00,-9.38e+00,-9.97e+00,-4.93e+00,-7.73e+00,-7.86e+00,-9.08e+00,-1.84e+00,-3.72e+00,-3.72e+00,-1.04e+01,-1.04e+01,-5.13e+00,-2.76e+00,-2.76e+00,-1.03e+01,-2.74e+00,-1.03e+01,-2.74e+00,-9.96e+00,-2.74e+00,-9.80e+00,-6.72e+00,-8.68e+00,-7.83e+00,-1.04e+01,-5.09e+00,-3.72e+00,-1.04e+01,-5.13e+00,-5.13e+00,-5.08e+00,-1.03e+01,-1.04e+01,-5.05e+00,-1.02e+01,-1.03e+01,-9.92e+00,-9.10e+00,-9.65e+00,-8.33e+00,-9.39e+00,-8.34e+00
F22,Times7,-2.75e+00,-5.09e+00,-3.72e+00,-1.04e+01,-5.09e+00,-1.04e+01,-1.04e+01,-5.09e+00,-5.13e+00,-2.77e+00,-1.04e+01,-5.09e+00,-1.04e+01,-1.04e+01,-1.04e+01,-1.04e+01,-3.72e+00,-5.13e+00,-1.04e+01,-2.75e+00,-5.13e+00,-3.72e+00,-5.07e+00,-2.74e+00,-2.75e+00,-1.02e+01,-2.73e+00,-2.74e+00,-9.76e+00,-9.85e+00,-5.00e+00,-9.08e+00,-8.86e+00,-6.25e+00,-1.04e+01,-5.13e+00,-2.75e+00,-2.76e+00,-1.04e+01,-5.13e+00,-5.11e+00,-5.12e+00,-3.72e+00,-2.74e+00,-2.75e+00,-1.02e+01,-9.73e+00,-1.03e+01,-4.95e+00,-8.30e+00,-7.06e+00,-6.54e+00,-1.04e+01,-1.84e+00,-1.04e+01,-1.04e+01,-2.75e+00,-2.75e+00,-1.03e+01,-1.04e+01,-1.03e+01,-5.04e+00,-1.03e+01,-5.04e+00,-9.62e+00,-9.86e+00,-9.93e+00,-9.13e+00,-9.02e+00,-9.20e+00,-2.77e+00,-1.04e+01,-1.04e+01,-1.04e+01,-5.08e+00,-1.04e+01,-5.07e+00,-1.04e+01,-1.84e+00,-1.04e+01,-5.02e+00,-1.83e+00,-1.01e+01,-4.98e+00,-1.00e+01,-6.12e+00,-8.77e+00,-7.89e+00
F22,Times8,-2.75e+00,-1.04e+01,-3.72e+00,-1.84e+00,-1.04e+01,-1.84e+00,-3.72e+00,-2.77e+00,-1.04e+01,-1.04e+01,-1.04e+01,-1.04e+01,-1.04e+01,-5.09e+00,-1.04e+01,-1.04e+01,-2.77e+00,-1.84e+00,-2.77e+00,-2.76e+00,-2.75e+00,-5.08e+00,-2.75e+00,-3.72e+00,-2.75e+00,-1.03e+01,-2.76e+00,-1.03e+01,-9.96e+00,-2.63e+00,-9.79e+00,-6.82e+00,-8.67e+00,-8.44e+00,-1.04e+01,-1.04e+01,-2.77e+00,-2.77e+00,-1.04e+01,-2.76e+00,-2.75e+00,-1.04e+01,-5.08e+00,-5.04e+00,-1.03e+01,-1.84e+00,-9.73e+00,-9.53e+00,-9.69e+00,-6.36e+00,-8.05e+00,-6.11e+00,-1.04e+01,-1.04e+01,-3.72e+00,-1.04e+01,-3.72e+00,-3.72e+00,-1.04e+01,-2.76e+00,-2.75e+00,-5.05e+00,-2.74e+00,-2.74e+00,-9.62e+00,-9.82e+00,-8.91e+00,-7.89e+00,-7.46e+00,-8.15e+00,-1.04e+01,-3.72e+00,-1.04e+01,-2.75e+00,-2.76e+00,-3.72e+00,-3.72e+00,-3.72e+00,-1.03e+01,-1.01e+01,-5.03e+00,-2.75e+00,-1.02e+01,-4.81e+00,-1.03e+01,-6.79e+00,-6.43e+00,-8.39e+00
F22,Times9,-2.77e+00,-1.84e+00,-3.72e+00,-1.04e+01,-2.75e+00,-2.75e+00,-5.09e+00,-1.04e+01,-2.75e+00,-5.13e+00,-1.04e+01,-1.04e+01,-5.13e+00,-1.04e+01,-1.04e+01,-1.04e+01,-5.09e+00,-2.77e+00,-1.04e+01,-1.04e+01,-5.13e+00,-3.72e+00,-2.75e+00,-5.12e+00,-5.12e+00,-1.02e+01,-2.74e+00,-1.01e+01,-9.36e+00,-2.67e+00,-9.81e+00,-6.16e+00,-5.78e+00,-8.63e+00,-5.09e+00,-2.77e+00,-5.13e+00,-2.75e+00,-1.84e+00,-2.75e+00,-2.76e+00,-1.04e+01,-2.75e+00,-1.03e+01,-1.83e+00,-1.03e+01,-9.96e+00,-4.95e+00,-9.86e+00,-7.54e+00,-9.94e+00,-8.37e+00,-5.13e+00,-1.04e+01,-1.04e+01,-1.04e+01,-3.72e+00,-2.75e+00,-1.84e+00,-3.72e+00,-3.71e+00,-1.03e+01,-1.04e+01,-2.75e+00,-1.00e+01,-9.82e+00,-4.88e+00,-8.68e+00,-6.59e+00,-6.27e+00,-3.72e+00,-5.09e+00,-5.09e+00,-1.04e+01,-2.77e+00,-2.75e+00,-5.08e+00,-1.03e+01,-1.03e+01,-1.01e+01,-1.03e+01,-5.05e+00,-9.65e+00,-9.44e+00,-2.75e+00,-7.50e+00,-6.29e+00,-8.68e+00
F22,Times10,-3.72e+00,-3.72e+00,-2.75e+00,-1.84e+00,-2.75e+00,-3.72e+00,-2.75e+00,-2.77e+00,-2.75e+00,-5.13e+00,-2.77e+00,-1.04e+01,-1.04e+01,-1.04e+01,-5.13e+00,-1.04e+01,-3.72e+00,-3.72e+00,-2.75e+00,-1.04e+01,-2.75e+00,-1.04e+01,-2.75e+00,-1.03e+01,-5.12e+00,-1.83e+00,-2.74e+00,-5.04e+00,-9.99e+00,-2.74e+00,-2.74e+00,-6.71e+00,-7.04e+00,-6.56e+00,-3.72e+00,-2.77e+00,-2.75e+00,-3.72e+00,-1.04e+01,-5.08e+00,-1.04e+01,-1.84e+00,-5.12e+00,-1.03e+01,-2.74e+00,-2.76e+00,-9.86e+00,-4.84e+00,-9.31e+00,-8.26e+00,-7.89e+00,-6.09e+00,-2.75e+00,-1.84e+00,-1.04e+01,-2.75e+00,-5.09e+00,-2.77e+00,-1.84e+00,-3.72e+00,-2.75e+00,-1.02e+01,-1.04e+01,-2.76e+00,-9.77e+00,-9.71e+00,-1.01e+01,-7.53e+00,-6.68e+00,-7.49e+00,-2.77e+00,-5.13e+00,-2.75e+00,-1.04e+01,-3.72e+00,-3.72e+00,-1.03e+01,-5.12e+00,-1.04e+01,-1.03e+01,-1.03e+01,-5.05e+00,-5.05e+00,-1.01e+01,-5.04e+00,-7.85e+00,-7.29e+00,-7.08e+00
