,,Combination1,Combination2,Combination3,Combination4,Combination5,Combination6,Combination7,Combination8,Combination9,Combination10,Combination11,Combination12,Combination13,Combination14,Combination15,Combination16,Combination17,Combination18,Combination19,Combination20,Combination21,Combination22,Combination23,Combination24,Combination25,Combination26,Combination27,Combination28,Combination29,Combination30,Combination31,Combination32,Combination33,Combination34,Combination35,Combination36,Combination37,Combination38,Combination39,Combination40,Combination41,Combination42,Combination43,Combination44,Combination45,Combination46,Combination47,Combination48,Combination49,Combination50,Combination51,Combination52,Combination53,Combination54,Combination55,Combination56,Combination57,Combination58,Combination59,Combination60,Combination61,Combination62,Combination63,Combination64,Combination65,Combination66,Combination67,Combination68,Combination69,Combination70,Combination71,Combination72,Combination73,Combination74,Combination75,Combination76,Combination77,Combination78,Combination79,Combination80,Combination81,Combination82,Combination83,Combination84,Combination85,Combination86,Combination87,Combination88
F22,Times1,-1.84e+00,-1.04e+01,-1.04e+01,-1.04e+01,-1.04e+01,-1.04e+01,-1.04e+01,-1.04e+01,-1.04e+01,-1.04e+01,-1.04e+01,-5.09e+00,-5.09e+00,-1.04e+01,-2.75e+00,-5.13e+00,-5.13e+00,-1.04e+01,-5.09e+00,-1.04e+01,-2.76e+00,-1.04e+01,-1.00e+01,-5.07e+00,-9.99e+00,-9.53e+00,-4.73e+00,-9.84e+00,-5.54e+00,-7.17e+00,-7.44e+00,-4.79e+00,-6.65e+00,-2.87e+00,-5.13e+00,-3.72e+00,-1.84e+00,-1.04e+01,-1.84e+00,-1.03e+01,-9.98e+00,-9.87e+00,-9.70e+00,-9.46e+00,-9.77e+00,-4.55e+00,-9.28e+00,-7.03e+00,-6.67e+00,-6.09e+00,-4.28e+00,-4.03e+00,-5.13e+00,-1.04e+01,-1.04e+01,-5.10e+00,-2.76e+00,-2.76e+00,-1.01e+01,-5.04e+00,-4.88e+00,-9.62e+00,-4.65e+00,-9.54e+00,-8.27e+00,-4.64e+00,-7.80e+00,-4.43e+00,-2.02e+00,-2.93e+00,-1.04e+01,-2.75e+00,-1.04e+01,-1.04e+01,-2.75e+00,-1.02e+01,-4.96e+00,-9.97e+00,-5.10e+00,-1.02e+01,-4.91e+00,-8.75e+00,-7.44e+00,-4.22e+00,-5.96e+00,-3.87e+00,-2.92e+00,-4.50e+00
F22,Times2,-5.13e+00,-2.77e+00,-1.04e+01,-2.77e+00,-1.04e+01,-1.04e+01,-1.04e+01,-1.04e+01,-1.04e+01,-1.04e+01,-1.04e+01,-3.72e+00,-3.72e+00,-1.04e+01,-3.72e+00,-5.13e+00,-3.72e+00,-5.13e+00,-1.04e+01,-1.04e+01,-5.12e+00,-1.03e+01,-9.61e+00,-1.01e+01,-9.95e+00,-4.95e+00,-5.00e+00,-1.01e+01,-7.47e+00,-6.59e+00,-8.07e+00,-6.14e+00,-4.09e+00,-2.39e+00,-5.13e+00,-5.09e+00,-2.77e+00,-1.02e+01,-1.03e+01,-2.76e+00,-1.02e+01,-1.01e+01,-4.98e+00,-9.52e+00,-4.93e+00,-9.18e+00,-7.84e+00,-7.94e+00,-7.84e+00,-4.95e+00,-2.46e+00,-2.25e+00,-3.72e+00,-1.04e+01,-1.04e+01,-2.76e+00,-1.04e+01,-5.13e+00,-9.84e+00,-9.92e+00,-9.77e+00,-9.01e+00,-9.22e+00,-9.60e+00,-6.67e+00,-7.62e+00,-6.10e+00,-2.26e+00,-2.91e+00,-2.91e+00,-2.75e+00,-2.75e+00,-3.72e+00,-5.10e+00,-1.03e+01,-1.02e+01,-9.81e+00,-5.09e+00,-1.01e+01,-8.55e+00,-9.78e+00,-9.94e+00,-6.86e+00,-8.22e+00,-7.95e+00,-2.81e+00,-2.92e+00,-2.30e+00
F22,Times3,-3.72e+00,-1.04e+01,-5.13e+00,-1.04e+01,-5.09e+00,-1.04e+01,-1.04e+01,-5.13e+00,-5.09e+00,-1.04e+01,-1.04e+01,-5.13e+00,-1.04e+01,-3.72e+00,-1.04e+01,-3.72e+00,-1.84e+00,-1.84e+00,-2.75e+00,-1.03e+01,-1.03e+01,-1.03e+01,-1.01e+01,-1.01e+01,-9.62e+00,-9.74e+00,-9.52e+00,-1.00e+01,-5.39e+00,-7.06e+00,-7.30e+00,-2.28e+00,-3.05e+00,-2.81e+00,-3.72e+00,-1.04e+01,-3.72e+00,-2.75e+00,-1.03e+01,-1.03e+01,-9.81e+00,-9.77e+00,-1.01e+01,-9.46e+00,-9.30e+00,-4.94e+00,-9.26e+00,-6.87e+00,-9.08e+00,-3.68e+00,-2.12e+00,-2.75e+00,-2.75e+00,-2.75e+00,-3.72e+00,-1.03e+01,-2.76e+00,-1.03e+01,-9.67e+00,-1.02e+01,-1.02e+01,-1.01e+01,-9.38e+00,-9.91e+00,-9.67e+00,-4.76e+00,-4.90e+00,-2.84e+00,-3.44e+00,-2.10e+00,-2.77e+00,-2.75e+00,-5.13e+00,-5.02e+00,-1.03e+01,-1.03e+01,-1.01e+01,-1.02e+01,-1.00e+01,-8.82e+00,-4.99e+00,-9.56e+00,-5.63e+00,-5.41e+00,-5.22e+00,-6.80e+00,-3.09e+00,-3.30e+00
F22,Times4,-2.77e+00,-1.84e+00,-2.75e+00,-1.84e+00,-1.04e+01,-1.04e+01,-1.04e+01,-1.04e+01,-1.04e+01,-1.04e+01,-1.04e+01,-1.04e+01,-3.72e+00,-5.13e+00,-3.72e+00,-3.72e+00,-3.72e+00,-1.84e+00,-1.04e+01,-5.10e+00,-2.76e+00,-1.83e+00,-1.03e+01,-1.02e+01,-9.96e+00,-9.54e+00,-4.82e+00,-8.89e+00,-8.05e+00,-4.52e+00,-5.59e+00,-3.70e+00,-3.05e+00,-4.03e+00,-1.84e+00,-3.72e+00,-3.72e+00,-1.03e+01,-5.05e+00,-5.12e+00,-9.97e+00,-9.79e+00,-9.92e+00,-1.00e+01,-9.98e+00,-9.98e+00,-4.24e+00,-5.93e+00,-4.77e+00,-2.12e+00,-4.16e+00,-5.50e+00,-2.77e+00,-1.04e+01,-1.04e+01,-1.03e+01,-5.07e+00,-1.03e+01,-1.02e+01,-9.71e+00,-1.01e+01,-9.15e+00,-9.89e+00,-8.77e+00,-7.21e+00,-7.58e+00,-7.24e+00,-3.39e+00,-5.48e+00,-5.41e+00,-1.84e+00,-1.04e+01,-1.04e+01,-2.76e+00,-1.04e+01,-1.83e+00,-9.79e+00,-9.80e+00,-1.00e+01,-8.64e+00,-4.78e+00,-1.01e+01,-6.73e+00,-5.47e+00,-5.47e+00,-4.16e+00,-2.56e+00,-8.08e+00
F22,Times5,-3.72e+00,-1.04e+01,-2.75e+00,-1.04e+01,-1.04e+01,-1.04e+01,-1.04e+01,-1.04e+01,-1.04e+01,-1.04e+01,-1.04e+01,-1.04e+01,-3.72e+00,-1.04e+01,-1.04e+01,-3.72e+00,-5.13e+00,-1.04e+01,-2.77e+00,-1.03e+01,-1.04e+01,-5.10e+00,-9.86e+00,-9.88e+00,-1.02e+01,-9.47e+00,-1.03e+01,-4.83e+00,-4.49e+00,-3.67e+00,-5.30e+00,-2.51e+00,-2.85e+00,-2.78e+00,-3.72e+00,-1.04e+01,-1.04e+01,-5.11e+00,-1.03e+01,-1.04e+01,-9.83e+00,-9.99e+00,-1.02e+01,-9.15e+00,-9.29e+00,-1.01e+01,-6.14e+00,-5.57e+00,-4.61e+00,-2.45e+00,-4.97e+00,-2.11e+00,-1.04e+01,-2.77e+00,-2.77e+00,-1.04e+01,-1.03e+01,-1.04e+01,-1.01e+01,-1.03e+01,-9.93e+00,-9.59e+00,-5.05e+00,-9.96e+00,-5.11e+00,-8.25e+00,-6.98e+00,-3.52e+00,-3.35e+00,-3.70e+00,-5.09e+00,-2.75e+00,-3.72e+00,-2.76e+00,-5.08e+00,-5.12e+00,-9.70e+00,-5.01e+00,-5.00e+00,-4.55e+00,-1.00e+01,-9.80e+00,-6.07e+00,-6.24e+00,-9.42e+00,-2.84e+00,-5.23e+00,-4.27e+00
F22,Times6,-3.72e+00,-5.13e+00,-1.04e+01,-2.77e+00,-2.77e+00,-1.04e+01,-2.77e+00,-1.04e+01,-1.04e+01,-1.04e+01,-3.72e+00,-1.04e+01,-3.72e+00,-5.13e+00,-5.13e+00,-1.04e+01,-5.13e+00,-1.84e+00,-1.04e+01,-5.07e+00,-1.03e+01,-5.08e+00,-1.00e+01,-4.95e+00,-1.02e+01,-1.03e+01,-4.92e+00,-9.78e+00,-6.95e+00,-5.35e+00,-9.11e+00,-4.39e+00,-2.85e+00,-2.34e+00,-1.04e+01,-1.84e+00,-1.04e+01,-1.03e+01,-5.11e+00,-1.03e+01,-1.03e+01,-9.92e+00,-5.12e+00,-9.22e+00,-8.97e+00,-8.49e+00,-5.11e+00,-9.64e+00,-5.91e+00,-4.00e+00,-3.07e+00,-3.10e+00,-5.13e+00,-2.75e+00,-1.04e+01,-5.10e+00,-2.75e+00,-5.11e+00,-1.01e+01,-1.02e+01,-1.01e+01,-9.80e+00,-9.90e+00,-9.98e+00,-5.47e+00,-6.12e+00,-7.46e+00,-2.51e+00,-3.34e+00,-3.35e+00,-1.04e+01,-2.77e+00,-5.13e+00,-2.76e+00,-5.11e+00,-1.03e+01,-5.00e+00,-9.99e+00,-5.05e+00,-9.04e+00,-1.03e+01,-4.82e+00,-7.79e+00,-4.61e+00,-4.43e+00,-4.04e+00,-2.90e+00,-3.37e+00
F22,Times7,-1.04e+01,-2.75e+00,-2.77e+00,-1.04e+01,-1.04e+01,-1.04e+01,-1.04e+01,-1.04e+01,-1.04e+01,-1.04e+01,-1.04e+01,-1.04e+01,-3.72e+00,-1.04e+01,-2.75e+00,-2.75e+00,-2.77e+00,-2.75e+00,-2.77e+00,-2.75e+00,-1.03e+01,-1.03e+01,-5.06e+00,-1.02e+01,-1.01e+01,-9.59e+00,-9.34e+00,-9.93e+00,-6.17e+00,-8.26e+00,-6.53e+00,-3.84e+00,-2.98e+00,-3.78e+00,-1.04e+01,-5.13e+00,-3.72e+00,-2.76e+00,-1.03e+01,-1.03e+01,-9.94e+00,-9.90e+00,-9.74e+00,-9.38e+00,-1.01e+01,-9.89e+00,-6.73e+00,-5.83e+00,-7.85e+00,-6.17e+00,-2.86e+00,-2.26e+00,-5.13e+00,-2.77e+00,-2.77e+00,-2.74e+00,-2.76e+00,-5.12e+00,-1.01e+01,-1.02e+01,-9.97e+00,-9.85e+00,-9.07e+00,-9.38e+00,-6.13e+00,-4.71e+00,-7.51e+00,-2.49e+00,-2.62e+00,-4.13e+00,-3.72e+00,-1.04e+01,-1.04e+01,-1.03e+01,-2.76e+00,-1.03e+01,-9.98e+00,-9.89e+00,-1.02e+01,-9.39e+00,-8.91e+00,-8.66e+00,-6.21e+00,-6.60e+00,-8.01e+00,-2.80e+00,-5.69e+00,-3.06e+00
F22,Times8,-3.72e+00,-1.04e+01,-2.75e+00,-1.04e+01,-2.77e+00,-5.09e+00,-1.04e+01,-1.04e+01,-1.04e+01,-5.09e+00,-1.04e+01,-1.04e+01,-1.04e+01,-3.72e+00,-5.13e+00,-5.13e+00,-2.77e+00,-2.77e+00,-3.72e+00,-5.11e+00,-5.09e+00,-1.04e+01,-1.01e+01,-9.95e+00,-1.02e+01,-9.62e+00,-9.36e+00,-9.41e+00,-5.11e+00,-5.57e+00,-6.27e+00,-4.38e+00,-2.51e+00,-2.60e+00,-3.72e+00,-3.72e+00,-3.72e+00,-1.03e+01,-1.03e+01,-1.04e+01,-5.06e+00,-1.02e+01,-5.03e+00,-4.60e+00,-1.02e+01,-8.84e+00,-9.35e+00,-5.50e+00,-7.82e+00,-2.22e+00,-3.01e+00,-4.56e+00,-5.13e+00,-3.72e+00,-2.75e+00,-1.03e+01,-1.03e+01,-1.03e+01,-9.97e+00,-1.02e+01,-9.75e+00,-5.03e+00,-1.01e+01,-1.00e+01,-5.50e+00,-5.80e+00,-7.14e+00,-3.35e+00,-3.91e+00,-7.34e+00,-5.09e+00,-2.75e+00,-5.13e+00,-1.03e+01,-1.04e+01,-5.10e+00,-9.88e+00,-5.02e+00,-1.01e+01,-9.64e+00,-9.44e+00,-1.00e+01,-8.03e+00,-6.64e+00,-4.86e+00,-4.34e+00,-2.69e+00,-3.80e+00
F22,Times9,-3.72e+00,-2.75e+00,-5.13e+00,-1.04e+01,-1.04e+01,-1.04e+01,-1.04e+01,-1.04e+01,-1.04e+01,-1.04e+01,-5.09e+00,-3.72e+00,-1.04e+01,-2.75e+00,-2.77e+00,-5.09e+00,-2.75e+00,-1.04e+01,-3.72e+00,-5.05e+00,-5.07e+00,-1.84e+00,-9.84e+00,-9.92e+00,-9.72e+00,-8.75e+00,-9.70e+00,-9.44e+00,-9.72e+00,-4.62e+00,-6.38e+00,-3.47e+00,-3.15e+00,-2.72e+00,-3.72e+00,-3.72e+00,-1.04e+01,-1.03e+01,-2.75e+00,-2.75e+00,-1.02e+01,-1.00e+01,-9.96e+00,-8.20e+00,-1.00e+01,-9.88e+00,-4.75e+00,-3.91e+00,-6.97e+00,-6.77e+00,-2.79e+00,-3.98e+00,-3.72e+00,-2.77e+00,-2.75e+00,-2.76e+00,-1.04e+01,-5.11e+00,-1.03e+01,-1.04e+01,-9.76e+00,-4.93e+00,-9.72e+00,-4.72e+00,-6.05e+00,-6.94e+00,-9.94e+00,-3.13e+00,-4.07e+00,-3.76e+00,-3.72e+00,-5.13e+00,-5.09e+00,-1.04e+01,-1.03e+01,-1.03e+01,-9.87e+00,-1.02e+01,-1.00e+01,-9.33e+00,-4.70e+00,-9.31e+00,-7.25e+00,-7.10e+00,-7.42e+00,-2.12e+00,-3.18e+00,-8.16e+00
F22,Times10,-1.04e+01,-1.84e+00,-1.04e+01,-2.77e+00,-1.04e+01,-1.04e+01,-1.04e+01,-1.04e+01,-1.04e+01,-1.04e+01,-1.04e+01,-5.13e+00,-3.72e+00,-5.13e+00,-3.72e+00,-3.72e+00,-3.72e+00,-5.09e+00,-5.13e+00,-1.03e+01,-1.03e+01,-1.03e+01,-9.53e+00,-5.04e+00,-9.71e+00,-8.68e+00,-9.81e+00,-4.73e+00,-6.50e+00,-5.89e+00,-7.83e+00,-2.33e+00,-4.48e+00,-4.01e+00,-2.77e+00,-3.72e+00,-1.04e+01,-2.76e+00,-2.75e+00,-1.03e+01,-9.79e+00,-1.02e+01,-1.02e+01,-1.02e+01,-4.89e+00,-9.51e+00,-7.77e+00,-6.07e+00,-9.67e+00,-4.66e+00,-3.54e+00,-2.86e+00,-1.04e+01,-3.72e+00,-5.09e+00,-2.76e+00,-5.12e+00,-5.08e+00,-1.00e+01,-9.59e+00,-9.62e+00,-9.13e+00,-1.03e+01,-9.17e+00,-9.20e+00,-5.28e+00,-5.88e+00,-2.56e+00,-1.61e+00,-3.19e+00,-1.04e+01,-3.72e+00,-1.84e+00,-1.04e+01,-1.84e+00,-1.03e+01,-9.76e+00,-9.95e+00,-5.01e+00,-9.17e+00,-9.31e+00,-8.85e+00,-9.17e+00,-6.60e+00,-6.10e+00,-2.23e+00,-3.89e+00,-2.53e+00
