Function,Times,combination145,combination182,combination144,combination180,combination181,combination5,combination41,combination21,combination110,combination128
F1,Times1,4.994902054920081e-05,4.587304750404101e-05,4.867428394183646e-05,4.953575201553636e-05,4.885488884082431e-05,4.852001191233652e-05,4.973433281522201e-05,4.068261158466375e-05,4.908866301205054e-05,4.992935818780537e-05
F1,Times2,4.86634205223574e-05,4.999748021831154e-05,4.960275344152139e-05,4.80713152719338e-05,4.919614037891283e-05,3.141133906542027e-05,4.677468363856414e-05,4.39614546242468e-05,4.361473192450442e-05,4.647954064633164e-05
F1,Times3,4.753867259019483e-05,4.787209589474971e-05,4.876237804835832e-05,4.998863649608678e-05,4.910565816528722e-05,4.97733570040434e-05,3.081752936734928e-05,4.146030545684407e-05,4.999063998862382e-05,4.971405036715856e-05
F1,Times4,4.807244090794282e-05,4.967719638088222e-05,4.983528895228809e-05,4.887622194187878e-05,4.973796853315462e-05,4.672901038994806e-05,3.536435030508242e-05,4.906509767116338e-05,4.500726977616562e-05,4.935635590140264e-05
F1,Times5,4.91778560145393e-05,4.872631091028037e-05,4.717939690079744e-05,4.95847088384239e-05,4.877227067825414e-05,4.952447395517872e-05,4.9258299462018e-05,4.657070172501488e-05,4.908544480051757e-05,4.895373858530739e-05
F1,Times6,4.992359698323841e-05,4.852828521466248e-05,4.988390649613952e-05,4.860748432349374e-05,4.955079031316854e-05,2.613440336607983e-05,4.97968119282467e-05,3.867410516732088e-05,3.739240922234977e-05,4.999038310647879e-05
F1,Times7,4.995765233865479e-05,4.767992827866563e-05,4.962881081853412e-05,4.719768156050824e-05,4.991961527095246e-05,4.06077464776488e-05,3.34628911074717e-05,4.756446772123812e-05,4.998045280016777e-05,4.722963165433203e-05
F1,Times8,4.940315442016759e-05,4.753379814424295e-05,4.977389919278615e-05,4.922955349034063e-05,4.758391774336188e-05,4.829215832122083e-05,4.501318020534509e-05,3.854119779783975e-05,4.927822373481989e-05,4.949525442257312e-05
F1,Times9,4.985960750528144e-05,4.249894804862594e-05,4.847129325057271e-05,4.973091562687484e-05,4.992131918200126e-05,3.88928728001792e-05,4.824238987236795e-05,4.855885193213231e-05,4.796606750096578e-05,4.790502866258414e-05
F1,Times10,4.931921624340115e-05,4.860234232141677e-05,4.939828246483232e-05,4.961843187314765e-05,4.934893598813121e-05,4.266971307291067e-05,3.826836493481671e-05,2.931692548828687e-05,4.967675075060784e-05,4.529561094824922e-05
F2,Times1,0.001242579107452853,0.0007641099724014838,30.4435820327681,42.51959989794901,0.005803814169670129,0.002219320128693199,0.00191848209888054,0.004552839903182738,5.936378238155519,67.5619486938557
