,0,1,2,3,4,5,6,7,8,9
0,251.1996838707556,310.3170462610534,318.17868823709745,250.025796368962,231.09405384307667,300.562627546688,261.62694884433336,241.44728203712856,185.68320986757698,179.38178090852165
1,126.21927101678077,225.423793548554,254.4344916971207,137.70628433536356,230.95367680276277,319.84121899561904,302.8720177778502,293.12200856852945,196.12275336618012,256.7772441422386
2,308.40359249321205,253.61050588676144,247.8554252734187,358.31142406849085,363.94027997179137,245.63677373256942,314.4602063012516,315.72871212937906,249.84736223130852,275.5890382837624
3,570.3246328249658,173.72916982684112,297.9970467547648,95.21581238994865,186.07956464227107,173.71140147798707,290.6904955875883,374.4055727186522,245.71909933452895,203.1480122313175
4,350.5446205378336,123.4839888398066,195.28772129965333,143.59279935697316,251.3073149763734,254.88078456191016,327.225065652869,314.48169579664034,253.80994323448073,237.60091275275934
5,176.33843999212758,186.76630317188503,306.44205634431,293.23999438217845,257.1969472261666,381.3863416742272,114.61381087819187,385.243969457501,2208.1626198902713,271.3268016427123
6,307.70869178126185,309.8335611658408,232.53546610498455,317.63889365103756,288.1683333199899,227.3895572165514,246.89694806181157,255.9164620569516,292.0321744965003,292.31253770832274
7,401.30783162068013,420.4862720208731,401.14881714801567,333.78224692503727,365.49126289796493,453.85159914461906,288.7138407846441,385.23211661100896,396.97671309914807,365.31672090109413
8,417.4491563594533,1614.5136374077138,378.9202916223294,2757.4542637022205,379.49579791633937,398.55342375745965,338.34546236049,348.9322382077215,415.90430939417837,352.05300289182054
9,259.1526333883227,182.4817000338119,205.48385008318274,262.2981496502879,321.348443826082,202.74167940315172,236.77731939065555,355.17309167516953,237.3155920633779,366.86431696107593
10,172.77570252048483,375.37894002002037,353.3337378786583,371.6027562513486,276.750682550914,326.2688283193253,2920.0456016595185,274.4353494615466,2350.9394506810445,323.97450451742304
11,290.6465044558423,305.9772503534841,382.6943434578994,335.48342459188933,359.7036796459456,307.66276832617837,2218.06019332392,348.7944580661622,374.2498593942712,254.08745361299924
12,257.2053842528804,255.7378562068578,134.69082675639203,293.0535440918643,249.69343724455413,250.3870491815456,248.70996503302786,244.60615419992962,208.26497753168076,306.998258161364
13,226.17580051196555,279.1602212036144,2746.6120629572833,436.32316364166195,350.1036513070657,401.8347358789268,387.9456669461462,381.4187113335501,344.8556632749201,335.2171145107971
14,2995.837136365489,352.204838920828,497.240213415116,328.9380392467344,335.04099178055606,338.5507993197932,368.95907169334924,490.6120066564176,319.6474317166114,354.3818943342282
