,0,1,2,3,4,5,6,7,8,9
0,-3.2031020457065895,-3.3219951649309434,-3.3219951674153276,-3.203102049184739,-3.2031020491342233,-3.321995169133174,-3.203102048668188,-3.2031020443650378,-3.2031020406060264,-3.321995162582691
1,-5.100772127440107,-10.153199622882786,-2.6828603872166736,-5.100772137408578,-10.153199464189937,-5.100772068776485,-10.153199651094255,-2.6828603906125448,-5.10077212089856,-5.1007721249352445
2,-2.6304716468939464,-10.153199195222031,-5.100771989033187,-2.682860372950011,-2.6828603807146743,-10.153199260703339,-10.153199418708722,-5.100772129818473,-5.055197681517251,-10.153199543608057
3,-4.7227849377519835,-10.153199550362277,-3.0504688321292694,-5.1007720667775285,-5.100772107743563,-2.6304715955289306,-5.100771918448576,-5.055197500574285,-10.15319738483985,-10.153199288044863
4,-10.40293991906572,-10.402940523495477,-3.724300339122799,-5.128822765185125,-10.40294047307997,-3.724300343993101,-2.7519335634673503,-3.724300334130126,-5.128822789617387,-2.765897303147449
5,-10.40294046650848,-2.765897293898704,-2.751933552993596,-2.7519335477526625,-10.402940418856021,-5.128822776274208,-10.402940027510583,-10.402940462213927,-5.1288227823148205,-10.402940239360419
6,-10.4029385637279,-10.402939923302938,-10.402940114346336,-10.402940294098016,-5.087671778975808,-9.073716012757293,-5.087671566322771,-5.087671765969702,-5.128821825573591,-1.8375929530985922
7,-10.536409689701191,-3.835426764813632,-10.536409774543845,-2.8711427015559043,-10.536409783602737,-5.175646726663749,-10.536409793796492,-10.536409774295985,-2.871142701023384,-2.8711427019590783
8,-10.536409087863959,-5.175646688449361,-10.536409740984983,-10.53640946467314,-10.536408992766196,-10.536409111281175,-10.536409618988063,-10.536409500246624,-10.536409699691738,-10.536409328858264
9,-9.742277847542772,-10.536409559396587,-9.89069276660352,-9.064373836493276,-5.175646510925729,-9.758286423714045,-10.536406748512125,-10.53640968675776,-5.175646688083423,-10.536409725491454
10,0.9980038377944969,0.9980038377944676,0.998003837795259,0.9980038378011613,0.9980038377946197,0.9980038377946955,0.9980038377972724,0.9980038377944964,0.9980038377944692,0.9980038377944823
11,0.998003837794522,0.9980038377944952,0.9980038377946125,0.9980038377947369,0.998003837794506,0.9980038377944513,0.9980038377944518,0.9980038377944522,0.9980038377944511,0.9980038377945533
12,0.9980038377951799,0.9980038377954059,0.9980038377945247,0.9980038378001606,0.9980038377946053,0.9980038377955428,0.9980038377991052,0.9980038377946245,0.9980038377946919,0.9980038377958614
13,0.0006898308281726995,0.0005384799368269896,0.0009155314269763919,0.020363433718487572,0.0015945977551963776,0.0006839093296056882,0.0006221500174864621,0.020363414243633197,0.0005997137731839817,0.02036343442322384
14,0.0005088014378088848,0.0003084746837107554,0.0003632979194821685,0.0005689998506654577,0.00039349539189431946,0.0004506673323257663,0.00037579564335317586,0.001226387850635285,0.0003485459879430031,0.0004604848363351087
15,0.0007481247002328443,0.0005656285685860682,0.0005400588388914101,0.001294555144242652,0.0005536920728876166,0.0005293410113637539,0.0014875874405439824,0.0006384468099558477,0.020363380373163945,0.0005569222282599125
16,-1.0316284523204715,-1.0316284521056247,-1.0316284522599217,-1.0316284527287798,-1.0316284526942436,-1.0316284474643085,-1.0316284437985601,-1.0316284526940787,-1.031628452242551,-1.0316284517769159
17,-1.0316284532880833,-1.0316284533213198,-1.0316284523690156,-1.031628452405414,-1.0316284527055233,-1.0316284526004018,-1.03162845326343,-1.0316284514374272,-1.0316284534768476,-1.031628453293212
18,-1.031628451404582,-1.0316284526086956,-1.031628453383946,-1.0316284509314444,-1.0316284359280232,-1.0316284527069108,-1.0316284212251512,-1.031628450475333,-1.0316284443908104,-1.0316284508293216
19,0.3978873584803342,0.3978873579139215,0.3978873589245442,0.39788735998934044,0.39788735892559757,0.39788735855498736,0.3978873584205971,0.39788735972148714,0.3978873584026008,0.3978873613385723
