,,combination163,combination163,combination163,combination199,combination199,combination199,combination198,combination198,combination198,combination23,combination23,combination23,combination22,combination22,combination22,combination59,combination59,combination59,combination95,combination95,combination95,combination146,combination146,combination146,combination164,combination164,combination164,combination162,combination162,combination162,combination145,combination145,combination145,combination182,combination182,combination182,combination144,combination144,combination144,combination180,combination180,combination180,combination181,combination181,combination181,combination5,combination5,combination5,combination41,combination41,combination41,combination21,combination21,combination21,combination110,combination110,combination110,combination128,combination128,combination128
iterations,,500,2000,5000,500,2000,5000,500,2000,5000,500,2000,5000,500,2000,5000,500,2000,5000,500,2000,5000,500,2000,5000,500,2000,5000,500,2000,5000,500,2000,5000,500,2000,5000,500,2000,5000,500,2000,5000,500,2000,5000,500,2000,5000,500,2000,5000,500,2000,5000,500,2000,5000,500,2000,5000
F15,Times5,0.004684578067426888,0.005358492674399325,0.001175985671537318,0.009163479864415146,0.002063804591510889,0.002667931042205284,0.006051197523990557,0.001102520182497103,0.0004640192565357351,0.0005741421808175617,0.0007526704944628322,0.000626883932305081,0.0008277045834822663,0.000933523833472663,0.001844272649498156,0.005833216558318123,0.002257279324390373,0.01492309588841503,0.006802186750467952,0.0007446447559798571,0.000573872295547254,0.004030993340477247,0.001606037849876062,0.0005034270173997799,0.002965727211735522,0.00354145413503059,0.0006421378795557162,0.003828522451575733,0.0003912438474126768,0.002338552069525665,0.0009353175887527619,0.0009889854197489742,0.02421318451320964,0.001200155039039973,0.0005704261043553423,0.001064601501492847,0.01321521734509747,0.0006448503451836456,0.004958857221315841,0.007808507108478607,0.004441894360966392,0.0004583948267922435,0.0007121962231396882,0.0007345036857693777,0.01436713866507742,0.02437126848878959,0.0204971212722817,0.00257101997524044,0.00610826580038255,0.01608340519964859,0.005863290072240637,0.01274974665159296,0.001805465200243487,0.001765559634218826,0.0009290832676979102,0.05835607001247622,0.003789980029427265,0.001133870103748832,0.0007064056627928217,0.0008170715151102556
F15,Times6,0.0008236382834518937,0.004289240571244822,0.0009308859480795832,0.002183998500494885,0.0008815601932484632,0.001497554537930218,0.02880196412632122,0.003850688121028241,0.0005763689937124555,0.03352803585364851,0.02362681714437171,0.003152451706731631,0.0008761200369790348,0.003571883490128668,0.01236211121008346,0.006430491681512445,0.001446067760237448,0.02088678972096825,0.002610184409838383,0.0008194630202012894,0.001719818131600745,0.06808658340724488,0.01091022529001743,0.02816520047777136,0.1017250638418507,0.0009171666071072006,0.0262609432287008,0.001978360556132468,0.001164043580354472,0.0008737411787356728,0.004887358943019315,0.0004747627532548448,0.01431443890159781,0.007531816868661989,0.0007492355755807831,0.0006420671372423188,0.01855367147949008,0.01260158669537894,0.01548360250896687,0.001269197893883316,0.0008391109676933193,0.01597104708656689,0.01534451237610983,0.06047044940724541,0.0008228605659535495,0.008018499997211838,0.0008152649781539515,0.02694722671217211,0.003118232395628904,0.0007562682758181545,0.02540468103894553,0.02613408825873943,0.02091246194022476,0.01399630244983265,0.00775474150385584,0.0008877383753075207,0.003396727584595385,0.002289128474381069,0.05605945104774836,0.0007049016667052539
F15,Times7,0.003463864752372346,0.0009539735193365638,0.002848625474603568,0.003515523423151326,0.01034903255193055,0.01476637210459604,0.02195825980623193,0.0006722547161699817,0.0005073020215910748,0.0008962717500015242,0.002995358347875794,0.001001727962849758,0.003417224473029595,0.002542853497438492,0.000504114995837472,0.02604022764294067,0.001084157071428758,0.002272919314565431,0.01169996726150904,0.001181760447980421,0.00516348484722916,0.003656528553762755,0.001556806856485906,0.02493069594206419,0.006695683633460808,0.0004381883315303323,0.07279561328186022,0.003331642013726752,0.002353212061211661,0.02203075077445813,0.01600408626980702,0.001934278885477396,0.0005578862916738466,0.001621970662144209,0.0005825610733186457,0.001406675572136878,0.003789941978899357,0.003794930023960291,0.0263317671830233,0.009614425678498397,0.02990028074925495,0.0008221876283280852,0.0008197496875508463,0.0105221892068038,0.002448193480765114,0.00907036662671414,0.00184148719904647,0.002154640600362294,0.002594934799550302,0.004074465395625762,0.02484524394927439,0.001599530889233715,0.02182010901960269,0.008074193757263811,0.00200914485491056,0.002774059234179395,0.0004825094442534883,0.0005887178295569004,0.0005219871195056258,0.0006745975012624843
F15,Times8,0.004699405142547111,0.001380645673850417,0.001169785952033147,0.001234159604305895,0.001685129695734163,0.0003669303904408283,0.001265432703086728,0.0009025324348414395,0.001514240423424588,0.001137445252646294,0.001939769967637225,0.002323158296591549,0.004606770358153629,0.00266516215618674,0.024615354211768,0.0006842002418856026,0.002395969566281089,0.006932188670818365,0.003424599669731227,0.0004255769464928241,0.001251092864916489,0.002500907205663807,0.0004048493083727933,0.0005742261521640632,0.003323460095972484,0.03919433204887667,0.002071970525526377,0.0005256744039834328,0.02990450542978844,0.001992202724384591,0.03656466496945304,0.0005789925826685284,0.02499946234034439,0.03253343884109621,0.02099625336422053,0.01375847797185276,0.003649821887319324,0.004606893694239572,0.001843310034262297,0.03561345574930649,0.0006989985146793594,0.0005100136503408535,0.06011632610125493,0.001100208574524888,0.0225433378809264,0.007742899845219932,0.001296806610841779,0.003673072025178826,0.001888350496900322,0.02052496512119951,0.001479936697468383,0.03227799407935832,0.001437748588450602,0.02102683301618485,0.002909566559135138,0.002752844231803319,0.005954859394232188,0.001681864137693966,0.0130538886645126,0.001344095790856855
F15,Times9,0.01308847679572642,0.003359331205289309,0.01318653658145411,0.0078378536596644,0.0009206203833745692,0.002837895109142115,0.006683505617940583,0.0009745895465033889,0.002356560937106833,0.001352210872852107,0.001480416678838628,0.02275777324912445,0.01912082979823653,0.002918807130060858,0.001981918388987766,0.004082992260577181,0.02697936693861326,0.021359774041149,0.001000112439848018,0.001469121785860771,0.002471164916657981,0.01314776180993793,0.06241888212236657,0.001299426540254097,0.003624599231559821,0.000708846434469808,0.01741283289676663,0.005569704840728755,0.0003446889091742836,0.00799360598565543,0.002319622179932924,0.07510311305464984,0.006950415651859915,0.03587912774214811,0.002510436376731205,0.001345307490429567,0.009878662302143015,0.001381967679910423,0.0005137821278890632,0.0006676741796139237,0.007846823290830062,0.002072825786985942,0.04486282478447703,0.001927637957131695,0.02836875774473566,0.01798801240362437,0.00959334938290251,0.005518293340057545,0.0007048825269241221,0.02627055132693085,0.002171851358300459,0.00194299844460892,0.001512004899120131,0.003920814154130105,0.001427629043465087,0.009624539785521384,0.002708878523870418,0.003827827132810673,0.000532285613689458,0.001175514498045752
F16,Times1,-1.031577901658613,-1.031627190934796,-1.031625623204393,-1.031605447714278,-1.031612709462171,-1.031619587948414,-1.03159470854141,-1.031607371766038,-1.031607182357675,-1.031625428148766,-1.031606347731604,-1.031603329609586,-1.031620451208924,-1.031609251158425,-1.031605506223769,-1.03161531057548,-1.031610875358699,-1.031600954867405,-1.031603848109369,-1.031624510743759,-1.0316085493583,-1.03155880177303,-1.031601261269524,-1.031603750501077,-1.031618322893216,-1.031600134008665,-1.031622298402108,-1.031539411445865,-1.031625644397061,-1.031621275610277,-1.031620916834384,-1.031619316668108,-1.03162508961076,-1.031622012879201,-1.031612271334244,-1.031614157114741,-1.031603662640578,-1.031612617575602,-1.031620704808626,-1.031625954859509,-1.031599842439458,-1.031621754652703,-1.031616608456536,-1.031613718832003,-1.031618027070784,-1.031610652397508,-1.031618334285795,-1.031613514385088,-1.031607758469409,-1.031628348290517,-1.031613478798029,-1.031536118112449,-1.03162369675665,-1.031604968547459,-1.031604124347133,-1.031599777918389,-1.031601302815861,-1.031626819610706,-1.03161970038787,-1.031626758272989
F16,Times10,-1.031610043163843,-1.031622515408805,-1.031623066182173,-1.03150827011199,-1.031618402538663,-1.031620781860628,-1.031586410904564,-1.031610368854012,-1.031609982308783,-1.031617799449916,-1.031603664271036,-1.031628050563568,-1.031362004536657,-1.031613691433846,-1.031603788522504,-1.031611783314898,-1.031624643041374,-1.031619088593229,-1.031604894190305,-1.031622885473841,-1.031600739388825,-1.031618678937484,-1.031605283898828,-1.031608207633008,-1.031602481898379,-1.031613568113906,-1.031601246481873,-1.031095533753268,-1.031628017719879,-1.031625726411438,-1.031610206385148,-1.031607802248824,-1.031610946299778,-1.031601865312997,-1.031613703539685,-1.031611661856561,-1.031613786170463,-1.031618113841828,-1.031628435556883,-1.031601843616167,-1.031601214284676,-1.031622915578611,-1.031551785440403,-1.031612744573619,-1.0316101249929,-1.031609789039659,-1.031608039028354,-1.03151975638601,-1.031614278012079,-1.031581638583408,-1.031611472146403,-1.031282968925102,-1.031604259026103,-1.031605963718898,-1.031600090719083,-1.031616454162618,-1.031628270407039,-1.031626169572382,-1.031613129417699,-1.031607188713511
F16,Times2,-1.0316156624492,-1.031600256294522,-1.031604032986808,-1.031497181101964,-1.031617133745235,-1.031624513377681,-1.031603371894848,-1.031621539868316,-1.031626069403889,-1.031505004828481,-1.0316235932883,-1.031599521285441,-1.031581332650293,-1.031624120276201,-1.03161990295712,-1.03161574461474,-1.031612277774687,-1.031621605908856,-1.031605372965665,-1.031600541666529,-1.031605960782546,-1.031622619144309,-1.031600239734847,-1.031608549518817,-1.031613594945145,-1.031625670390608,-1.031621155973879,-1.030266750104328,-1.031610133833863,-1.031621211577239,-1.031603985122616,-1.031604540418293,-1.031601855692515,-1.031544305815961,-1.031605432146091,-1.031624409631113,-1.031604614142755,-1.031625191121599,-1.031617487480663,-1.031597710131974,-1.031607627766025,-1.031605064766938,-1.031598545772849,-1.031609937183208,-1.03161807089826,-1.031611972979436,-1.031517921456692,-1.031604893067029,-1.031618963533033,-1.031602247182526,-1.0315799640573,-1.031062690220632,-1.031623024403122,-1.031605304186263,-1.031599973643743,-1.031620363391955,-1.031622152619256,-1.031612701130647,-1.031625982682227,-1.031617704547994
F16,Times3,-1.0316201900886,-1.031626041006606,-1.031621724016989,-1.031611195859821,-1.031603916036744,-1.031620553456363,-1.031422038147744,-1.031618792018351,-1.031603952288519,-1.031604697748288,-1.031609726258666,-1.031615701107118,-1.031625134905409,-1.031621889401021,-1.031611102053064,-1.031608513184644,-1.031606150326295,-1.031620709646459,-1.031584218508145,-1.031624445087389,-1.031601238376452,-1.031610423364489,-1.031621587858024,-1.031606471735703,-1.031606414924276,-1.031601724324884,-1.031627413418559,-1.031517748553159,-1.031625956713408,-1.031601700302379,-1.031609581488012,-1.03162759809523,-0.2154638243834952,-1.031598277629211,-1.03162550745237,-1.03162040284452,-1.031602200783299,-1.031608853218458,-1.03162211107945,-1.031608417804934,-1.031603842314106,-1.031610749954556,-1.031541541297937,-1.031619912111002,-1.031614150103938,-1.031602778027544,-1.031603600980731,-1.031607962202012,-1.031610550117662,-1.031354738887113,-1.031610481253877,-1.031124266264849,-1.031608765493373,-1.031622638869163,-1.031611095359443,-1.031603923484333,-1.031625144389003,-1.03160307959115,-1.031608542872029,-1.031602555990599
F16,Times4,-1.031601288521484,-1.031614670488785,-1.031606442006901,-1.031369961724557,-1.031600753855598,-1.031618213050105,-1.031363089640392,-1.031601237056038,-1.031619486969985,-1.031621385095566,-1.031605745816864,-1.031612902409584,-1.030475762750219,-1.031608666365939,-1.031612074305093,-1.031622695073112,-1.031616339596555,-1.031617429880959,-1.031603019616103,-1.031620330300592,-1.031625620679061,-1.031604258095161,-1.031626910446241,-1.0315997863953,-1.031606465049791,-1.031611193702366,-1.031608978368514,-1.031324545536308,-1.031622146297435,-1.031604546792883,-1.031600376845179,-1.031626126541273,-1.031625914334553,-1.0316110598999,-1.031607020586179,-1.031613371286241,-1.031613747508813,-1.031599846185495,-1.031606990394227,-1.031619250363511,-1.031610645392331,-1.031612645855686,-1.031620896418786,-1.031610404019542,-1.031615090951969,-1.031619562260819,-1.031622665024689,-1.031607145253672,-1.031623014730453,-1.031616573877552,-1.031607445203272,-1.031623761200519,-1.031606705612375,-1.031619263238206,-1.031605391770812,-1.031621442200141,-1.031609384572512,-1.031624756100938,-1.031599556916561,-1.031620211516134
F16,Times5,-1.031579649739102,-1.031616833965782,-1.031602378893781,-1.031616602161347,-1.031606400379397,-1.031622234646348,-1.031599758585543,-1.031625931495805,-1.03160696910517,-1.031619333555704,-1.031600121097366,-1.031616076860914,-1.031611605650971,-1.031619337215551,-1.031620565249011,-1.031610375291109,-1.031603281935734,-1.031620644803015,-1.031620102256581,-1.031613472891838,-1.031609005224561,-1.031603296306465,-1.031606286137903,-1.031604331020438,-1.031622155340401,-1.03161618407485,-1.031617850795483,-1.031472935565029,-1.031610847216732,-1.031618307791925,-1.031610231025484,-1.031624588553142,-1.031615960412164,-1.031621410307422,-1.031617695357488,-1.031613184315646,-1.031612248048624,-1.031609002008224,-1.031606221715953,-1.03162617296951,-1.031600144970318,-1.031604404183167,-1.031567952933104,-1.031625553549053,-1.031627539702157,-1.03161607798343,-1.031617062286842,-1.031619409192187,-1.031604756555323,-1.031597522885157,-1.031627420382703,-1.031572666265905,-1.031617270229216,-1.031612855979655,-1.031621792981519,-1.031621063664274,-1.031608363205216,-1.031604290786198,-1.031618069766189,-1.031611293307924
F16,Times6,-1.03156058931342,-1.031615211578595,-1.031625878004093,-1.030677863338802,-1.031617915905128,-1.031620323393891,-1.031329482697004,-1.031622526590559,-1.031621797989921,-1.031619772295807,-1.031602762664545,-1.031610291571703,-1.03150755636905,-1.031619994859137,-1.031499493332092,-1.031621228681144,-1.031621339808814,-1.031600630141395,-1.031621495966696,-1.031623274238086,-1.031605916070041,-1.031612799171726,-1.031603517741384,-1.031627010303247,-1.031622087249392,-1.031614958876326,-1.031615924997996,-1.030204995971108,-1.031627543155071,-1.031610455252954,-1.031618868996609,-1.031618895296367,-1.031608866193752,-1.031601750322578,-1.03160079070619,-1.031610018819934,-1.031601742354894,-1.031624355624212,-1.031614373208081,-1.031611855163411,-1.031613769601601,-1.031625393453061,-1.031623678401796,-1.031622665712735,-1.031616714474996,-1.031609100056298,-1.031584577560469,-1.031602857150146,-1.031606145324058,-1.031622520436216,-1.03161457505244,-1.031154888147481,-1.031605930103257,-1.031623854824588,-1.031611780920302,-1.031604224915502,-1.031622328864333,-1.031611959811646,-1.031624439359032,-1.031615020927307
F16,Times7,-1.031453566302813,-1.031616627702911,-1.031620602522902,-1.031474299631062,-1.031605130175941,-1.031604877236974,-1.030742749313533,-1.031608664595685,-1.031621408596699,-1.031624810970165,-1.031618301282787,-1.031627455353608,-1.031556478220434,-1.031600179805998,-1.031626776187066,-1.031625773616114,-1.03162404954243,-1.03162043905455,-1.031605505111921,-1.031620887477724,-1.031625609190377,-1.031620753563713,-1.031625285783125,-1.031621057485963,-1.03161306911459,-1.031603543363681,-1.031627420149696,-1.03134021788011,-1.031600915371019,-1.031610341643,-1.031610644571554,-1.03161806022094,-1.031614505857771,-1.031584914525845,-1.031625422416259,-1.031613257163743,-1.031599747691149,-1.031623532229973,-1.031618876070652,-1.031601817319764,-1.03162596033759,-1.031604833358786,-1.031563917042499,-1.031625774635662,-1.03160987177189,-1.031546459191691,-1.031527550201101,-1.031616111301078,-1.031608258440111,-1.031607722641824,-1.03160753567381,-1.031529204035093,-1.031619384581298,-1.031621427818043,-1.031601757163471,-1.031623234250995,-1.031605313125892,-1.031600831646089,-1.031599683777529,-1.031617155523807
F16,Times8,-1.031552332549234,-1.031618281702733,-1.03162766913457,-1.031510778077126,-1.031609485820072,-1.03162290959732,-1.031412767187475,-1.031625213559437,-1.031627068469868,-1.031612672541118,-1.031623043652111,-1.031578935486037,-1.031555649913308,-1.031618781476469,-1.031609707712928,-1.031605268412737,-1.031626727767772,-1.031628008382491,-1.031609989974515,-1.031618152048163,-1.031603227715362,-1.031600580822367,-1.031601658075623,-1.031608997906468,-1.031612349361684,-1.031621141582081,-1.031601919212357,-1.031386894728485,-1.031620456880516,-1.031610707829744,-1.031617716358674,-1.031618184574433,-1.031626002324884,-1.031626253500516,-1.031612159845772,-1.031600281711835,-1.031604126789126,-1.031608020063974,-1.031626143449173,-1.031603827787343,-1.031627829704359,-1.031607122519197,-1.031600946384806,-1.031617175496801,-1.031615594288215,-1.031232601783662,-1.031619299271295,-1.031610858467823,-1.031615817662601,-1.031608538614603,-1.031623458160641,-1.030176683839302,-1.031616969301312,-1.031615394026728,-1.031625157513434,-1.031611303553621,-1.031600605201083,-1.031602264015527,-1.031615849546956,-1.031628436700575
F16,Times9,-1.031604980853379,-1.031615823231794,-1.031619617252275,-1.031503773829413,-1.031619277517339,-1.031613640684429,-1.029388376060837,-1.031615796671099,-1.031605509980912,-1.03160289728059,-1.031620928552454,-1.031609447770778,-1.031590624598434,-1.031610639642407,-1.031615628621412,-1.031624173551322,-1.031610876930887,-1.031602498437963,-1.031601603614777,-1.03162484446834,-1.031624278227988,-1.031618005505139,-1.031626566540953,-1.031600517033264,-1.031620955098774,-1.031622816706301,-1.031628390570331,-1.031581134497013,-1.031618029471609,-1.031622379805316,-1.031617389974946,-1.031619927104228,-1.031622433570079,-1.03161777208005,-1.031599577446141,-1.03161301587472,-1.031609170113622,-1.031625994201913,-1.031602830471406,-1.031610252939219,-1.031603238848136,-1.031624864429372,-1.031584500733691,-1.031618049268785,-1.031605092719803,-1.031606919185085,-1.031579494525693,-1.031623596442331,-1.03160130775647,-1.031610377247184,-1.031504911353633,-1.031286900270437,-1.031612326371216,-1.031610522187935,-1.031606649124924,-1.031600818916907,-1.031613002509624,-1.031600967909177,-1.031612543599106,-1.031628408979982
F17,Times1,0.3979932363973511,0.39798007017869,0.3979611698620911,0.3979085307541155,0.3979414042401306,0.397894149526115,0.3980297231678591,0.3979674130922586,0.3979223913322816,0.3979271376553797,0.3979430526940195,0.3979724649402634,0.3978921454781545,0.397978432742379,0.3979428719465812,0.3979101108643235,0.3979028457245164,0.3979422180202477,0.3979584777126224,0.3979730747873678,0.3979980468221136,0.3978979461744441,0.3979567500851307,0.3979462432879508,0.3979098800232617,0.3978916309836418,0.3979020650083118,0.398702814245274,0.3979346442762051,0.3979602340288686,0.3978917699025253,0.3979804214693345,0.3979743454910416,0.3978889018830802,0.3979622289114086,0.3979687320081577,0.397942348947625,0.3979784652725105,0.3979684384504232,0.397958250340384,0.3979058961292079,0.3979684067651643,0.3979996754555,0.3979458501441275,0.3979956389987969,0.39800038335291,0.3979755302270629,0.3979441059109838,0.3979661784724531,0.3979787475137559,0.3979972773553602,0.3981067942617305,0.3979902537800335,0.3979233968067959,0.408389952895682,0.3979671065628985,0.3979456716361227,0.3979841979880749,0.3979278833412643,0.3979485496693904
F17,Times10,0.3979511814103915,0.3979791648362863,0.3979051432651257,0.3979489559028888,0.3978903653659582,0.3979427449998436,0.3979574631279181,0.3979591680735872,0.3979624691168056,0.3979642766193638,0.3979901033915407,0.397936756007562,0.3979942017321783,0.3979454868268881,0.397962592346726,0.3979013379282694,0.3979727690167145,0.3979916535636683,0.397977321167394,0.3979995130986449,0.3979123760984749,0.3979371631814956,0.3979399623931297,0.397905604556863,0.3979372372677901,0.3979075360400106,0.3978931992661874,0.3981128958237576,0.3979115387678664,0.3978889463907365,0.3979611320474614,0.3979996653651536,0.3979617897345022,0.3979888687081967,0.3979356151563973,0.3979160249405265,0.3979573539275059,0.3979933580815409,0.3979215890413599,0.3979052850860132,0.3979922147693156,0.3979993769991097,0.3979303665486871,0.397925738445883,0.3979274214556323,0.3979483890758821,0.3979134427352093,0.3979796946291518,0.3979379870372775,0.3979733357096578,0.3978883715988975,0.3980963160175808,0.3979936143777394,0.3979147011445878,0.3979899152886617,0.3979003837082935,0.3979226865392995,0.3979258141342026,0.3979574956740652,0.3979957452323113
F17,Times2,0.3985042278857787,0.3978900711678399,0.3979781718489388,0.3979836313653884,0.3979153620928564,0.3979552797120203,0.3980581496193647,0.3978876907377913,0.3979042616480744,0.3978987790772983,0.3979673985673582,0.3979439723724809,0.3980098028052126,0.3979684951056317,0.3979987054647989,0.397983193199444,0.3979926584040268,0.3978906240679745,0.3979458567809413,0.3979716058036207,0.3979990795722586,0.3979359197694379,0.3979967718889608,0.397915523908873,0.3979581756047192,0.3978980513409063,0.3979896413942825,0.3981547800683582,0.3978975717675741,0.3979144052407761,0.3979438932930854,0.3979478230935918,0.3979744121593889,0.397932503693152,0.3979194933273469,0.3979470242420842,0.3979042228125369,0.3978902318633928,0.3979734685306795,0.3979218562017639,0.3979117935256333,0.3979342102606491,0.3979580273619625,0.397981601388981,0.3979534663364639,0.3979961448483618,0.397995169968306,0.3979838004512128,0.3979679310832172,0.3979746250464,0.3979412360591308,0.397895941254756,0.3979062306080472,0.3979488914695057,0.3979240707614125,0.3979217325319766,0.3980001622085396,0.3979092148094772,0.3979495443084158,0.3979497634456113
F17,Times3,0.3979284373593206,0.3979621794706016,0.3978922352524403,0.3979547440891,0.3979637167837176,0.397919971565317,0.3981597771880274,0.3979722736565616,0.3979249487299406,0.3979857426656981,0.3979041353026282,0.3979955032392173,0.3979240645854425,0.3979951044488228,0.3979320581262762,0.3979487921880445,0.3979142537800122,0.3979563027482982,0.3979541157824613,0.3979925819418337,0.3979797868330799,0.3979451735809576,0.397982917029994,0.3979123462152536,0.3979746591233724,0.3978917546700593,0.3979959877405577,0.3980236902029812,0.3979274351446485,0.3979362936352953,0.3979581956836871,0.3979128804853609,0.3979116039746806,0.3979360204604827,0.3979618815777659,0.3979132257190567,0.4035318593383419,0.3979251294913837,0.397977041960635,0.3979389920824996,0.3979455634639919,0.3979071464802324,0.3979579301844325,0.3979046408403377,0.3978988443077043,0.3979429337993583,0.3978940832476869,0.3979969531972998,0.3979430952717102,0.3980001874255379,0.3979769448283701,0.3996975857322376,0.3978972857150715,0.3979611710550657,0.3979036836264953,0.3979034392921061,0.3978883478440363,0.3979951907387509,0.3979085290306426,0.3979456220337578
F17,Times4,0.4058244808736902,0.3978994287943252,0.3979165150750532,0.3979087735420617,0.3979832805644268,0.3979733175091358,0.3979985574903626,0.3978965755497388,0.3979062000483378,0.3979847781635275,0.3979520051204819,0.397951775167698,0.3979134107537643,0.3979677299081974,0.3979801330345865,0.3979029613376976,0.3979591501876758,0.3979996074067742,0.3979397439286902,0.3978933747998212,0.3979519816134083,0.3979673186159118,0.3979570791668632,0.397979907129562,0.3979176455468867,0.3979291178532218,0.3979988267625938,0.3980268964035218,0.3979380309391072,0.3979442242003675,0.3979331955503884,0.3979665141157671,0.3979240766220205,0.3979705618244402,0.3979965055943833,0.3979560335567562,0.3979341372158256,0.3979882640374282,0.3979027089132341,0.3979855565222472,0.3978896697406586,0.397945254297122,0.39799628791042,0.3979609480841155,0.3979870197324011,0.3979629815227685,0.39799952916756,0.3979551212280672,0.3979015660284642,0.3979764487735142,0.39796990218308,0.3979976745180789,0.3979941124925741,0.3979586371244164,0.3979625884387836,0.3979111788563667,0.3979913651087017,0.39788981916913,0.3979879225444396,0.3979253251713786
F17,Times5,0.3980415633061813,0.3979804186601807,0.3979059599890657,0.3979352391441147,0.3979731325576665,0.3979899457783791,0.3980319059495816,0.3979970374639024,0.39794422133137,0.3978883322188072,0.3979460467569922,0.3979347928323325,0.397926561641242,0.397998988664467,0.397916910212226,0.3979184066798354,0.3979714237204988,0.3979652894006396,0.3979849522484447,0.3979678388304766,0.397973582698917,0.3979891803363476,0.3979951335367051,0.3978939449628172,0.39789863722185,0.3980000402430424,0.397999770239359,0.3978965026275105,0.3979035112556222,0.397899892346814,0.3979414001132771,0.3979848113455589,0.3979442976072392,0.3979658449277839,0.3979696995947428,0.3979468514907829,0.3979774663876441,0.3978993509219002,0.3979218621364016,0.3979923971598058,0.3979149739629673,0.3979298396549744,0.397981557789036,0.3979202725351403,0.3979946480960166,0.3979812921184678,0.3979093603008259,0.3980074823949611,0.398008159913557,0.3979849898237493,0.397936314227854,0.3979775940378598,0.397997636092045,0.397965583354285,0.3979309876666068,0.3978993093289578,0.397949368402136,0.3979055494537942,0.3979265959795626,0.3979215935977312
F17,Times6,0.3979607400563285,0.3979885890043189,0.397890730102251,0.3979100868171788,0.397996680980869,0.3978873699494834,0.3979571181623154,0.3979549706828536,0.3979364001723411,0.3979337422749705,0.3979407546626064,0.3979548543740155,0.3979955584873984,0.3979215510603495,0.397948106785563,0.3979190086028765,0.3979527896479809,0.3979912684814373,0.3979479841571294,0.397889146105781,0.3979023156539352,0.3979234351434293,0.397994767257261,0.3979179129475874,0.3979826320445436,0.3979422494387261,0.3979258356771727,0.3979519962507805,0.3979479845778275,0.3979920055204325,0.3979242696718472,0.3979768274772564,0.3979854526598352,0.3979666738099823,0.3979041180066059,0.3979387325738237,0.3979092301676754,0.3979086635114015,0.3978882745672081,0.3979685187996935,0.3979559860141091,0.3979748231959253,0.3979364326788293,0.3978993095918586,0.3979481385528452,0.3979994951100743,0.4017070557715119,0.3979886551490353,0.3979474320151688,0.3979946766949158,0.3979326224726858,0.3983196058294372,0.397928527319646,0.3979658624045683,0.3979424559957074,0.3979622136114394,0.3979229337489212,0.3979088234748058,0.3978987306966495,0.397963348356539
F17,Times7,0.3978930461172183,0.3979807711911345,0.397909718289327,0.3981340903898083,0.3979098991970851,0.3979858393114597,0.3979951205349401,0.3978975039810635,0.3979792099603259,0.3979771252126554,0.3978924095576897,0.3979509140945012,0.3978999425866991,0.3979394497391855,0.3979545088217709,0.3979946522773634,0.3979085755598781,0.3979110153512888,0.3978953879083669,0.3979060800333585,0.3979858390844928,0.3979775885856558,0.3979034080997135,0.3979665828634431,0.39791652646527,0.3979296034279276,0.397954110944351,0.3987077081349568,0.3979803756433711,0.3979957675123291,0.3978932900266958,0.3979737811884867,0.3979394446578404,0.3979867409586877,0.3979678229517045,0.3979681782593918,0.3979280281233812,0.3978896069265225,0.3979634490328312,0.3979928089926013,0.3979402970032613,0.3979322759176647,0.3980001976399397,0.3979639235937764,0.397995814483,0.397959592793045,0.3979206254753382,0.397888613840804,0.3979568826373985,0.3979675758715366,0.3979949120637265,0.401183179413799,0.3979105659691218,0.3979474833256109,0.3979326507233729,0.3979726391750322,0.3979383859410106,0.3979209778373054,0.3979599295964267,0.3979029048681042
F17,Times8,0.3978888163084981,0.3979472267477906,0.3979020983750274,0.3979674620484879,0.3979932593661779,0.3979907209410829,0.3978989044981009,0.3979512045547065,0.3979956421265705,0.3979183882150661,0.3979198233203434,0.397996511851769,0.3979548655187646,0.3979369886065083,0.3979091514686974,0.3979022299954025,0.3979870006314332,0.3979806479353751,0.3979691974677024,0.3979043889964551,0.3979239808191668,0.3979677855034325,0.3979111957995869,0.3979371721706819,0.3979687359148461,0.3979301441030554,0.3979968852974398,0.3983257196688683,0.3978885108708514,0.397929491769295,0.3978898028939994,0.3979647691804455,0.3978891663684454,0.3979101474365425,0.3979141164356648,0.3979746730314755,0.3978905189361317,0.3979915444333102,0.3979696139013136,0.3979654092697658,0.3979227066983348,0.397954777641587,0.3979586545015099,0.3979049656964424,0.3979546004070578,0.3979213169578344,0.3979827533009441,0.3979388848385863,0.3980001576405989,0.397915428465037,0.3979235215310659,0.3981198637351859,0.3979070233079831,0.3978922009817421,0.3979977042415381,0.3979910994835034,0.3979682377786276,0.3979740163757555,0.3979635671829733,0.3979209979303615
