,,combination163,combination163,combination163,combination199,combination199,combination199,combination198,combination198,combination198,combination23,combination23,combination23,combination22,combination22,combination22,combination59,combination59,combination59,combination95,combination95,combination95,combination146,combination146,combination146,combination164,combination164,combination164,combination162,combination162,combination162,combination145,combination145,combination145,combination182,combination182,combination182,combination144,combination144,combination144,combination180,combination180,combination180,combination181,combination181,combination181,combination5,combination5,combination5,combination41,combination41,combination41,combination21,combination21,combination21,combination110,combination110,combination110,combination128,combination128,combination128
iterations,,500,2000,5000,500,2000,5000,500,2000,5000,500,2000,5000,500,2000,5000,500,2000,5000,500,2000,5000,500,2000,5000,500,2000,5000,500,2000,5000,500,2000,5000,500,2000,5000,500,2000,5000,500,2000,5000,500,2000,5000,500,2000,5000,500,2000,5000,500,2000,5000,500,2000,5000,500,2000,5000
F2,Times1,7.414243091664884e+28,2.436352131408651e+27,3.532906404493747e+25,2.687022865212845e+35,1.203049586874661e+22,6.450232557011166e+18,2.46923771726267e+38,7.732514411442278e+29,3.535386569921217e+26,1.30463951623829e+25,3.827579927020442e+30,29701190159.91227,2.003509036206463e+35,6.532478426487044e+20,5.528799647584331e+32,5.117624624570648e+27,3.145849013179175e+28,7.937640608482005e+24,1.496601195496273e+24,3.047890153507928e+19,6.701911167062163e+21,1.202551772994008e+39,4283441957892934.0,811616249899917.0,2.183180307380744e+24,645304264352.3496,4902957898166187.0,8.708633589490885e+35,4.620314489419354e+29,9.986650336571558e+28,2.093702485771771e+36,8.555105995788991e+24,3.328519124428364e+20,2.737673231617116e+36,7.492407286795279e+41,268844445495419.6,1.050851228829047e+36,3.430876028093787e+36,2505357587915293.0,4.049315431765625e+37,5.861156990780751e+18,1.412418808393507e+25,1.644074503497121e+38,1.149443072145452e+16,3.575348729028129e+22,2.0216850255612e+34,5.498534222575132e+21,27230361565.20457,2.056509623028362e+37,10093283.68957098,4764084565536213.0,3.763561757397671e+25,1.322943533925242e+21,3.444763611492657e+36,6.933336627638254e+27,7.916971389818728e+24,198546729.7911107,6.331430435451145e+30,2.123411266270771e+23,1006155256451904.0
F2,Times10,6.186061063763435e+24,3.466817528357685e+21,9.104848805094048e+20,2.701610951915127e+34,2.966318264482822e+26,6.785418845382138e+18,2.398595668266912e+28,689494857272644.5,1.744556805455736e+22,1.364131685777124e+33,1.548934558587608e+29,1.195587374567781e+22,3.170112229040571e+35,4.965291229511868e+16,1.199400842193622e+19,1.920994642796751e+30,6.217611102619474e+19,4.449462556822585e+26,2.316299887643254e+26,3.541457212247163e+16,3.090749000258036e+19,7.197909696256611e+28,1.828680819859216e+23,2445795108340958.0,3.52275213038863e+39,1.843035973454487e+28,8.37685703620773e+17,3.618559675570142e+41,3.762529813444005e+26,2.99524555013419e+31,5.946968686749001e+36,8.207957857538448e+20,7.843107243326152e+27,5.247363046323664e+38,49499487934470.91,150733100235809.9,9.265935871307695e+36,7.865087292305492e+24,4.282187628248508e+28,4.72843089349017e+36,6.415991979549962e+16,30306698482276.59,3.624087175542959e+30,1.080191912348066e+21,324642812298068.9,4.78164125220021e+30,8.036705637627383e+19,8338856.43837349,7.705267488685741e+26,3727357318.991134,8529490550.456112,1.049712134609316e+32,3.417224518151169e+26,3137439737247604.0,2.398213190683254e+35,708966180.4782132,1.333075150265459e+17,1.936277035135369e+39,1.253429911364823e+21,1.095861289023758e+25
F2,Times2,6.59091707940771e+32,9.595366691662907e+28,508376955420831.4,6.084827073005067e+37,1.323969089580846e+25,1.337263175990996e+34,6.60161937127391e+36,8.267152855256552e+20,1.80108572023522e+24,1.655940460438688e+30,3.232567420732398e+19,2.550545558501462e+24,1.208346700994528e+22,4.012511805003345e+31,893212652112.8704,1.305799012581826e+31,2911138722121264.0,4.726503006884077e+30,4.670177088942049e+30,5.199947402683594e+21,3445454424925.447,1.100284034801713e+32,56195.81708467859,42474513409357.02,1.309197593329812e+31,5.517562799069662e+25,3.043225850248761e+21,1.5765277258725e+36,7.117017801582127e+27,3.558288733684801e+31,8.97184419728926e+40,3660975833473321.0,3.05144190520284e+27,7.502417809817766e+34,274169562618.0761,4.269651548395312e+19,1.460775165089424e+38,2.140408568987314e+29,8.687849865258448e+24,3.484814690573049e+31,2.87540304687162e+19,2.27743595025209e+24,3.444559389457453e+34,5.378615698747994e+25,1.41812887347208e+17,1.261063815252565e+30,9500080090084.512,24792135.2180361,1.061723593244484e+32,7.346698360141751e+22,2.838599625372148e+19,2.503361882094842e+32,1.154045610198905e+28,3.286665833777865e+28,3.751466917788427e+38,546346.0353509487,4.651692439274638e+22,1.555024748092785e+29,8845285728367532.0,5.035181953778351e+16
F2,Times3,6.396776843357003e+25,1.509555194437987e+24,3.195683300491538e+37,4.250214323681955e+31,1.874919678366173e+21,1.058703682917268e+22,1.425448302041655e+35,6.115564399197083e+26,1.093255163267537e+27,7.3026391030215e+29,1.648792261944707e+25,7.819462513428906e+19,1.113920961573414e+28,5209823473624276.0,7.92954267317577e+21,5.310906544045238e+31,2.807462010010706e+24,298091770970041.4,3.545463014006654e+29,715887129030085.5,2.7338659304717e+17,1.88112717673835e+29,2539413989023.993,6033968660150692.0,5.424817229932711e+32,2.104191770094793e+24,6.314042257986022e+23,1.672248500300587e+38,1.014434077855622e+28,6.438754592818806e+24,1.869355450543226e+33,5.298771692416444e+23,5.75905027101256e+18,8.202709482686669e+26,104408794080727.0,2045466.257011708,1.124042019893543e+33,1.84946694833198e+37,6.6202345198582e+26,9.083804977514626e+33,3.470187684246183e+23,7.190791331940759e+19,1.583946312243664e+33,151206367001169.8,6.723582719211485e+19,1.311520905378043e+31,286686.8121101328,178719842979.3216,1.312047707187797e+33,45058069400.65929,2446500.85392949,1.327964781233409e+31,2.986094498659888e+25,3.764900220077008e+32,3.054363771414665e+32,2.639175025255476e+28,2544976591779.56,9.280759686957443e+27,5.928682688306734e+19,1.453767501871076e+21
F2,Times4,1.649084283679805e+34,2.544671842857063e+19,1.048940341039471e+25,1.629249583008554e+37,1.435488529326673e+20,2.21546730485994e+28,1.047685329342485e+33,2.156588446392033e+28,7.703241148671958e+25,2.192146514127823e+35,3.000688756795475e+23,2.265321845484764e+17,1.716269245446208e+30,2.393463120860831e+22,5.455811292647138e+25,5.070337612339397e+39,1.622800770060951e+25,1.923700032677596e+23,4.421457966514886e+33,1.454253652326106e+24,4.868300919849945e+22,1.712684535087853e+34,158365072600574.4,2.805545724994603e+23,6.116777747252085e+34,1.721826246090226e+18,5.384731805021115e+24,6.72307859963857e+33,3.084503649098258e+24,1.087550864036101e+22,2.395484534113976e+40,1.100522735622075e+39,1825802469811980.0,7.837494574553828e+30,7.270711523348489e+27,3.007580471612484e+20,5.072882826327743e+29,3.170638622504224e+21,8.724905644498941e+22,2.907323334943869e+32,3.105518432108052e+20,4.078075725298573e+22,1.317168434016035e+33,5284522109857124.0,1.063626119763097e+19,1.080223948306045e+29,81860941.06463291,2.174285079577592e+16,6.802183568825888e+36,7090215405035280.0,1.058927125797724e+25,5.506639139803842e+34,7.859752673291203e+18,2.375301837156871e+22,5.726873243529322e+39,7.895620352836927e+22,8691683274041.396,7.058016002315336e+34,1.639716718386989e+20,1.289202157947166e+17
F2,Times5,1.02478734896768e+32,7.868465927942405e+16,9.215499108370988e+31,6.630016522239665e+35,6.074205606453905e+23,3.339524830258585e+17,6.419958730872297e+32,5.060146779677611e+24,9.593742528812102e+26,1.30280613876754e+33,6.958434285058269e+22,1.939309531707597e+23,1.989649028054878e+37,4.234117712197817e+31,2.545993212207312e+19,1.744815885807651e+28,3.746124079238373e+25,6.621680923397104e+18,1.651191881881408e+28,1.606770002075874e+16,4.229102147703847e+18,1.012529175767884e+32,5.198322259724123e+22,91792617886727.86,8.665118691466008e+30,4.922652620523891e+31,7.341969936342684e+21,6.197527175558605e+32,7.663075875007037e+26,3.1571090849578e+25,1.395701567170359e+32,1.700247870268585e+22,1.212984947952457e+24,8.331519796683161e+36,6.605001573384423e+21,716954376.8249837,5.867638589429883e+33,2.104115767806748e+39,5018227384945.847,4.517070762071841e+34,5.195505268144687e+21,1.442562892453297e+32,8.699865441391594e+32,13740701293727.92,3.516628203394239e+19,2.093249428812084e+34,249887406933203.1,3.30523159477446e+17,1.365635925260917e+25,6946846488482287.0,1.118428710906386e+17,1.088307205759442e+35,4.37147036068304e+26,1.136763376808468e+26,1.394000705996791e+33,786695018138403.0,2.311641068560198e+30,1.114570046266016e+31,1.143305189086695e+26,4986873451350.744
F2,Times6,1.499858621933147e+34,7.813133189650258e+26,8.519574324999372e+20,8.959956456562004e+32,1.199972222132659e+24,6.075723293232307e+23,9.847592174602344e+32,1.506771284543607e+25,9.929248425985448e+22,3.543569435740627e+30,2.548858682363667e+22,3.711372412306312e+21,1.647413383430313e+36,2.562279074983417e+24,4.98080684499805e+30,2.208196152203435e+39,1.515085344587063e+21,137190006035.9555,1.82941581234772e+42,6.022383738133617e+20,3.566944961363576e+19,1.36871311377035e+44,4.652187744843472e+19,3.82481158306689e+17,6.429831193067026e+39,663738095532840.5,3.015224022682537e+24,5.489753576434472e+33,2.895219293584667e+25,8.371737554358328e+26,7.097278302911298e+36,3.720622778044546e+19,6.346491524083451e+19,4.248840893253855e+31,2415575793668294.0,9988059.679331636,2.155246395572757e+32,8.548966345645275e+30,1.002639840655753e+37,6.876043852959082e+40,1.207732174089664e+24,6.823248253026737e+25,6.384362483628808e+38,1167680429.652679,1.103273311310688e+25,1.889304499679159e+33,5909167158442.843,1.574141816910012e+17,1.319626854312913e+27,3390899.979259604,3820389373005242.0,3.313954688383748e+34,1.326263954850037e+24,1.07615661581188e+18,2.182032361884188e+34,114850771338708.0,84279305241.77785,1.234563543816299e+34,1.501275032324598e+32,9.12727088912155e+20
F2,Times7,7.005857410257464e+28,8.898171034510136e+30,7.071635645391132e+21,3.415008002514358e+36,5.630926252217263e+19,2.160626183366069e+19,7.969905693618147e+33,1.077842953185381e+29,2.382732428456427e+29,2.839606273266913e+27,3.201519315513848e+17,7.60668611573442e+20,3.47640140937471e+29,5.779079374295557e+25,5.049882552031907e+24,9.955505556419695e+31,1.570109215599022e+19,4.481006020880872e+19,1.954223474990617e+35,4.464777278517079e+24,58924048326596.13,5.94830508664803e+32,644818954206665.0,6616340609821734.0,1.040386842087557e+32,2.046689286388624e+27,5.124861919738751e+20,1.275067666296218e+40,5.746869752475918e+30,3.017041807220533e+25,2.111324078662061e+28,1.445521427046802e+25,8.681994196548299e+24,4.143939599500104e+31,8.133104132167772e+17,850526.6536942548,2.675285930411713e+35,4.351651480458958e+26,1.2587042841723e+21,3.152866398789098e+40,6.476722155826536e+25,2.031829939451078e+26,1.610439456665278e+36,5.659815755234131e+16,1.793082364407375e+24,4.948735117837145e+36,250656166256.1522,78010.84081063786,1.718212392591649e+31,3446469768.284034,6.194243676452794e+20,2.79482241614892e+31,2.82630311644555e+24,2.339515260268889e+25,1.10004025559771e+36,670259343873.2699,24610397867704.73,1.504546809256825e+31,73465338515.22935,3.182141917563369e+24
F2,Times8,3.9439950078033e+32,2.657207307865965e+26,2.146053525259398e+22,1.137681688184671e+33,3.395808079912668e+24,8.18954600417966e+20,1.577369963461505e+29,2.329426265480283e+21,4.520349152407912e+26,1.120172631475315e+33,4.23043913268498e+16,699187413988556.4,2.406263984546411e+35,2.818405227216709e+24,1.612482671341994e+33,2.849806432315736e+40,1.018425403615483e+19,1.170919318277561e+25,4.947953271952857e+26,2.518969438663434e+19,9474466640867448.0,7.729048747649631e+31,1959423919.709689,2843289690174.084,2.897826060122098e+33,2.577834487465964e+28,5.691785732028279e+23,4.604848876687679e+31,6.529617563223581e+28,2.315457203888172e+21,4.190950341995339e+43,1.310494623475893e+23,24327682880416.35,6.94536175241241e+33,64033494104.56478,203468247635.8121,4.010456049504818e+29,6.179212589949928e+27,3.10306608363439e+25,6.238167208038115e+32,4.0924718875037e+28,4.132067738829383e+22,4.114851778799294e+32,2.14326350076612e+20,1.282102204195343e+20,1.931812178234695e+33,89530650736026.66,3.062054894325813e+26,5.159202514216102e+32,1.218600884735302e+18,35111487109776.88,2.699046616214735e+32,6.756687437849194e+24,5.653480127972024e+30,1.244428491638856e+28,4040803.587905678,271102041.7819631,1.296201180447271e+33,2.676876042427811e+22,6.601401312785373e+27
F2,Times9,2.712373906162114e+40,2.16996973863796e+28,8.98702472157426e+21,1.068317919060886e+34,5.769332763097515e+23,1008086546523236.0,2.793625714219242e+34,1.695840613748476e+29,1.665638734210623e+30,2.513843355353985e+27,1.156025770214121e+29,6.11885574083497e+26,4.475783438056958e+35,7.113715057685977e+25,1.29555121400769e+23,1.406254351626199e+25,6.344279392242775e+18,1.363549399950651e+24,1.188098027013336e+36,8.638175731735469e+17,1.206374918297158e+27,1.505282462459683e+35,3.237579519662532e+26,2.7351637056218e+27,4.046724767475851e+28,2.94029385593186e+30,1.214695689837454e+23,2.779764361001421e+31,2.162062253017014e+25,3.407030773134588e+25,1.825953878531771e+33,8854141525573870.0,8.763440264558065e+29,8.112537890658563e+32,4964826804657188.0,159055862145723.2,3.179861417012695e+29,3.936452206566198e+25,9.780155518076026e+16,2.651533826935492e+34,2.076751573052656e+31,9.410221180831052e+18,2.406524289731287e+31,1.293943168170836e+24,6.930623961102412e+16,2.549909362870202e+35,1.071088208688449e+18,45459329677525.38,7.449589350352418e+33,1.901633984493532e+19,18076484665.42519,3.427065187423092e+36,7.04562679763818e+20,4.318795619584547e+25,1.350100806623872e+35,2.622565917284581e+25,28164436984112.64,4.179162583632921e+29,6.570849833035667e+20,3639677940424486.0
F20,Times1,-3.315921572204061,-3.20184269597729,-3.201925381775474,-3.113536351437437,-3.320086567024665,-3.20297524849529,-3.302389931659507,-3.320134361887241,-3.320199364462437,-3.100912642920418,-3.308921112242294,-3.200219343404876,-3.152700071962773,-3.165480947975975,-3.194156232965595,-3.29318766158736,-3.202152250653474,-3.31254241069567,-3.285544844636838,-3.197080798392447,-3.201203381415515,-3.179477160537209,-3.320645119947148,-3.320006954161015,-3.171123897693562,-3.320150708690023,-3.186182910643188,-2.921882883249854,-3.320301699612091,-3.193027391658648,-3.10171522468481,-3.166807096272487,-3.321192980015398,-3.269611788282583,-3.320192198377057,-3.320478535448366,-2.973824494862332,-3.202493361486864,-3.320607985181669,-3.186154859727465,-3.320150453962484,-3.161835296918191,-3.313861299492407,-3.198895983106517,-3.320305287920925,-3.121774737852965,-3.112003594890074,-3.185621535454917,-3.1187335141056,-3.197311791382017,-3.298098932052454,-3.087435162536751,-3.112583659019474,-3.259724441131724,-3.311398794912555,-3.320442655242045,-3.321204334240641,-3.291079569306838,-3.202445817179081,-3.320580369843591
F20,Times10,-3.190754193294458,-3.178084449149185,-3.320106007202828,-3.071071737203915,-3.200631125553302,-3.198154389437684,-2.819340699619171,-3.160982601963468,-3.178674060180412,-3.130407062140255,-3.181083707667535,-3.175806445246716,-3.104169499166829,-3.200367637876161,-3.172631551253961,-3.296712347590665,-3.309101823915002,-3.315427164496113,-3.115309317742032,-3.315421407488958,-3.196487143666817,-3.32018014776384,-3.320776049339072,-3.32065681107474,-3.308330170789111,-3.320671852779677,-3.202370204921289,-3.250857951891965,-3.197337367948591,-3.320548671495791,-3.271202770682907,-3.320535963795761,-3.202936655687234,-3.170311434821752,-3.18988628932512,-3.320359705106082,-3.317032069330728,-3.321361846643196,-3.145733136794044,-3.320602167148535,-3.193118511822679,-3.200598966353973,-3.190500867512022,-3.20223062693425,-3.201750440114589,-2.982656090169708,-3.310778258361907,-3.319499138493919,-3.191475424425419,-3.199868440472457,-3.198786712723067,-2.949625530504224,-3.194943800523836,-3.169990839425481,-3.189020452517464,-3.320325986989995,-3.32031978012617,-3.174895016489721,-3.199372918073148,-3.320093733207453
F20,Times2,-3.126174410824015,-3.320158624469035,-3.320128558369676,-3.314672649701808,-3.320361568111722,-3.320520843482157,-3.307796197092569,-3.200964725300247,-3.167111823272907,-3.297020230821148,-3.272426547989815,-3.306829795492235,-2.858537066878127,-3.120064122418676,-3.1549557276401,-3.238403490279477,-3.200207494304999,-3.191232581739649,-3.181543272182882,-3.197551106981832,-3.301838286343856,-3.319790104554775,-3.191898204568924,-3.320689117173401,-3.145811326216658,-3.321239445265857,-3.320652874003994,-3.263600859256254,-3.180626148091747,-3.32007279653544,-3.320460786419572,-3.201938666699657,-3.203033907731243,-3.320001185784457,-3.201594533651049,-3.320676859868545,-3.01278992357227,-3.320170798342613,-3.203042401241815,-3.318688518863136,-3.170042365012619,-3.196508935672843,-3.190025640073842,-3.202982114287997,-3.18417486622812,-2.91841417092594,-3.200653120572449,-3.305889781448611,-3.177026107417991,-3.195567173469583,-3.14550576793532,-3.192100849283912,-3.18546772194909,-3.263847489044626,-3.086525484487397,-3.320899306246602,-3.191049581314566,-3.08526086347341,-3.320060983631774,-3.320034948113082
F20,Times3,-3.098241145628954,-3.195661208355053,-3.320427090009569,-2.962506164251372,-3.320772195976417,-3.202494867200009,-3.176848439897376,-3.200339530691618,-3.32107011522861,-3.128280080826949,-3.303973116213958,-3.306980740373023,-3.199889560169066,-3.175552670448274,-3.29266823516862,-3.176623377794105,-3.313566095183888,-3.164120205319405,-3.170256538902093,-3.201586887240195,-3.317579666578183,-3.319485989315833,-3.320207924205306,-3.320074440644329,-3.07880773546571,-3.18725428008917,-3.320290801869878,-3.061879662433427,-3.186573119393563,-3.320213946509687,-3.179503679557032,-3.320489874014642,-3.320422814889121,-3.177619925156089,-3.320251712938565,-3.201052155740419,-3.273916979517897,-3.320960131404874,-3.20250448852034,-3.138562807632371,-3.320121638075317,-3.199740892170394,-3.11023221688937,-3.320043405514307,-3.197013850622719,-3.256867039205614,-3.299697658517943,-3.182399835007037,-3.102788871341592,-3.189347540634178,-3.275306217909626,-3.004786469311821,-3.267222067221099,-3.258053586530173,-3.186653148772145,-3.32039685393311,-3.320149328698768,-3.297729752428146,-3.187677922295553,-3.320336341198293
F20,Times4,-3.063258900127158,-3.162636733395344,-3.197706222587248,-3.313519649444693,-3.321591398238365,-3.320647800459366,-2.993698540185567,-3.195254010934948,-3.182910759393009,-3.298492339112592,-3.297579062738467,-3.318822730214704,-2.991480887064609,-3.198046111639989,-3.319499698183503,-3.312126407963926,-3.192024709391267,-3.317177437992668,-3.293947145810698,-3.201255068152634,-3.196168542103335,-3.320001481390743,-3.203020648019948,-3.320157974082789,-3.263331726409624,-3.320182204900497,-3.320150780042824,-3.017105027990513,-3.171798315283233,-3.201425191717186,-3.317904678439236,-3.194121747802202,-3.202894214610501,-3.32065668816578,-3.199326921700143,-3.20205383417844,-3.313143051139877,-3.202688110444421,-3.32001133126513,-3.318692148817452,-3.320188138333861,-3.20223898707839,-3.320221285927712,-3.157992671604104,-3.320256122586754,-3.237709492080836,-3.299394852813295,-3.165215365154245,-3.114908477196332,-3.318093617373263,-3.298934333116171,-3.215203264006974,-3.184172479876108,-3.183687931488199,-3.320209918875614,-3.320372295623048,-3.185235516962234,-3.268800702806743,-3.320202568780869,-3.20304830758013
F20,Times5,-3.321166492346634,-3.165436752578829,-3.32015942084087,-3.119389516664886,-3.199795246671444,-3.320284169876797,-3.064795580055909,-3.196780724772651,-3.183896013112912,-3.080480565739253,-3.313296537153966,-3.190879065960047,-2.981848547349053,-3.191920416142425,-3.318473107631207,-3.309716724038067,-3.298516100242709,-3.19730927110272,-3.285849057192912,-3.317931210757619,-3.319511128970758,-3.090738688008296,-3.320225079764409,-3.321026153915068,-3.18239017645668,-3.320063761849786,-3.321380861120737,-3.291844756650861,-3.197119143415025,-3.164267193806959,-3.091461979025578,-3.18967121465413,-3.320021938891934,-3.118924264897326,-3.202584792921919,-3.321518479476376,-3.315602563692229,-3.20073436360059,-3.201894261390125,-3.320152403769571,-3.196820927675954,-3.19285946964398,-3.132076590186595,-3.320058703746131,-3.198124770332025,-3.148711693268373,-3.293632483131145,-3.313395535615026,-3.097417795943709,-3.200566262263582,-3.188594380183035,-2.990138652547752,-3.319088417811583,-3.316425036979927,-3.163397782539993,-3.195401405542573,-3.320359495285824,-3.112696256615912,-3.320427931040904,-3.320273720574397
F20,Times6,-3.319783732788741,-3.19412285174814,-3.187637814748004,-3.236772422739056,-3.189486517364582,-3.198703936156446,-3.117500113847817,-3.183652335273584,-3.142729419381682,-3.265756193734581,-3.316894990797715,-3.137035894383672,-3.093684890927158,-3.273388553460009,-3.192342358685122,-3.304627237368444,-3.302215291961209,-3.188514782690362,-3.194426888256254,-3.320003162476278,-3.202031727812092,-3.319279335826937,-3.320394624779727,-3.198465984968154,-3.313553855238977,-3.178100593032032,-3.195504470379642,-3.112130229943169,-3.320705503866369,-3.186291058970385,-3.320615717697913,-3.192855790470201,-3.202962863506118,-3.320154537321768,-3.320161200147737,-3.320354969325602,-3.281030707821712,-3.320066032998869,-3.320186758880625,-3.099833934603575,-3.320146015407638,-3.320406885948715,-3.14285715908139,-3.320933599691704,-3.171747699744293,-3.10592494812375,-3.147537947894036,-3.167398354826142,-3.298313483351471,-3.317568165366338,-3.185690319902449,-3.027136789548301,-3.177165974147686,-3.293422029195799,-3.32077300239096,-3.321215048253918,-3.203100173232444,-3.119469349818271,-3.186855028674861,-3.320779006818566
F20,Times7,-3.280686162371948,-3.320387631511429,-3.320077609816245,-3.317932147871044,-3.150141756276123,-3.320482389125899,-3.083735379059467,-3.320166457467041,-3.320079700734013,-3.289486207800727,-3.295044058110045,-3.243210409346716,-3.251961549423266,-3.299017685380621,-3.195479656091517,-3.250283400587948,-3.305632006144676,-3.198967324099181,-3.12752863523644,-3.320099511315234,-3.188230350315354,-3.170456385967726,-3.320015508155179,-3.321096005708707,-3.196252441846211,-3.190589799358635,-3.201420016528827,-3.307597551776728,-3.193006994009471,-3.202265442594098,-3.318581432458356,-3.190484553797325,-3.189954635526042,-3.163350471670966,-3.320002155893872,-3.320340258121034,-3.042894750845782,-3.320114817245704,-3.320184900610674,-3.319251448193949,-3.189011037347836,-3.199785000058216,-3.317003388645212,-3.320464675795239,-3.320036975996102,-3.106867308548796,-3.189400082970519,-3.198373630506851,-3.238954662921536,-3.29898657252954,-3.173182025522878,-3.193396934876333,-3.228545928371652,-3.080042080619107,-3.043962750502442,-3.320162119565032,-3.18284813675584,-3.22541581979895,-3.320049056112382,-3.202510365817682
F20,Times8,-3.221182009161235,-3.202279453250023,-3.150451337306308,-3.141853806023784,-3.320108345349219,-3.175530408262025,-3.311870650683761,-3.18613573944293,-3.192747419136046,-3.173264469197065,-3.286337798058376,-3.277557089672156,-2.995514762448827,-3.20002256049105,-3.305456588208429,-3.234441511260603,-3.308983315462805,-3.169185155643448,-3.252824430836971,-3.29966920811996,-3.193340804294762,-3.319589155319972,-3.321423784605496,-3.171852099679779,-3.318551151413692,-3.320055539353004,-3.189958700927257,-3.307522796980724,-3.184064916910225,-3.321096133767721,-3.321179253133096,-3.200067666807465,-3.320261724843481,-3.314716372658901,-3.320266717912804,-3.202820763127692,-3.11692969654657,-3.174558403323064,-3.321350123210435,-3.157884321844411,-3.320492721070708,-3.196070660806763,-3.192806662083465,-3.189766771891955,-3.320180782034749,-3.161587026670448,-3.179271051403897,-3.320225901013226,-3.143681302147813,-3.202035876128368,-3.174606913709729,-3.274455777996267,-3.271027784412119,-3.170258857969829,-3.254848267225256,-3.320177224509568,-3.320509407829126,-2.944335755918153,-3.163627641835354,-3.169564869838324
F20,Times9,-3.048695727704088,-3.188385477701072,-3.320205960039151,-3.305670938987059,-3.198983242020033,-3.32027162508465,-3.102674835504147,-3.192710255599753,-3.170954163545769,-2.836310073090933,-3.181607903625144,-3.197693439490704,-2.953861945244259,-3.286830502884061,-3.150030383944686,-3.073968425901412,-3.31916358566128,-3.305414506440127,-3.166578327537562,-3.175355330594788,-3.297919877861656,-3.304442241445854,-3.320056762393246,-3.320196283892773,-3.308260535644727,-3.19709220153149,-3.177395148751311,-3.305406988928033,-3.189025504157226,-3.20175723106382,-3.125826790195868,-3.320346670298253,-3.182355869819699,-3.320216345778572,-3.198375095955227,-3.201841796976653,-3.120971022510869,-3.202493543985268,-3.320111522901633,-3.152789299969569,-3.320322943047195,-3.200183008759665,-3.313667265707354,-3.320463734044639,-3.320651482246376,-3.284144038587011,-3.308689616713449,-3.092023804126951,-3.292851210829173,-3.174256746122629,-3.296079087176361,-2.734191695620232,-3.316677773417593,-3.173474696732849,-3.285714473287667,-3.320068850110579,-3.180510612941316,-3.287856564162421,-3.191690237362811,-3.166335117757705
F21,Times1,-10.10292455991521,-10.15319764776275,-10.15315988734525,-2.682610782233209,-10.15318459428995,-10.15290157995207,-9.631447286103842,-5.045804281071884,-2.682811179295925,-2.620618014799413,-10.14988926387233,-2.669744903907175,-2.679231345193454,-10.15187710971556,-5.072424311289367,-2.676869250017683,-2.682417606703923,-10.14854066051348,-2.286650087160162,-2.68274027901313,-5.045182060160746,-2.44270790864608,-2.630466195982328,-10.15318959959386,-10.07122727195448,-2.68286028968431,-10.15319379342225,-9.827572910621656,-10.15294215747426,-5.054858935396762,-2.682716486634263,-5.055184951113755,-2.682859821622605,-2.669495362401296,-10.1531985533242,-2.682858933944465,-2.599939308972044,-2.682850440834511,-10.15316284848297,-9.296553249124468,-2.682740929526891,-10.15315419748087,-6.660754354617552,-2.682859479783131,-2.682852812069292,-2.678995241610717,-10.15040852747085,-2.629271947492885,-2.62893325013614,-2.628311249423324,-10.14832710135453,-6.219469518868873,-10.15279396039174,-2.62955270218147,-10.15299183999966,-10.15316862843927,-2.630467849922967,-2.675661891057582,-2.507331335618258,-2.682859930622363
F21,Times10,-10.05383232868713,-5.100772002543299,-2.682857850148632,-8.436962655030712,-2.682847647047576,-2.682851968014406,-9.701365902570624,-2.682362163745975,-10.15248259057519,-3.197055676069137,-10.14008064229648,-2.619280711207201,-10.10195618988035,-10.11921707029066,-10.14199891708626,-2.589176636401044,-4.979170214476147,-10.15274010426839,-2.608217425907279,-10.15172095104335,-2.627495646575489,-2.587014092686804,-10.1531893823796,-10.15318724937655,-3.702857408860482,-10.15319954223446,-10.15319050835438,-3.064660424028675,-5.040998441911895,-10.15265989534411,-9.966955583429508,-10.15318824217264,-10.15315223798744,-2.629705087114759,-10.15319898645784,-10.15317005375119,-1.773924225011852,-10.15111105899827,-2.682852660445963,-10.15200899789713,-2.681859928309046,-10.15314081709862,-2.681428378088033,-2.682859486391797,-10.15315252654609,-10.0789192388455,-2.680124198553761,-10.07851130683193,-4.809476360470337,-2.681936581783485,-10.15227186100963,-10.10342793362912,-10.12897211741601,-10.1394403387437,-10.04288040504134,-10.15319403124025,-2.682860302084662,-2.629875749256496,-5.100764534649914,-2.630456635976295
F21,Times2,-5.008774209856764,-5.054843695156729,-10.153178277676,-10.12215403724853,-10.15315757978842,-2.630373770080759,-2.613920103194727,-2.682742156991488,-4.390042619927145,-2.67978672844652,-2.682435889844514,-2.625776627814469,-9.776436101928102,-4.948065399605844,-10.10639324962918,-2.682661651335539,-10.14547529692617,-5.032436875186288,-2.678481526855897,-2.682549436961259,-5.034095625712125,-2.608062261537549,-10.15317732553977,-10.15319886151602,-2.680868669224284,-2.682859858895346,-5.055180063393338,-9.1487589311366,-2.619725342804833,-10.15317024591731,-10.14570328064482,-2.630471476648599,-2.677602545653662,-2.682677612355113,-2.682858474137618,-2.630470183590516,-2.558378572967239,-10.1531864452255,-2.682858898083794,-2.672618079985474,-2.630467614068928,-2.630367510460956,-10.15000484607151,-2.682858028955206,-2.682858115892414,-2.636961051959042,-5.013212786696056,-2.630106973061187,-2.680827683415304,-10.13882956956278,-5.05067358499594,-9.889755189108524,-2.680877023323322,-10.09255299047542,-2.633477593950432,-2.682858449844449,-10.15319763817713,-5.094212153678664,-2.682860155572127,-2.630468709626135
