1,50,100,150,200,250,300,350,400,450,500,550,600,650,700,750,800,850,900,950,Algorithm,Function
1012580124.9466988,401570026.23235846,191134474.3804671,126339473.58677356,75045380.3816301,42206696.9796866,26303907.53623656,15481083.500968374,7401231.573991563,4123232.0741622974,2447382.7815239024,1471649.8190189933,679595.4047321532,342314.39559816895,232003.70840341647,162388.51674506514,118276.50778342508,75300.19197497179,65205.185866619824,51836.99310485765,Baseline,F5
1122777024.6840162,330379306.86761063,157573556.8756589,88653608.95652737,49220812.474164896,27104103.0919527,15412635.52836187,9302020.437079668,6141227.7775252415,3485742.1981410915,2081470.8016175008,1187380.3971009776,748909.3021035477,483030.1625223378,321363.00689723797,239028.69918826033,176567.59088321778,128104.94017674011,97955.6832243184,71433.19003005236,Baseline,F5
1031069294.0508863,363022210.83272153,164230593.39872462,74397673.4737619,39235394.81696305,22060354.16041524,10960007.504599638,6268148.807831373,2983040.0212402265,1654001.050524729,825324.5445002089,448256.777969298,230405.1803031155,141761.2359168859,110397.93518468834,79404.63732531395,65909.11879762248,51774.130300960285,41590.89025003098,33775.803170713465,Baseline,F5
983672298.5950238,318050186.751202,162425753.35590747,87274347.73936589,50163281.139122345,26927349.91756494,16006623.003319103,8112450.62836389,5042399.362968098,2306907.5368615054,1601106.7769748971,907085.4857217605,505661.3407221934,328488.0075655104,220519.07269343504,160408.80622332278,96768.68228496931,69267.95281840218,55928.59354825273,38359.420454603,Baseline,F5
1102873385.9440186,349152747.79418564,143623990.08278745,72229910.06770994,42655731.75093667,22573793.682745405,9441106.524320208,5692231.038126305,2921173.3509823647,1697620.9748196742,960221.3402080517,538564.5893547509,331440.92040710675,206884.76259749135,144168.88293077282,105567.05892054521,83819.46974311894,63394.74093938391,51157.49216538128,42888.92699719979,Baseline,F5
1003196712.1917224,303975443.15331346,128674812.4796739,58045676.02678926,33467601.428343248,16881188.46236831,7084710.382450706,3404257.9657616853,1741838.230995701,997530.7530295824,523670.7907668394,301871.91066758253,197133.12994336497,147072.74731623774,96233.06132942096,73393.60878590675,55114.30973668909,43086.95305622039,32978.99886275474,20414.0530710633,Baseline,F5
981762925.9726462,271711833.29928243,134088201.07786961,69948086.32660088,37310519.33192152,20784331.075355098,14254259.942419318,6823613.474531577,4097722.3381239143,2354800.052154894,1249978.7091724486,776348.242040001,474407.64427673415,321737.734792141,212603.89045917438,141267.6804854565,105686.04334493302,62041.60472522386,47722.69312767315,37990.3607673609,Baseline,F5
869896251.0863198,306462568.1590966,131527852.17869414,78618502.98318966,41744971.96091405,24288033.50227769,12229756.736638658,6840680.300347259,3036950.3034078535,1660803.8915887964,802501.2963156616,425082.88334463583,244158.17075204867,149616.33236865693,122140.84295075979,98911.60188939182,74364.91591069558,55476.15212547999,42881.34223690517,37778.59233044043,Baseline,F5
1148039029.6002586,281455990.34743565,106264786.64895548,63273954.526557714,38762960.32175722,23896363.34890403,13258515.132833147,7442016.1138123935,4591388.143693035,2431155.6959197447,1498351.3983968352,795596.9664395492,530838.9120789274,369563.94921089825,180267.15870715005,118772.3535532286,71636.47443800853,50624.20808822781,37361.59959057745,26580.12961073567,Baseline,F5
