Type,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200
Linear_combination_crossover_normal,70%,80%,100%,70%,60%,80%,50%,60%,80%,90%,70%,80%,20%,50%,30%,20%,50%,30%,70%,60%,80%,80%,70%,60%,50%,70%,90%,50%,50%,60%,60%,60%,50%,40%,50%,60%,90%,80%,70%,90%,70%,80%,90%,80%,40%,70%,50%,80%,90%,60%,40%,70%,60%,40%,80%,90%,90%,70%,80%,100%,70%,30%,90%,60%,50%,60%,80%,70%,50%,30%,30%,70%,60%,60%,70%,90%,90%,60%,70%,70%,80%,50%,60%,70%,50%,80%,60%,40%,50%,40%,80%,70%,90%,60%,80%,70%,80%,70%,60%,70%,50%,40%,90%,70%,70%,40%,60%,80%,80%,80%,70%,100%,80%,80%,80%,60%,80%,90%,70%,80%,70%,40%,20%,50%,70%,20%,90%,90%,60%,50%,70%,70%,80%,50%,60%,40%,70%,40%,50%,50%,20%,50%,40%,50%,80%,90%,90%,80%,70%,60%,90%,60%,60%,60%,60%,60%,50%,50%,50%,40%,40%,60%,90%,60%,80%,80%,60%,80%,70%,60%,70%,40%,60%,50%,20%,40%,50%,60%,50%,30%,90%,80%,70%,70%,60%,60%,70%,70%,70%,70%,40%,60%,60%,20%,30%,20%,60%,30%,100%,50%
Linear_combination_crossover_uniform,80%,60%,70%,70%,90%,80%,70%,30%,90%,80%,90%,50%,70%,60%,70%,60%,40%,40%,90%,80%,50%,80%,80%,60%,40%,60%,90%,50%,80%,80%,80%,80%,50%,50%,70%,20%,100%,80%,100%,100%,90%,100%,40%,70%,60%,90%,80%,40%,70%,90%,60%,50%,50%,50%,70%,100%,90%,70%,60%,80%,80%,70%,80%,80%,60%,70%,60%,40%,40%,60%,20%,60%,90%,90%,90%,80%,100%,60%,100%,70%,60%,60%,70%,80%,60%,60%,20%,60%,80%,60%,70%,60%,70%,80%,70%,100%,50%,70%,60%,80%,80%,80%,100%,40%,60%,50%,60%,50%,80%,80%,80%,90%,80%,100%,80%,60%,40%,80%,80%,80%,40%,70%,80%,50%,60%,20%,60%,60%,60%,90%,50%,90%,80%,60%,70%,60%,80%,80%,60%,90%,60%,50%,50%,30%,90%,90%,90%,80%,60%,70%,60%,60%,80%,50%,60%,80%,70%,70%,50%,50%,40%,60%,70%,90%,80%,90%,70%,80%,40%,70%,70%,50%,80%,60%,70%,50%,70%,30%,20%,20%,80%,90%,70%,90%,90%,90%,70%,80%,60%,80%,60%,60%,60%,90%,70%,50%,40%,10%,80%,60%
Probabilistic_crossover_normal,70%,60%,60%,80%,50%,60%,70%,50%,80%,50%,80%,50%,30%,20%,30%,40%,0%,20%,70%,90%,90%,60%,50%,80%,100%,40%,60%,70%,70%,40%,70%,40%,40%,60%,30%,50%,60%,60%,70%,40%,40%,90%,50%,40%,60%,30%,60%,50%,70%,20%,50%,20%,50%,30%,80%,40%,80%,40%,60%,70%,70%,40%,60%,50%,50%,60%,40%,40%,50%,20%,30%,50%,50%,50%,50%,70%,40%,30%,100%,80%,70%,40%,30%,60%,10%,60%,70%,50%,20%,20%,50%,80%,60%,50%,60%,80%,90%,70%,60%,80%,70%,70%,50%,10%,30%,20%,20%,30%,50%,60%,60%,60%,20%,40%,60%,90%,20%,80%,70%,40%,60%,50%,50%,30%,40%,30%,80%,60%,60%,100%,70%,70%,60%,80%,70%,60%,70%,60%,50%,20%,30%,40%,80%,50%,50%,40%,60%,60%,30%,60%,80%,80%,80%,50%,70%,60%,50%,20%,70%,30%,30%,30%,60%,70%,90%,60%,40%,60%,60%,80%,90%,70%,60%,70%,30%,20%,80%,40%,30%,30%,80%,70%,50%,60%,50%,60%,70%,60%,80%,40%,60%,80%,60%,60%,50%,30%,40%,50%,100%,70%
Probabilistic_crossover_uniform,60%,30%,10%,50%,60%,60%,60%,70%,60%,50%,40%,50%,30%,40%,40%,40%,40%,60%,40%,80%,70%,60%,60%,40%,70%,70%,70%,80%,70%,80%,50%,30%,60%,40%,40%,30%,40%,80%,70%,60%,70%,80%,50%,60%,50%,60%,70%,30%,20%,40%,30%,20%,40%,40%,70%,40%,80%,60%,60%,70%,80%,70%,50%,80%,40%,60%,70%,60%,60%,30%,40%,50%,60%,40%,30%,40%,40%,50%,70%,60%,70%,50%,70%,40%,60%,50%,40%,50%,20%,40%,60%,80%,80%,80%,40%,60%,70%,80%,70%,70%,60%,80%,40%,70%,60%,80%,40%,30%,30%,40%,70%,40%,60%,40%,40%,50%,40%,60%,20%,20%,30%,40%,30%,50%,90%,60%,70%,80%,50%,50%,70%,80%,70%,60%,60%,50%,70%,50%,70%,60%,50%,40%,50%,50%,60%,50%,60%,50%,50%,50%,80%,50%,40%,50%,50%,40%,60%,30%,70%,30%,40%,30%,100%,70%,60%,50%,50%,40%,70%,80%,70%,50%,80%,50%,40%,50%,40%,30%,60%,30%,70%,70%,30%,30%,40%,50%,70%,50%,50%,90%,70%,30%,50%,20%,60%,40%,30%,40%,40%,60%
singe_point_crossover_normal,20%,30%,60%,20%,30%,60%,40%,30%,70%,30%,70%,60%,60%,40%,50%,40%,30%,60%,30%,60%,40%,40%,60%,20%,10%,60%,70%,40%,70%,50%,40%,70%,50%,20%,40%,30%,40%,40%,50%,20%,30%,50%,40%,40%,60%,50%,70%,50%,60%,50%,50%,30%,30%,50%,50%,50%,40%,10%,40%,80%,10%,60%,80%,20%,60%,70%,30%,50%,60%,10%,20%,60%,40%,10%,40%,20%,20%,50%,30%,40%,50%,40%,60%,40%,30%,60%,50%,50%,20%,50%,50%,40%,40%,30%,20%,60%,20%,40%,80%,30%,80%,70%,20%,70%,50%,10%,30%,50%,10%,0%,40%,0%,10%,10%,10%,0%,10%,0%,10%,40%,10%,20%,30%,0%,0%,20%,10%,40%,20%,0%,0%,40%,0%,10%,20%,20%,10%,30%,0%,20%,30%,0%,0%,10%,0%,0%,10%,0%,0%,0%,0%,0%,0%,0%,0%,10%,0%,0%,0%,0%,0%,0%,0%,10%,20%,10%,0%,10%,0%,0%,0%,0%,10%,10%,0%,0%,0%,0%,0%,0%,0%,0%,10%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,10%
singe_point_crossover_uniform,10%,0%,10%,80%,80%,40%,60%,60%,70%,50%,70%,70%,20%,50%,40%,30%,40%,40%,0%,10%,10%,20%,80%,50%,70%,70%,50%,60%,70%,80%,60%,80%,90%,40%,60%,50%,20%,10%,10%,70%,60%,60%,70%,50%,70%,50%,60%,60%,40%,60%,60%,20%,10%,40%,0%,30%,0%,40%,30%,30%,50%,90%,80%,60%,80%,90%,70%,70%,80%,30%,30%,50%,40%,40%,20%,30%,60%,50%,50%,30%,80%,40%,50%,70%,20%,90%,80%,80%,30%,50%,40%,30%,20%,40%,60%,60%,90%,90%,90%,70%,60%,80%,80%,50%,90%,50%,40%,60%,40%,60%,40%,50%,10%,50%,40%,30%,50%,10%,60%,70%,40%,60%,60%,40%,30%,60%,30%,30%,70%,30%,40%,70%,60%,70%,50%,60%,40%,50%,60%,70%,40%,40%,50%,60%,10%,10%,80%,40%,50%,10%,30%,50%,70%,50%,10%,90%,40%,50%,50%,40%,20%,50%,30%,50%,40%,40%,60%,40%,50%,60%,40%,60%,80%,60%,50%,50%,60%,30%,40%,40%,30%,40%,20%,40%,30%,50%,80%,30%,20%,30%,60%,50%,20%,40%,50%,0%,10%,60%,20%,30%
