Function,Times,combination570,combination562
F1,Times1,4.921004792476833e-05,0.0006880454229870339
F1,Times2,4.879306381059027e-05,0.0008036584356331245
F1,Times3,4.965927172471779e-05,0.0004807930996102503
F1,Times4,4.796897662468917e-05,0.0008230189782086455
F1,Times5,4.780161488838323e-05,0.0005502224141183642
F1,Times6,4.902206247871928e-05,0.0006305335407689258
F1,Times7,4.951802668738484e-05,0.0007595318214111339
F1,Times8,4.914138641872462e-05,0.001327473415507174
F1,Times9,4.558583980036148e-05,0.0004796639725736912
F1,Times10,4.433535593397113e-05,0.0008365994265280019
F2,Times1,0.01353163816828562,0.1601662500351613
F2,Times2,0.01422381847463833,0.09200550240991934
F2,Times3,0.01151300964623775,0.1249205904556918
F2,Times4,0.01986031243803615,0.1447913842826098
F2,Times5,0.01683722954495531,0.1094635018295422
F2,Times6,0.01539745206038423,0.1056861331045216
F2,Times7,0.01692179698431234,0.1454622948021815
F2,Times8,0.00873244572597981,0.1727601053701595
F2,Times9,0.0167937513580067,0.1148175826766211
F2,Times10,0.01177650891636695,0.1289845846571085
F3,Times1,0.0004000801462601402,0.03328761524076299
F3,Times2,0.0002693393895612063,0.0319429143406999
F3,Times3,0.0005286338997498974,0.0369957284600681
F3,Times4,0.0002901550258663166,0.01705265546851428
F3,Times5,0.0003284774762812944,0.02724304040814015
F3,Times6,0.0003126863866973795,0.01660724214193469
F3,Times7,0.0002922214957910683,0.01253113492868206
F3,Times8,0.0003656658715528918,0.02930998694675584
F3,Times9,0.0004169341255671641,0.02846238822128558
F3,Times10,0.0003679771007607335,0.03621510179580721
F4,Times1,7.506461323746392,0.1461327460796031
F4,Times2,17.02790398246955,0.2185083270701487
F4,Times3,14.94236241966778,0.1970088787897888
F4,Times4,9.234594494433484,0.1787969777179108
F4,Times5,11.19967126486971,0.2071680874782285
F4,Times6,16.96113059368357,0.1914188904374692
F4,Times7,8.515934830666705,0.1662908676651278
F4,Times8,19.59634569985121,0.1411265839989211
F4,Times9,4.168642466596299,0.1490472489606178
F4,Times10,1.580613350835102,0.1747002417911778
F5,Times1,46.61615519342384,99.50004938671867
F5,Times2,46.65135185384518,37.82006738600853
F5,Times3,38.59412442543757,87.83931238861206
F5,Times4,46.42384984667805,101.6169702811136
F5,Times5,46.52406681580981,203.9130930083047
F5,Times6,109.0972604102582,90.12516509193053
F5,Times7,105.67526351052,150.5767288061328
F5,Times8,46.11117549113597,146.3204916841889
F5,Times9,46.56123752061232,36.42325585104297
F5,Times10,46.42459530626431,153.2182395352445
F6,Times1,4.949721426907304e-05,0.0004058971608229247
F6,Times2,4.809515434802329e-05,0.0003679016809936532
F6,Times3,4.618408751575094e-05,0.0009252363460045972
F6,Times4,4.969911386603268e-05,0.0003688653726574683
F6,Times5,4.965204721881738e-05,0.0004255620958747479
F6,Times6,4.959083520058943e-05,0.000796835862318865
F6,Times7,4.768931667857489e-05,0.0005939158487714924
F6,Times8,4.904284456713709e-05,0.001186030694456123
F6,Times9,4.285835792920738e-05,0.001447786081535119
F6,Times10,4.994883476671458e-05,0.0007287574486695013
F7,Times1,16.86465417644649,20.97885765635227
F7,Times2,14.90172675494726,26.36338374279489
F7,Times3,20.70250878406124,27.76406622457007
F7,Times4,16.22680320980951,25.43833368062545
F7,Times5,17.14826731406669,24.79402816245507
F7,Times6,18.74585138447526,23.84948525305388
F7,Times7,21.45034516340375,26.00463215983591
F7,Times8,19.5472916578539,28.92368263188712
F7,Times9,19.42251826263858,24.55700672705336
F7,Times10,18.18815681907167,32.19537152454127
F8,Times1,-14568.50433039654,-15119.70213013113
F8,Times2,-15497.66352213043,-13798.41420545588
F8,Times3,-15854.48336690007,-13998.89198295052
F8,Times4,-15380.63814971705,-13011.52638980285
F8,Times5,-15278.05461975131,-14866.02550978587
F8,Times6,-15816.14913410386,-14966.25612424766
F8,Times7,-14589.13452645876,-13678.06365224234
F8,Times8,-15613.07727328895,-15204.62645900128
F8,Times9,-15657.02172051234,-12950.84239142515
F8,Times10,-14867.54369428172,-14786.95268510972
F9,Times1,0.001483785384031933,0.1992123344589167
F9,Times2,0.001281644445978003,0.1114799018491546
F9,Times3,0.00127743806367242,0.05348677828039783
