Function,590,593,579,588,589,591,576,587,569,558,592,572,594,542,570,562,575,573,552,555
F1,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
F2,100%,20%,0%,100%,100%,100%,70%,100%,100%,80%,90%,100%,10%,0%,100%,0%,40%,100%,100%,100%
F3,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,50%,100%,100%,100%,100%,100%,100%
F4,80%,0%,0%,30%,0%,10%,0%,70%,0%,0%,10%,0%,0%,0%,0%,0%,0%,0%,0%,10%
F5,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
F6,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
F7,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
F8,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
F9,100%,90%,0%,100%,100%,100%,90%,100%,100%,100%,100%,100%,100%,0%,100%,0%,100%,100%,100%,100%
F10,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
F11,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,90%,100%,100%,100%,100%,100%,100%,100%,100%
F12,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
F13,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
F14,50%,100%,100%,30%,40%,40%,100%,20%,40%,100%,20%,60%,100%,100%,40%,100%,100%,30%,0%,20%
F15,10%,0%,0%,30%,40%,0%,0%,20%,10%,0%,10%,10%,0%,0%,10%,0%,0%,10%,0%,0%
F16,100%,70%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,50%,100%,100%,100%,100%,100%,100%,100%
F17,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
F18,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
F19,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
F20,50%,20%,50%,20%,40%,30%,50%,30%,20%,30%,50%,30%,30%,30%,20%,10%,60%,50%,30%,60%
F21,40%,100%,40%,60%,90%,60%,30%,60%,40%,40%,90%,100%,60%,20%,60%,50%,50%,60%,70%,80%
F22,50%,60%,30%,20%,60%,40%,40%,70%,60%,20%,60%,50%,70%,30%,50%,40%,40%,60%,70%,60%
F23,90%,80%,10%,70%,60%,50%,40%,70%,60%,80%,70%,70%,70%,40%,80%,20%,20%,40%,50%,80%
