,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,Type
0,-0.0269,-0.0008,-0.0005,-0.0124,0.0089,-0.0026,-0.081,-0.0027,-0.0192,-0.0132,-0.0013,-0.0168,-0.0469,-0.0473,-0.0551,-0.0398,-0.0111,-0.0934,-0.0013,-0.1896,-0.2563,-0.0176,-0.001,-0.0418,-0.0099,-0.0051,-0.0136,-0.162,-0.0339,-0.0369,-0.0375,-0.2346,-0.0229,-0.0255,-0.0713,-0.023,-0.0003,-0.0003,-0.0297,-0.0027,-0.0048,-0.0436,-0.0197,-0.0203,-0.122,-0.0544,-0.0214,-0.0351,-0.0117,-0.0031,-0.1565,-0.1097,-0.0087,-0.0122,-0.0031,-0.0366,-0.0005,-0.0201,-0.1762,-0.0289,-0.0297,-0.0792,-0.0111,-0.0128,-0.0032,-0.0004,-0.0673,-0.1393,-0.1636,-0.0616,-0.0475,-0.1595,2.1749,-0.0001,0.5088,-0.0022,-0.017,0.1345,-0.0379,-0.0689,-0.0226,-0.0558,-0.0097,-0.0084,-0.1538,-0.0091,-0.0509,-0.0147,-0.1071,-0.1102,-0.0126,-0.2092,-0.0033,0.3856,-0.0028,-0.0021,-0.0498,-0.0055,-0.0097,-0.0112,-0.0433,-0.0638,-0.0071,-0.0247,-0.0025,-0.043,-0.1149,-0.0519,0.7573,0.4452,-0.0001,-0.0016,-0.0068,-0.0088,-0.0404,-0.05,-0.0235,-0.0057,-0.0375,-0.0571,-0.0405,-0.0929,-0.0912,-0.1525,-0.0432,-0.2414,-0.0158,-0.0019,-0.0032,-0.0052,-0.3439,-0.0042,-0.0917,-0.0604,-0.0297,-0.0861,-0.0351,-0.0227,-0.081,-0.0579,-0.0068,-0.0089,-0.1136,-0.0072,-0.0,-0.0002,-0.0153,-0.0333,-0.0883,-0.0648,-0.0234,-0.0455,-0.0565,-0.0709,-0.0461,-0.012,-0.0263,-0.1933,-0.1308,-0.0216,-0.2773,-0.0218,-0.0022,-0.0003,-0.0014,-0.0092,0.0075,-0.0208,-0.1861,-0.1305,-0.3808,-0.0647,-0.0502,-0.2618,-0.1446,-0.0368,-0.1711,-0.0123,-0.0128,-0.0516,-0.0073,-0.0005,-0.0234,-0.043,-0.0082,-0.0085,-0.0209,-0.0193,-0.0036,-0.0076,-0.0838,-0.0336,-0.1362,-0.0604,-0.1229,-0.0554,-0.0135,-0.1983,-0.0003,-0.0006,Linear_combination_crossover_normal
1,-0.0003,-0.0003,-0.0,-0.0008,-0.0017,-0.0005,-0.0061,-0.0447,-0.032,-0.0013,-0.0374,-0.0027,0.6336,-0.0881,-0.0194,-0.0364,-0.0793,-0.0167,-0.0223,-0.0302,-0.1673,-0.0661,-0.0015,-0.0678,-0.0035,-0.0156,-0.0174,-0.0072,-0.0039,-0.2449,-0.0659,-0.014,-0.0952,-0.0407,-0.0265,-0.1091,-0.0003,-0.0022,-0.0002,-0.0111,-0.0024,-0.0093,-0.0085,-0.019,-0.0039,-0.0083,-0.0283,-0.163,0.4417,-0.0034,0.1319,-0.0796,-0.0511,-0.0595,-0.1128,-0.0,-0.0,-0.0002,-0.0888,-0.1144,-0.0004,-0.081,-0.0008,-0.001,-0.2059,-0.004,-0.2125,-0.0737,-0.0043,-0.0691,-0.0115,-0.0048,-0.0001,-0.0006,-0.0007,-0.0034,-0.0032,-0.0124,-0.0049,-0.0093,-0.0242,-0.1753,-0.0407,-0.0544,0.0075,-0.0004,-0.1591,-0.0385,-0.0234,-0.0069,-0.0,-0.0001,-0.0342,-0.0011,-0.0002,-0.0154,-0.0019,-0.0034,-0.0391,-0.1325,-0.0055,-0.0443,-0.0031,-0.0055,-0.2075,-0.0049,-0.0189,-0.015,-0.0004,-0.0003,-0.3732,-0.0015,0.0636,-0.0063,-0.01,0.1292,-0.0366,-0.0116,-0.0718,-0.003,-0.0762,-0.0032,-0.0319,-0.1256,-0.0981,-0.0712,-0.0343,-0.0002,-0.0002,-0.0052,-0.0101,-0.0054,-0.008,-0.0411,-0.0018,-0.0045,-0.0063,-0.0704,-0.1419,-0.0031,-0.0066,-0.0628,-0.0558,-0.0118,0.2618,-0.0,-0.0004,-0.0118,-0.0013,-0.1134,-0.0054,-0.0061,-0.0075,-0.0112,-0.2885,-0.006,-0.0404,-0.0261,0.133,-0.0571,-0.0048,-0.0387,-0.0001,-0.0157,-0.0001,-0.0147,-0.0257,-0.0001,0.7581,-0.0477,-0.026,-0.0996,-0.0483,-0.0834,-0.0071,-0.0075,-0.0008,-0.0194,-0.0647,-0.2863,-0.0004,-0.0006,0.1333,-0.0019,-0.0037,-0.0943,-0.0038,-0.0068,-0.0135,-0.0034,-0.0103,-0.0325,-0.0227,-0.001,-0.0001,-0.0505,-0.0367,-0.0908,-0.0336,-0.0839,Linear_combination_crossover_uniform
2,-0.0009,-0.0007,2.3714,-0.0127,0.0738,-0.023,-0.0312,-0.0646,-0.0457,-0.0751,-0.0,-0.0386,-0.1232,-0.1436,-0.4985,-0.2159,-0.3445,-0.1887,-0.0,-0.0015,-0.0003,-0.2195,0.136,-0.0045,-0.043,-0.0725,-0.0415,-0.0012,-0.0183,-0.003,-0.2255,-0.0007,-0.1066,-0.033,-0.1012,-0.2219,-0.0035,0.1899,0.0701,1.4528,-0.0195,-0.0043,-0.0104,-0.0656,-0.0502,-0.1481,-0.079,-0.1006,-0.0086,-0.0835,-0.004,-0.0024,-0.0692,-0.0249,-0.0004,-0.0025,-0.0017,0.448,-0.0124,-0.0104,-0.0035,-0.1727,-0.0888,-0.0208,-0.0017,-0.0383,-0.1258,-0.0302,-0.0649,-0.1449,-0.1162,-0.0576,-0.0003,6.9577,1.0746,0.2618,0.3817,0.1317,-0.0003,-0.0074,-0.079,-0.0549,-0.1198,-0.142,-0.0662,-0.0257,-0.0299,-0.0829,-0.0542,-0.362,-0.0004,-0.0008,0.3173,-0.0017,-0.0133,0.1349,-0.0065,-0.0666,-0.1615,-0.0638,-0.0087,-0.0697,-0.0007,-0.0696,-0.033,-0.0593,-0.1116,-0.2679,3.1371,1.756,-0.0011,-0.0111,0.7587,-0.0054,-0.0022,-0.0292,-0.1384,-0.0385,-0.0093,-0.0451,-0.0467,-0.2138,-0.0214,-0.1899,-0.1339,-0.0544,-0.0003,3.2792,1.0147,-0.0028,0.3189,-0.0002,-0.1613,-0.0456,-0.0062,-0.0666,-0.0424,-0.0807,-0.0925,-0.1246,-0.0622,-0.0995,-0.0466,-0.0078,1.6155,-0.0002,-0.0006,0.6337,2.4134,-0.0298,-0.0037,-0.0577,-0.0475,-0.0005,-0.2564,-0.0552,-0.0098,-0.0552,-0.0208,-0.0283,-0.0272,-0.0171,-0.0001,-0.0005,-0.0019,-0.0022,0.8182,0.3837,-0.0595,-0.0238,-0.0264,-0.0371,-0.0969,-0.0245,-0.1247,-0.0229,-0.0141,-0.1725,-0.0207,-0.0664,-0.0,-0.0005,-0.0028,-0.0049,-0.0016,2.404,-0.0982,-0.02,-0.036,-0.063,-0.0904,-0.0296,-0.3081,-0.0236,-0.0001,-0.1062,-0.0039,-0.0153,-0.0,4.0242,Probabilistic_crossover_normal
3,0.0034,-0.0001,-0.0007,5.9548,0.2551,-0.0013,-0.0242,-0.0167,-0.0082,3.1028,-0.0886,-0.0231,-0.1216,-0.03,0.2567,-0.1337,-0.4757,-0.159,-0.0002,1.4248,-0.0002,-0.0022,1.7983,1.3829,-0.0172,-0.0169,0.0089,-0.0441,-0.0083,-0.0088,-0.1286,-0.0855,-0.0783,-0.0724,-0.0609,-0.205,6.7656,-0.0002,-0.0002,-0.0079,-0.0077,-0.0024,1.8135,5.6974,0.0111,1.8276,-0.0116,0.2582,-0.0002,-0.0227,0.5125,-0.126,-0.3671,-0.2775,0.0086,0.2618,-0.0002,-0.0036,-0.0197,0.0738,0.0096,-0.0135,-0.0188,-0.0286,1.2609,4.1481,0.0681,0.1929,-0.0133,-0.0254,-0.0614,-0.0903,-0.0,1.1183,3.9615,-0.0436,3.364,2.4913,-0.0007,-0.0043,-0.007,2.8542,-0.0539,1.5792,-0.0106,-0.0123,0.7768,-0.0743,-0.02,-0.1299,0.1308,-0.0007,1.695,-0.0018,-0.0089,-0.0056,-0.003,-0.0037,0.888,-0.0195,-0.0356,-0.022,-0.0004,0.3822,-0.0251,-0.0111,-0.0015,-0.2175,0.5778,1.2338,-0.0006,1.6155,-0.0016,0.5732,1.2011,2.4473,-0.0187,-0.002,0.133,0.5736,0.5088,0.0075,1.3838,-0.2477,-0.0068,-0.065,0.5715,-0.0,0.136,-0.0012,-0.0057,-0.002,-0.0053,-0.0036,-0.0013,0.8264,1.8255,0.6381,-0.1176,0.1302,0.2582,-0.3917,-0.0809,-0.0062,2.7572,1.7477,-0.0001,-0.0037,1.8616,-0.0031,-0.012,-0.0082,1.0013,0.8809,-0.0078,0.7751,0.133,0.2579,-0.0328,-0.0046,-0.1859,-0.1386,-0.0023,0.7602,-0.0003,-0.0001,-0.0012,-0.0028,0.5645,-0.0051,2.8633,-0.0497,3.9615,-0.0945,-0.0311,-0.1481,0.0681,-0.0002,-0.325,-0.0887,0.0075,-0.0003,2.2507,0.3241,-0.0029,2.1075,-0.0003,-0.0187,-0.0199,-0.0061,-0.0122,-0.0261,1.7941,0.3814,1.6935,-0.0278,-0.0559,-0.1512,0.5721,-0.0001,Probabilistic_crossover_uniform
4,1.4974,3.7958,-0.0017,-0.0668,1.1504,-0.0031,0.4293,0.0765,-0.0529,-0.1724,-0.2627,-0.0446,0.2982,-0.0107,-0.0461,-0.0233,-0.054,-0.0489,-0.0019,0.4499,-0.0325,-0.0057,-0.0032,3.573,0.4108,-0.0317,-0.0232,-0.0089,-0.1013,-0.2185,-0.0098,-0.0212,-0.0743,-0.0322,-0.0984,-0.0655,0.2649,-0.0004,1.1368,1.0193,3.9105,0.9572,0.4994,0.0429,-0.0058,-0.0154,-0.0412,-0.004,3.0383,-0.0292,-0.0013,-0.1311,0.3525,-0.0269,2.241,0.4477,-0.0,-0.0481,-0.0019,-0.0009,-0.2168,-0.0012,-0.0309,-0.0472,-0.006,-0.0608,-0.2157,-0.1209,-0.0361,-0.1173,1.2481,-0.0616,-0.0,6.6191,5.7569,-0.0048,0.4935,1.017,2.5939,-0.012,-0.0155,1.1766,-0.0832,-0.0404,0.2822,-0.0004,-0.0819,0.4889,-0.0625,-0.0484,-0.0005,0.5148,-0.0013,0.5807,0.9599,-0.0044,0.6434,-0.0057,-0.0029,-0.1505,-0.0237,-0.0076,-0.1465,-0.0498,-0.1508,3.4974,-0.1494,-0.1511,0.6075,2.547,4.6512,0.7553,0.8529,0.7755,2.5118,2.3296,5.1535,4.1306,2.1125,0.3974,1.9442,-0.012,-0.06,13150.0538,0.7612,0.6448,0.9964,1.1578,3.9842,0.8209,0.3228,0.3452,1.0039,2.8246,-0.0072,321.1187,0.2188,0.8491,0.0951,1.0377,-0.2281,6.145,2.9708,0.9824,11.7982,26.3406,1.5768,2.8468,1765.8855,0.4263,5.4461,5.159,5.3492,44943.833,19.4466,1.1566,74.6276,3.8704,34.6776,158990.6184,3261849.0792,4.8948,0.7553,25.7142,-0.0,22075.9042,995.6365,0.1133,18515.8394,6.6892,4.2551,1.8766,1.5862,0.8417,20.0721,4.749,0.5575,1862110.0536,1931.7576,9.6217,213439.1187,23.7002,-0.005,184.4214,2773.4297,136361.7606,187472.3972,6.2978,9.0923,2392448.8616,1869.3902,87738.6918,79214.6641,558319.1294,115330.7275,14220225.0059,4291860.8519,43527.181,1.8727,-0.0354,singe_point_crossover_normal
5,6.191,0.9798,3.4939,-0.0017,-0.0317,-0.0169,-0.0074,2.5847,-0.0111,-0.0958,-0.0646,0.5105,-0.2069,-0.0862,0.636,-0.0318,-0.0594,-0.0172,3.4251,3.4931,2.1561,1.3963,-0.0045,-0.0014,-0.0013,-0.0132,-0.0022,-0.0251,-0.0042,1.1427,-0.0067,-0.009,-0.0684,-0.0561,-0.0346,-0.2044,2.5389,3.3974,0.5258,-0.007,-0.0023,0.4454,2.0375,3.1293,-0.001,3.3536,0.7552,2.5509,1.1873,-0.048,-0.0518,0.0781,-0.1422,-0.0291,3.9846,4.2539,1.4958,8.4361,0.5657,5.6351,-0.0047,-0.0018,-0.0146,-0.0128,-0.004,-0.0067,-0.0442,-0.0006,-0.0318,-0.0637,-0.0504,-0.0072,5.3505,-0.0,0.5212,-0.0006,0.6343,0.9486,-0.0743,1.7714,-0.0079,1.4053,2.896,-0.0087,0.234,-0.0056,-0.0055,-0.0188,-0.1321,-0.0184,1.9625,7.4556,2.4286,1.016,-0.0012,-0.0068,-0.0022,-0.0071,-0.0128,-0.0023,1.3958,-0.0011,-0.0046,-0.0732,-0.0056,-0.0309,-0.0101,-0.0385,3.1437,1.4415,1.1278,0.8689,1.2762,-0.0184,0.7309,0.2382,-0.0031,0.2793,-0.0022,3.5429,-0.07,-0.0164,1.0287,-0.0506,-0.2618,-0.192,2.8736,0.8163,3.6186,-0.0069,0.1412,-0.0166,0.6428,2.1768,0.0089,1.3012,1.2747,-0.0037,-0.0181,-0.0975,-0.0627,-0.0529,-0.0266,-0.0118,3.6229,-0.0,-0.0001,-0.0041,1.8595,0.7805,2.6811,-0.0049,-0.0139,-0.0127,-0.0328,-0.001,-0.0329,-0.0487,-0.0974,-0.0045,-0.2444,-0.1929,0.2619,3.1458,1.4958,0.4569,-0.0011,-0.002,-0.0532,-0.0035,-0.0626,-0.1743,-0.0046,-0.0498,-0.0357,0.3603,-0.0032,-0.0909,-0.0192,-0.1271,2.0109,6.5476,-0.0001,0.8911,0.3481,2.5176,-0.016,-0.0009,-0.0662,-0.0257,-0.0635,-0.0574,-0.2691,-0.0758,-0.0149,-0.0568,0.1123,-0.0249,4.9985,2.1784,singe_point_crossover_uniform
6,-0.0004,-0.0004,-0.0005,-0.0021,-0.0023,-0.0439,-0.0,-0.0406,-0.1856,-0.0103,-0.0136,-0.0003,-0.0609,-0.0776,-0.0582,-0.1111,-0.0009,-0.148,-0.1619,-0.0003,-0.0007,-0.0042,-0.0951,-0.0199,-0.0469,-0.1147,-0.0062,-0.003,-0.0767,-0.0125,-0.019,-0.0412,-0.006,-0.0292,-0.0453,-0.0453,-0.0035,-0.0054,-0.0018,-0.0149,0.0681,-0.0216,-0.0417,-0.0215,-0.1088,-0.0056,-0.0355,-0.0185,-0.0148,-0.0039,-0.0829,-0.0169,-0.0172,-0.0162,-0.0,-0.0012,-0.0005,-0.0237,-0.0011,-0.0017,-0.0486,-0.0712,-0.0043,-0.1064,-0.1696,-0.0905,-0.0307,-0.0155,-0.0524,-0.0988,-0.0767,-0.0208,-0.0005,1.6918,-0.0026,-0.0395,-0.0023,-0.1093,-0.008,-0.0141,-0.0746,-0.0704,-0.0498,-0.0092,-0.0475,-0.0728,-0.0592,-0.0128,-0.033,-0.0879,-0.0023,-0.0189,-0.0488,-0.0477,-0.0109,-0.0238,-0.0186,-0.279,-0.0591,-0.0344,-0.0378,-0.0664,-0.0231,-0.0212,-0.002,-0.1698,-0.075,-0.0065,-0.001,-0.0002,-0.0003,-0.0237,-0.0181,-0.0004,-0.0412,-0.0216,-0.0057,-0.0343,-0.01,-0.0303,-0.0556,-0.2358,-0.0697,-0.238,-0.1137,-0.04,-0.0076,-0.0006,-0.0025,-0.4014,-0.1161,-0.0061,-0.2691,-0.0009,-0.256,-0.1437,-0.0181,-0.1184,-0.0883,-0.0195,-0.1804,-0.0916,-0.11,-0.0356,0.2507,-0.0019,-0.0004,-0.0244,-0.0031,-0.0739,-0.0401,-0.017,-0.2272,-0.0138,-0.0387,-0.0258,-0.1076,-0.0416,-0.2116,-0.0276,-0.1406,-0.0176,-0.0409,-0.064,-0.0048,-0.039,-0.0394,-0.0597,-0.0089,-0.0158,-0.0085,-0.056,-0.0713,-0.1493,-0.2692,-0.1142,-0.2231,-0.0017,-0.0814,-0.1887,-0.0008,-0.0521,0.6948,-0.028,-0.0055,0.7603,-0.0056,-0.0121,-0.0106,-0.2183,-0.0037,-0.1368,-0.0313,-0.0598,-0.0993,-0.0552,-0.0001,-0.003,-0.0,-0.0591,Linear_combination_crossover_normal
7,-0.0004,0.1899,-0.0,0.2581,-0.001,-0.0026,-0.0068,-0.0056,-0.0043,-0.0232,-0.022,4.1926,-0.0012,-0.0522,-0.0593,-0.049,-0.166,-0.0057,-0.0209,-0.0004,-0.0003,-0.0087,-0.0089,-0.0004,-0.0726,-0.0517,-0.0471,-0.0119,-0.0228,-0.1526,-0.0162,-0.001,-0.1826,-0.0431,-0.0016,-0.0184,-0.0001,-0.0001,-0.0002,-0.0013,-0.0102,-0.0053,0.3817,-0.0145,-0.0019,-0.013,-0.0003,1.0099,-0.0229,-0.0084,-0.0026,-0.0434,-0.0619,-0.0131,-0.0001,-0.0,-0.0001,-0.0058,-0.0517,-0.0115,0.0075,-0.0077,-0.1021,-0.0014,-0.299,-0.0114,-0.0209,-0.0952,-0.0392,-0.026,-0.0583,-0.0046,-0.0029,-0.0008,-0.0002,-0.0205,-0.004,-0.0042,-0.0151,-0.0537,-0.1001,-0.0051,0.6781,-0.0007,0.0075,-0.0203,0.0738,-0.0132,-0.0351,-0.0246,-0.0004,-0.0734,1.7404,-0.004,-0.0016,-0.029,-0.0018,-0.029,-0.0211,-0.0217,-0.31,-0.0179,-0.0127,-0.3607,-0.0079,-0.0122,-0.2025,-0.0239,-0.0002,-0.0003,-0.0,-0.0018,-0.0064,-0.0109,-0.0017,-0.0008,0.9377,-0.0506,-0.0287,-0.0144,0.3795,-0.0004,-0.0052,-0.0242,-0.0181,-0.1522,-0.1422,-0.015,-0.0,-0.0108,-0.1366,-0.0003,-0.0251,-0.0238,-0.0284,-0.0016,-0.0018,-0.0132,-0.0262,-0.0462,-0.0646,-0.0331,-0.0063,-0.0963,-0.0195,-0.0,-0.0002,1.4967,0.3225,-0.0035,0.3148,-0.0031,-0.0125,-0.0021,-0.1024,-0.0237,-0.0124,0.0075,-0.0193,-0.0305,-0.0708,-0.0232,0.1302,-0.0001,-0.0002,-0.0806,-0.0125,-0.0021,-0.1019,-0.0093,-0.009,-0.1265,-0.0911,-0.0817,-0.236,-0.0084,-0.0102,-0.183,-0.0378,-0.2505,0.4436,-0.0003,-0.1929,0.4478,0.0715,-0.0002,0.4377,-0.0099,-0.0297,-0.006,-0.0211,-0.1171,2.7621,-0.0161,0.1302,-0.2178,-0.0409,-0.0408,-0.0002,-0.0006,Linear_combination_crossover_uniform
8,-0.0031,0.0015,-0.0006,-0.0318,-0.0051,1.3217,0.0075,-0.0257,-0.0019,-0.107,-0.0337,-0.0544,-0.127,-0.1055,-0.1005,-0.0236,-0.2322,-0.6064,-0.0002,-0.0004,-0.0011,0.2582,0.3189,-0.0289,-0.024,-0.1041,-0.0188,-0.025,-0.0331,-0.0036,-0.0025,-0.019,-0.0573,-0.0459,-0.0692,-0.0146,-0.0002,-0.0002,-0.0002,0.3204,-0.0066,0.0059,-0.1324,-0.0943,-0.1098,-0.2671,-0.0144,-0.1386,-0.0339,-0.0801,-0.0448,-0.1061,-0.1549,-0.1908,-0.0001,-0.0014,-0.0011,3.2381,-0.0384,-0.0256,-0.1207,-0.0137,-0.0168,-0.1314,-0.0118,-0.0735,-0.0576,-0.0742,-0.0492,-0.1052,-0.1558,-0.0197,-0.0015,0.439,1.8665,0.0074,3.8564,-0.1532,-0.008,0.0738,-0.0322,-0.1504,-0.1825,-0.0622,-0.2028,-0.1397,-0.0413,-0.0082,-0.1787,-0.2918,1.1908,-0.0002,-0.0044,-0.0356,0.5718,-0.016,-0.0046,-0.0041,-0.0045,-0.0499,-0.0305,-0.008,-0.0971,-0.0268,-0.1211,-0.3661,-0.0236,-0.015,2.8942,-0.0004,-0.1011,3.118,-0.3425,0.0075,-0.0981,-0.0309,-0.1985,-0.0227,-0.0064,-0.0041,-0.1219,-0.0156,-0.1422,-0.2089,-0.0776,-0.0054,-0.0004,-0.0006,-0.0004,-0.0269,-0.0021,-0.0002,-0.0112,-0.007,-0.0104,-0.0301,-0.0301,-0.0314,-0.0007,-0.1459,-0.0887,-0.1321,-0.0234,-0.0127,0.0111,0.1345,1.9936,-0.0004,-0.001,-0.0012,-0.0151,-0.0348,-0.011,-0.1261,-0.0047,-0.0379,-0.1331,-0.0043,-0.1071,-0.0186,-0.2593,-0.1529,-0.0,-0.0026,-0.001,0.1973,-0.0019,-0.0006,-0.1768,-0.0216,-0.0157,-0.0135,-0.0824,-0.056,-0.0927,-0.1932,-0.0191,-0.0427,-0.2341,-0.0138,-0.0003,9.0184,-0.0014,1.3825,0.3222,0.6322,-0.0032,-0.0385,-0.0002,-0.058,-0.096,-0.0196,-0.0235,-0.0475,-0.031,-0.0635,-0.0787,-0.1013,-0.0003,-0.0003,Probabilistic_crossover_normal
9,0.371,-0.0,0.5778,-0.0166,-0.0006,-0.0073,-0.0034,1.5595,3.5719,1.5117,0.0075,3.1367,0.4474,1.927,0.6354,-0.0232,-0.2269,-0.0976,0.8702,-0.0004,-0.0002,1.8083,-0.0115,1.6719,-0.0016,0.5125,1.544,-0.0173,1.2767,-0.0011,-0.0041,0.3814,-0.0007,-0.3196,-0.0454,-0.1811,2.6158,-0.0001,-0.0,-0.0066,-0.0009,-0.0056,-0.0154,-0.0063,-0.0005,-0.0184,0.4436,0.4478,0.6352,-0.2701,-0.04,-0.1964,-0.2809,-0.1043,-0.0001,2.1301,0.134,3.8357,1.2655,-0.0061,-0.0001,-0.0004,-0.0191,1.7468,0.1345,-0.0888,-0.0012,-0.0361,-0.0042,-0.0865,-0.0481,-0.083,-0.0,1.4998,2.0787,-0.006,-0.0011,5.6304,0.0111,-0.0059,-0.0077,-0.0471,0.5696,0.0111,3.209,-0.0269,-0.0184,-0.037,-0.0545,-0.3052,-0.0001,-0.0006,-0.0002,5.6214,1.6155,-0.0,-0.004,-0.0161,0.3208,0.4436,-0.1336,-0.0015,0.2596,0.4392,-0.0351,-0.011,-0.1439,-0.0141,0.3837,-0.0011,-0.0012,-0.0074,-0.0018,-0.0073,-0.021,-0.0034,1.0275,-0.0264,-0.0876,-0.0673,4.9971,-0.0004,2.1163,-0.1558,-0.0044,-0.0203,-0.0,-0.0002,4.6092,0.0074,-0.0039,-0.001,-0.0113,0.0086,-0.0039,-0.0081,-0.0038,0.3756,-0.0049,-0.1605,-0.0003,-0.0396,-0.0892,-0.2224,-0.0,-0.0,1.8665,8.5271,0.0096,0.0111,-0.0067,-0.0074,-0.0811,1.8655,0.0111,0.5258,0.0111,0.5711,-0.0007,-0.1792,-0.0589,-0.2277,-0.0001,-0.0,-0.0004,0.2567,-0.0004,1.826,0.3208,-0.0033,0.3852,-0.0299,-0.0585,-0.0262,0.2581,-0.0227,0.3847,-0.0579,-0.0008,-0.0944,2.8615,2.8039,1.7085,-0.0074,1.5792,-0.0061,0.0695,-0.0012,-0.007,-0.006,0.8162,0.5088,0.1924,-0.0165,-0.0389,-0.0953,-0.0209,-0.1213,-0.0001,1.1947,Probabilistic_crossover_uniform
