,num_generations,mutation_rate,num_individuals,crossover_rate,mutation_type,crossover_type,local_search_rate,local_search_type,search_radius,threshold,dimensions,gg,selection_method,length_of_local_search,fitness_function,algorithm
185,1000000,0.01,200,0.5,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.8,sorted_selection_part,3,5,Baldwin
186,1000000,0.01,200,0.5,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.8,sorted_selection_part,3,7,Baseline
187,1000000,0.01,200,0.5,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.8,sorted_selection_part,3,7,Lamarck
188,1000000,0.01,200,0.5,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.8,sorted_selection_part,3,7,Baldwin
189,1000000,0.01,200,0.5,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.8,sorted_selection_part,3,8,Baseline
190,1000000,0.01,200,0.5,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.8,sorted_selection_part,3,8,Lamarck
191,1000000,0.01,200,0.5,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.8,sorted_selection_part,3,8,Baldwin
192,1000000,0.01,200,0.5,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.8,sorted_selection_part,3,10,Baseline
193,1000000,0.01,200,0.5,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.8,sorted_selection_part,3,10,Lamarck
194,1000000,0.01,200,0.5,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.8,sorted_selection_part,3,10,Baldwin
195,1000000,0.01,200,0.5,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.8,sorted_selection_part,3,13,Baseline
196,1000000,0.01,200,0.5,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.8,sorted_selection_part,3,13,Lamarck
197,1000000,0.01,200,0.5,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.8,sorted_selection_part,3,13,Baldwin
198,1000000,0.04,100,0.7,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.99,sorted_selection_part,3,1,Baseline
199,1000000,0.04,100,0.7,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.99,sorted_selection_part,3,1,Lamarck
200,1000000,0.04,100,0.7,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.99,sorted_selection_part,3,1,Baldwin
201,1000000,0.04,100,0.7,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.99,sorted_selection_part,3,5,Baseline
202,1000000,0.04,100,0.7,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.99,sorted_selection_part,3,5,Lamarck
203,1000000,0.04,100,0.7,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.99,sorted_selection_part,3,5,Baldwin
204,1000000,0.04,100,0.7,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.99,sorted_selection_part,3,7,Baseline
205,1000000,0.04,100,0.7,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.99,sorted_selection_part,3,7,Lamarck
206,1000000,0.04,100,0.7,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.99,sorted_selection_part,3,7,Baldwin
207,1000000,0.04,100,0.7,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.99,sorted_selection_part,3,8,Baseline
208,1000000,0.04,100,0.7,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.99,sorted_selection_part,3,8,Lamarck
209,1000000,0.04,100,0.7,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.99,sorted_selection_part,3,8,Baldwin
210,1000000,0.04,100,0.7,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.99,sorted_selection_part,3,10,Baseline
211,1000000,0.04,100,0.7,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.99,sorted_selection_part,3,10,Lamarck
212,1000000,0.04,100,0.7,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.99,sorted_selection_part,3,10,Baldwin
213,1000000,0.04,100,0.7,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.99,sorted_selection_part,3,13,Baseline
214,1000000,0.04,100,0.7,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.99,sorted_selection_part,3,13,Lamarck
215,1000000,0.04,100,0.7,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.99,sorted_selection_part,3,13,Baldwin
216,1000000,0.04,100,0.5,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.8,sorted_selection_part,3,1,Baseline
217,1000000,0.04,100,0.5,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.8,sorted_selection_part,3,1,Lamarck
218,1000000,0.04,100,0.5,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.8,sorted_selection_part,3,1,Baldwin
219,1000000,0.04,100,0.5,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.8,sorted_selection_part,3,5,Baseline
220,1000000,0.04,100,0.5,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.8,sorted_selection_part,3,5,Lamarck
221,1000000,0.04,100,0.5,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.8,sorted_selection_part,3,5,Baldwin
222,1000000,0.04,100,0.5,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.8,sorted_selection_part,3,7,Baseline
223,1000000,0.04,100,0.5,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.8,sorted_selection_part,3,7,Lamarck
224,1000000,0.04,100,0.5,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.8,sorted_selection_part,3,7,Baldwin
225,1000000,0.04,100,0.5,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.8,sorted_selection_part,3,8,Baseline
226,1000000,0.04,100,0.5,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.8,sorted_selection_part,3,8,Lamarck
227,1000000,0.04,100,0.5,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.8,sorted_selection_part,3,8,Baldwin
228,1000000,0.04,100,0.5,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.8,sorted_selection_part,3,10,Baseline
229,1000000,0.04,100,0.5,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.8,sorted_selection_part,3,10,Lamarck
230,1000000,0.04,100,0.5,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.8,sorted_selection_part,3,10,Baldwin
231,1000000,0.04,100,0.5,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.8,sorted_selection_part,3,13,Baseline
232,1000000,0.04,100,0.5,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.8,sorted_selection_part,3,13,Lamarck
233,1000000,0.04,100,0.5,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.8,sorted_selection_part,3,13,Baldwin
234,1000000,0.02,100,0.6,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.8,sorted_selection_all,3,1,Baseline
235,1000000,0.02,100,0.6,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.8,sorted_selection_all,3,1,Lamarck
236,1000000,0.02,100,0.6,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.8,sorted_selection_all,3,1,Baldwin
237,1000000,0.02,100,0.6,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.8,sorted_selection_all,3,5,Baseline
238,1000000,0.02,100,0.6,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.8,sorted_selection_all,3,5,Lamarck
239,1000000,0.02,100,0.6,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.8,sorted_selection_all,3,5,Baldwin
240,1000000,0.02,100,0.6,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.8,sorted_selection_all,3,7,Baseline
241,1000000,0.02,100,0.6,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.8,sorted_selection_all,3,7,Lamarck
242,1000000,0.02,100,0.6,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.8,sorted_selection_all,3,7,Baldwin
243,1000000,0.02,100,0.6,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.8,sorted_selection_all,3,8,Baseline
244,1000000,0.02,100,0.6,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.8,sorted_selection_all,3,8,Lamarck
245,1000000,0.02,100,0.6,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.8,sorted_selection_all,3,8,Baldwin
246,1000000,0.02,100,0.6,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.8,sorted_selection_all,3,10,Baseline
247,1000000,0.02,100,0.6,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.8,sorted_selection_all,3,10,Lamarck
248,1000000,0.02,100,0.6,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.8,sorted_selection_all,3,10,Baldwin
249,1000000,0.02,100,0.6,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.8,sorted_selection_all,3,13,Baseline
250,1000000,0.02,100,0.6,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.8,sorted_selection_all,3,13,Lamarck
251,1000000,0.02,100,0.6,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.8,sorted_selection_all,3,13,Baldwin
252,1000000,0.04,100,0.7,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.8,sorted_selection_part,3,1,Baseline
253,1000000,0.04,100,0.7,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.8,sorted_selection_part,3,1,Lamarck
254,1000000,0.04,100,0.7,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.8,sorted_selection_part,3,1,Baldwin
255,1000000,0.04,100,0.7,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.8,sorted_selection_part,3,5,Baseline
256,1000000,0.04,100,0.7,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.8,sorted_selection_part,3,5,Lamarck
257,1000000,0.04,100,0.7,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.8,sorted_selection_part,3,5,Baldwin
258,1000000,0.04,100,0.7,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.8,sorted_selection_part,3,7,Baseline
259,1000000,0.04,100,0.7,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.8,sorted_selection_part,3,7,Lamarck
260,1000000,0.04,100,0.7,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.8,sorted_selection_part,3,7,Baldwin
261,1000000,0.04,100,0.7,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.8,sorted_selection_part,3,8,Baseline
262,1000000,0.04,100,0.7,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.8,sorted_selection_part,3,8,Lamarck
263,1000000,0.04,100,0.7,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.8,sorted_selection_part,3,8,Baldwin
264,1000000,0.04,100,0.7,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.8,sorted_selection_part,3,10,Baseline
265,1000000,0.04,100,0.7,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.8,sorted_selection_part,3,10,Lamarck
266,1000000,0.04,100,0.7,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.8,sorted_selection_part,3,10,Baldwin
267,1000000,0.04,100,0.7,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.8,sorted_selection_part,3,13,Baseline
268,1000000,0.04,100,0.7,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.8,sorted_selection_part,3,13,Lamarck
269,1000000,0.04,100,0.7,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.8,sorted_selection_part,3,13,Baldwin
270,1000000,0.02,100,0.7,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.5,sorted_selection_part,3,1,Baseline
271,1000000,0.02,100,0.7,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.5,sorted_selection_part,3,1,Lamarck
272,1000000,0.02,100,0.7,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.5,sorted_selection_part,3,1,Baldwin
273,1000000,0.02,100,0.7,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.5,sorted_selection_part,3,5,Baseline
274,1000000,0.02,100,0.7,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.5,sorted_selection_part,3,5,Lamarck
275,1000000,0.02,100,0.7,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.5,sorted_selection_part,3,5,Baldwin
276,1000000,0.02,100,0.7,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.5,sorted_selection_part,3,7,Baseline
277,1000000,0.02,100,0.7,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.5,sorted_selection_part,3,7,Lamarck
278,1000000,0.02,100,0.7,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.5,sorted_selection_part,3,7,Baldwin
279,1000000,0.02,100,0.7,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.5,sorted_selection_part,3,8,Baseline
280,1000000,0.02,100,0.7,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.5,sorted_selection_part,3,8,Lamarck
281,1000000,0.02,100,0.7,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.5,sorted_selection_part,3,8,Baldwin
282,1000000,0.02,100,0.7,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.5,sorted_selection_part,3,10,Baseline
283,1000000,0.02,100,0.7,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.5,sorted_selection_part,3,10,Lamarck
284,1000000,0.02,100,0.7,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.5,sorted_selection_part,3,10,Baldwin
285,1000000,0.02,100,0.7,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.5,sorted_selection_part,3,13,Baseline
286,1000000,0.02,100,0.7,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.5,sorted_selection_part,3,13,Lamarck
287,1000000,0.02,100,0.7,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.5,sorted_selection_part,3,13,Baldwin
288,1000000,0.04,100,0.6,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.8,sorted_selection_part,3,1,Baseline
289,1000000,0.04,100,0.6,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.8,sorted_selection_part,3,1,Lamarck
290,1000000,0.04,100,0.6,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.8,sorted_selection_part,3,1,Baldwin
291,1000000,0.04,100,0.6,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.8,sorted_selection_part,3,5,Baseline
292,1000000,0.04,100,0.6,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.8,sorted_selection_part,3,5,Lamarck
293,1000000,0.04,100,0.6,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.8,sorted_selection_part,3,5,Baldwin
294,1000000,0.04,100,0.6,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.8,sorted_selection_part,3,7,Baseline
295,1000000,0.04,100,0.6,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.8,sorted_selection_part,3,7,Lamarck
296,1000000,0.04,100,0.6,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.8,sorted_selection_part,3,7,Baldwin
297,1000000,0.04,100,0.6,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.8,sorted_selection_part,3,8,Baseline
298,1000000,0.04,100,0.6,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.8,sorted_selection_part,3,8,Lamarck
299,1000000,0.04,100,0.6,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.8,sorted_selection_part,3,8,Baldwin
300,1000000,0.04,100,0.6,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.8,sorted_selection_part,3,10,Baseline
301,1000000,0.04,100,0.6,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.8,sorted_selection_part,3,10,Lamarck
302,1000000,0.04,100,0.6,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.8,sorted_selection_part,3,10,Baldwin
303,1000000,0.04,100,0.6,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.8,sorted_selection_part,3,13,Baseline
304,1000000,0.04,100,0.6,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.8,sorted_selection_part,3,13,Lamarck
305,1000000,0.04,100,0.6,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.8,sorted_selection_part,3,13,Baldwin
306,1000000,0.02,100,0.6,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.5,sorted_selection_part,3,1,Baseline
307,1000000,0.02,100,0.6,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.5,sorted_selection_part,3,1,Lamarck
308,1000000,0.02,100,0.6,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.5,sorted_selection_part,3,1,Baldwin
309,1000000,0.02,100,0.6,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.5,sorted_selection_part,3,5,Baseline
310,1000000,0.02,100,0.6,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.5,sorted_selection_part,3,5,Lamarck
311,1000000,0.02,100,0.6,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.5,sorted_selection_part,3,5,Baldwin
312,1000000,0.02,100,0.6,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.5,sorted_selection_part,3,7,Baseline
313,1000000,0.02,100,0.6,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.5,sorted_selection_part,3,7,Lamarck
314,1000000,0.02,100,0.6,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.5,sorted_selection_part,3,7,Baldwin
315,1000000,0.02,100,0.6,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.5,sorted_selection_part,3,8,Baseline
316,1000000,0.02,100,0.6,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.5,sorted_selection_part,3,8,Lamarck
317,1000000,0.02,100,0.6,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.5,sorted_selection_part,3,8,Baldwin
318,1000000,0.02,100,0.6,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.5,sorted_selection_part,3,10,Baseline
319,1000000,0.02,100,0.6,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.5,sorted_selection_part,3,10,Lamarck
320,1000000,0.02,100,0.6,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.5,sorted_selection_part,3,10,Baldwin
321,1000000,0.02,100,0.6,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.5,sorted_selection_part,3,13,Baseline
322,1000000,0.02,100,0.6,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.5,sorted_selection_part,3,13,Lamarck
323,1000000,0.02,100,0.6,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.5,sorted_selection_part,3,13,Baldwin
324,1000000,0.02,200,0.5,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.8,sorted_selection_part,3,1,Baseline
325,1000000,0.02,200,0.5,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.8,sorted_selection_part,3,1,Lamarck
326,1000000,0.02,200,0.5,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.8,sorted_selection_part,3,1,Baldwin
327,1000000,0.02,200,0.5,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.8,sorted_selection_part,3,5,Baseline
328,1000000,0.02,200,0.5,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.8,sorted_selection_part,3,5,Lamarck
329,1000000,0.02,200,0.5,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.8,sorted_selection_part,3,5,Baldwin
330,1000000,0.02,200,0.5,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.8,sorted_selection_part,3,7,Baseline
331,1000000,0.02,200,0.5,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.8,sorted_selection_part,3,7,Lamarck
332,1000000,0.02,200,0.5,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.8,sorted_selection_part,3,7,Baldwin
333,1000000,0.02,200,0.5,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.8,sorted_selection_part,3,8,Baseline
334,1000000,0.02,200,0.5,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.8,sorted_selection_part,3,8,Lamarck
335,1000000,0.02,200,0.5,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.8,sorted_selection_part,3,8,Baldwin
336,1000000,0.02,200,0.5,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.8,sorted_selection_part,3,10,Baseline
337,1000000,0.02,200,0.5,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.8,sorted_selection_part,3,10,Lamarck
338,1000000,0.02,200,0.5,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.8,sorted_selection_part,3,10,Baldwin
339,1000000,0.02,200,0.5,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.8,sorted_selection_part,3,13,Baseline
340,1000000,0.02,200,0.5,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.8,sorted_selection_part,3,13,Lamarck
341,1000000,0.02,200,0.5,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.8,sorted_selection_part,3,13,Baldwin
342,1000000,0.02,100,0.7,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.5,sorted_selection_all,3,1,Baseline
343,1000000,0.02,100,0.7,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.5,sorted_selection_all,3,1,Lamarck
344,1000000,0.02,100,0.7,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.5,sorted_selection_all,3,1,Baldwin
345,1000000,0.02,100,0.7,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.5,sorted_selection_all,3,5,Baseline
346,1000000,0.02,100,0.7,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.5,sorted_selection_all,3,5,Lamarck
347,1000000,0.02,100,0.7,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.5,sorted_selection_all,3,5,Baldwin
348,1000000,0.02,100,0.7,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.5,sorted_selection_all,3,7,Baseline
349,1000000,0.02,100,0.7,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.5,sorted_selection_all,3,7,Lamarck
350,1000000,0.02,100,0.7,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.5,sorted_selection_all,3,7,Baldwin
351,1000000,0.02,100,0.7,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.5,sorted_selection_all,3,8,Baseline
352,1000000,0.02,100,0.7,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.5,sorted_selection_all,3,8,Lamarck
353,1000000,0.02,100,0.7,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.5,sorted_selection_all,3,8,Baldwin
354,1000000,0.02,100,0.7,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.5,sorted_selection_all,3,10,Baseline
355,1000000,0.02,100,0.7,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.5,sorted_selection_all,3,10,Lamarck
356,1000000,0.02,100,0.7,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.5,sorted_selection_all,3,10,Baldwin
357,1000000,0.02,100,0.7,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.5,sorted_selection_all,3,13,Baseline
358,1000000,0.02,100,0.7,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.5,sorted_selection_all,3,13,Lamarck
359,1000000,0.02,100,0.7,Normal,Probabilistic_crossover,0.5,Uniform,0.1,0.0001,100,0.5,sorted_selection_all,3,13,Baldwin
