,0,1,2,3,4,5,6,7,8,9
0,-35620.90620245518,-37002.60836457519,-36664.84017998298,-36746.021518952664,-36864.298760867576,-36410.46196105079,-36015.71966911519,-36507.56738070939,-36469.47792877589,-36114.24345100159
1,-34199.00618458769,-36152.00259641914,-33899.02646704525,-33526.66209582066,-35145.25878922829,-35972.79766438258,-34731.58596395064,-34868.29730490333,-36645.5670325532,-33880.298785314066
2,-34232.56733633567,-35086.083191631245,-35202.883755701405,-34788.39269741569,-36092.600265784444,-34748.82213189745,-35225.22818172608,-34670.81323767026,-34296.96077367971,-35025.178271460565
3,-36884.329797180406,-35087.91636656981,-35402.061942367654,-34594.32682004647,-35893.159028102324,-35500.93378030317,-36448.48434052667,-35601.23322997094,-35342.71192732089,-35281.695918337326
4,-32891.6313860011,-33740.324072266776,-32999.541305082865,-33131.85609259476,-33682.43491588792,-34159.79276277638,-32533.74220888007,-33784.80580040598,-33777.05165285967,-34689.83253140257
5,-35796.84120569309,-32774.62620696399,-33602.71851867054,-33289.74497235202,-33978.44117066144,-34629.43114531801,-33484.230456904144,-33232.28027758948,-36033.690271981686,-33845.498875173565
6,-36170.64493816736,-36311.777372174874,-36598.81987586771,-36507.448267059975,-35739.022278300836,-35521.82590004297,-36252.49224918259,-37124.39299468508,-35759.11665595258,-37119.61841609892
7,-34991.79729420447,-35312.827219807325,-34309.26292664742,-34241.1643457751,-33574.6693754261,-33871.31198633894,-35020.69559584357,-35173.40849385646,-33634.96030410076,-33792.46292231713
8,-33364.4767011392,-34892.26234734626,-35705.93854009833,-32843.46899549554,-34526.43875007183,-35237.45924282962,-34032.77686051239,-34009.881565922624,-32410.671143853444,-34525.66002756949
9,-35956.43154391869,-35125.92208744676,-34120.578120940445,-34692.74667991086,-35697.83550143359,-35795.828805759134,-37199.65365754514,-34890.48529720955,-36765.871112205554,-36112.923641093315
10,-33736.68346868422,-33138.6386032833,-32842.08702762003,-31812.542310591543,-32230.019395428237,-31857.97398502542,-32379.473477201045,-32751.829191244364,-31385.3706501956,-32677.802032506024
11,-33847.27846003608,-32197.46843392057,-32152.204383078155,-34452.41673231992,-32195.21717850184,-32774.579740401154,-34211.68607973985,-30441.616702666022,-33988.98176290746,-33079.23336216915
12,-36370.96269663257,-37002.753813921336,-36647.392814492865,-37078.61104140638,-36407.4716602402,-36881.13503709558,-36331.52348607049,-35991.540404440406,-36173.65133568873,-35600.80163396912
13,-33317.322340822255,-33720.673948829855,-34147.69130451705,-34522.62257268984,-33666.290811078914,-33222.738770436736,-33338.862342341774,-33457.60053088937,-32443.963427401028,-34331.83040376625
14,-32946.535951228514,-32825.17502751347,-33283.160357188586,-35161.3040779806,-33815.400616283994,-35177.15116932855,-33719.87855334827,-34407.003480334824,-32412.59601379338,-31810.949632156193
