Function,Times,combination594,combination542
F1,Times1,9.44008019284118e-05,0.0004760344120095501
F1,Times2,0.0001209795976466422,0.0006368924384146512
F1,Times3,0.0001261920144042673,0.0008498437825519487
F1,Times4,0.0001076413546192232,0.001031001820161684
F1,Times5,7.678147008971655e-05,0.0007976938023412367
F1,Times6,9.390819395739863e-05,0.0005233483853090206
F1,Times7,0.000123752901256743,0.0005336653978010073
F1,Times8,0.0001214687047706834,0.0005659849532350434
F1,Times9,9.091577500687383e-05,0.0007355939474889281
F1,Times10,8.896109339561911e-05,0.0005737545958054543
F2,Times1,0.0580914316963832,0.113294915597197
F2,Times2,0.05184207932772278,0.12376254195377
F2,Times3,0.05893165333086392,0.09235710354106663
F2,Times4,0.05043424333511459,0.1401306543064211
F2,Times5,0.05881548043228468,0.1045421739050529
F2,Times6,0.0513357129218377,0.128048008019138
F2,Times7,0.04581874312578771,0.1248965977673189
F2,Times8,0.05656674976386977,0.105773986461573
F2,Times9,0.04118902238442357,0.09673026562462361
F2,Times10,0.0476315678346233,0.1001365556150891
F3,Times1,0.006572794843765877,0.02925873930135984
F3,Times2,0.006567370034247162,0.03413076186988601
F3,Times3,0.004721197245549995,0.02279796688736905
F3,Times4,0.004470527311705858,0.02635072924988087
F3,Times5,0.003342327772293314,0.0178287440044186
F3,Times6,0.004231463447331059,0.03010111207356521
F3,Times7,0.008893293960119336,0.03037664902064834
F3,Times8,0.004566733032961522,0.0197563457170953
F3,Times9,0.008775650010153135,0.01082214292668571
F3,Times10,0.006404583184739875,0.0211483099443411
F4,Times1,0.0623852149400308,0.1470328293193699
F4,Times2,0.07336082876141092,0.107792886605381
F4,Times3,0.044514583689097,0.1230561398212187
F4,Times4,0.06852685747197174,0.119562837476356
F4,Times5,0.04057479671241548,0.1229985373472022
F4,Times6,0.0459284838427223,0.1289093715384761
F4,Times7,0.05774522057426057,0.1072420102268961
F4,Times8,0.04875621063311852,0.1234599429761438
F4,Times9,0.05429590412798246,0.1191215172660964
F4,Times10,0.04937353790124366,0.1255274196172369
F5,Times1,95.62598756884988,151.6834055841163
F5,Times2,164.4580194836865,97.56497233291695
F5,Times3,90.55469948152853,151.7562564208828
F5,Times4,197.3070140421729,99.08818508208559
F5,Times5,85.5067131811473,85.46435411435085
F5,Times6,19.85860267399113,88.66274302778683
F5,Times7,76.21541475535776,80.824736668858
F5,Times8,100.1826576589084,100.6327519681858
F5,Times9,101.6294553247334,98.50856478424468
F5,Times10,153.795398184794,88.50305955515636
F6,Times1,8.846460503503969e-05,0.0004285553472822477
F6,Times2,8.509287735029206e-05,0.000656233157159468
F6,Times3,0.0001261270760594486,0.0003948693105136525
F6,Times4,0.0001024877683750987,0.0007193919303839797
F6,Times5,8.101593884100781e-05,0.0006354440887047636
F6,Times6,0.0001012240700875975,0.0009543375608561766
F6,Times7,6.59524527251281e-05,0.0004620409873878689
F6,Times8,9.050899793734094e-05,0.0003847069433268288
F6,Times9,0.0001071101015344315,0.0003286839077006119
F6,Times10,0.0001018099381431701,0.0005627582362555207
F7,Times1,18.75512767487296,19.27701657014578
F7,Times2,20.21479230308024,21.26385453366382
F7,Times3,16.40995731726602,23.18934591210331
F7,Times4,22.81603036968744,20.93973314630462
F7,Times5,17.66268027610493,22.71153736382139
F7,Times6,24.72726579551042,23.20389859734748
F7,Times7,21.67208746205397,22.69535463761714
F7,Times8,17.71314870981519,26.48543716980975
F7,Times9,19.7360545711093,24.28594059679877
F7,Times10,22.04784264052956,19.9791134031775
F8,Times1,-13584.1988320394,-15974.42751676265
F8,Times2,-14253.54968458047,-14946.49846935077
F8,Times3,-13011.7319397669,-14493.7597166626
F8,Times4,-14076.22299304252,-15242.42574247787
F8,Times5,-11642.10984555417,-14647.32879781674
F8,Times6,-14176.26140804682,-14905.52123930701
F8,Times7,-14867.42627416303,-16030.70994158765
F8,Times8,-14790.10377060596,-14215.85906617841
F8,Times9,-14214.01941696846,-14390.57135767412
F8,Times10,-12578.23600697526,-14551.67653911674
F9,Times1,0.02773411509869916,0.1190004303883399
F9,Times2,0.03193875861914819,0.09574027606473834
F9,Times3,0.02442222998337229,0.1247652603765452
F9,Times4,0.02117481921500364,0.06884694066023833
F9,Times5,0.019822021689615,0.08355010371441018
F9,Times6,0.03236879360880707,0.08636934965651122
F9,Times7,0.01961106530872492,0.1390768384739012
F9,Times8,0.01753034647778584,0.1105086338000305
F9,Times9,0.0178396955532456,0.1014850485534264
F9,Times10,0.01542292912334631,0.1414478875873755
F10,Times1,0.006395954433823903,0.01497200290883782
F10,Times2,0.007265851208970275,0.01368052362936822
F10,Times3,0.005900453293769203,0.01432835889450246
F10,Times4,0.007013049821640749,0.01662572184959998
F10,Times5,0.006736886749653337,0.01201896947749148
F10,Times6,0.006565032111701896,0.01326424453402097
F10,Times7,0.00452488844419463,0.01599147252995081
F10,Times8,0.005278791993607257,0.01241979637199364
F10,Times9,0.007643283987686544,0.01397271497445729
F10,Times10,0.006724448333827127,0.01263511834683229
F11,Times1,0.05390131881573723,4.207575801118413e-05
F11,Times2,0.07060383083208532,0.08575600489965363
F11,Times3,0.01478248117974279,0.04671468977511517
F11,Times4,0.007401431854572649,0.01233388622606435
F11,Times5,0.08062434269369656,1.95428694569344e-05
F11,Times6,0.3204098313252078,4.732231515403029e-05
F11,Times7,0.01232591685914519,4.623507195467003e-05
F11,Times8,4.900395203055741e-05,0.04437162719577559
F11,Times9,4.562286817288985e-05,0.1048173947524917
F11,Times10,1.725669300689514e-05,0.06608592713152595
F12,Times1,4.703198644664934e-05,0.0002071349802823201
F12,Times2,2.478017301325914e-05,0.0002507963960875728
F12,Times3,4.611217571296801e-05,0.0001227130767964021
F12,Times4,4.917542652697364e-05,0.0001160914944332885
F12,Times5,7.565635943481973e-05,0.0001690146661509545
F12,Times6,4.726497157440647e-05,0.0002160364522195499
F12,Times7,3.008115720289677e-05,0.0001550262282861202
F12,Times8,4.981966671837711e-05,0.0001030844624733867
F12,Times9,4.920477322832546e-05,0.0001061113186144193
F12,Times10,9.161248840414904e-05,9.871317436453812e-05
F13,Times1,4.861156889512402e-05,0.0004580231000537435
F13,Times2,4.774759887862576e-05,0.0001715151939656268
F13,Times3,8.713908171777284e-05,9.018378569234624e-05
F13,Times4,4.799357308851555e-05,0.0002319000739971501
F13,Times5,9.646687190597485e-05,6.734887944647588e-05
F13,Times6,4.519095993166414e-05,0.0002923684946376297
F13,Times7,7.035617144109498e-05,0.0001149578258145525
F13,Times8,4.592619612639021e-05,0.0003276524300402397
F13,Times9,7.700986916579967e-05,0.0005984548564171022
F13,Times10,4.710367579388704e-05,0.0001056819903121684
F14,Times1,0.9985421331970669,0.9980559446521996
F14,Times2,0.9985523884573326,0.9980998206009171
F14,Times3,0.9980040920217853,0.9981256544388271
F14,Times4,0.999019735659714,0.9980325336065056
F14,Times5,0.9982004759012917,0.9980053254732132
F14,Times6,0.99808858906115,0.9981847056536766
F14,Times7,0.9988893692904077,0.9985713697473373
F14,Times8,0.9980845263604973,0.9981359586068814
F14,Times9,0.9990414213549477,0.9998462707137427
F14,Times10,0.9980048866623878,0.9980075184872798
F15,Times1,0.001224622384170808,0.0009582965501414585
F15,Times2,0.0006881899441046227,0.001461010547090637
F15,Times3,0.001226724371305283,0.001349431099464108
F15,Times4,0.001226431855595452,0.001223742002376906
F15,Times5,0.0005590464287940719,0.0008265528752234575
F15,Times6,0.001223243759638177,0.00122705458904312
F15,Times7,0.0007260664895085529,0.0007168538947865115
F15,Times8,0.001223887057355475,0.0007837302913918557
F15,Times9,0.0007859564184551719,0.0009532384342211888
F15,Times10,0.001228638138341307,0.0008236533818584822
F16,Times1,-1.031559158652706,-1.031562156808811
F16,Times2,-1.031622788308697,-1.031586131137755
F16,Times3,-1.031585142299457,-1.031603329345805
F16,Times4,-1.031534168694874,-1.03156582899761
F16,Times5,-1.031510886629149,-1.031564648916466
F16,Times6,-1.031558552845079,-1.0315913554233
F16,Times7,-1.031476169300089,-1.031574632697426
F16,Times8,-1.031526836877073,-1.03161808565998
F16,Times9,-1.031579011608279,-1.031607154880426
F16,Times10,-1.031478930688336,-1.031556976983312
F17,Times1,0.3980063861185741,0.3978916629663054
F17,Times2,0.3979196068044217,0.3980309137414348
F17,Times3,0.3979250739016624,0.397896603314793
F17,Times4,0.3980963174125627,0.3980175197834779
F17,Times5,0.398001155116086,0.397973391511135
F17,Times6,0.3979985463091698,0.3979814543601368
F17,Times7,0.398047113889767,0.398034816130183
F17,Times8,0.3982633667314985,0.397935224016976
F17,Times9,0.3981258240800081,0.3979641782454451
F17,Times10,0.3979072662887475,0.3979851700066082
F18,Times1,3.042180571011427,3.000013685597274
F18,Times2,3.007570181239942,3.000028739642123
F18,Times3,3.004718383197447,3.000039203075975
F18,Times4,3.010448151322661,3.000001426331225
F18,Times5,3.023009621239906,3.000029280626202
F18,Times6,3.020552420770279,3.000047356324893
F18,Times7,3.002159005671736,3.000046559408488
F18,Times8,3.007462555473793,3.000032050941374
F18,Times9,3.077679564294714,3.000015086703713
F18,Times10,3.007992756676178,3.000034970451571
F19,Times1,-0.3004789071949462,-0.3004789071949462
F19,Times2,-0.3004789071949462,-0.3004789071949462
F19,Times3,-0.3004789071949462,-0.3004789071949462
F19,Times4,-0.3004789071949462,-0.3004789071949462
F19,Times5,-0.3004789071949462,-0.3004789071949462
F19,Times6,-0.3004789071949462,-0.3004789071949462
F19,Times7,-0.3004789071949462,-0.3004789071949462
