Function,Times,combination569,combination558
F1,Times1,4.922265045761934e-05,5.722262754438688e-05
F1,Times2,4.484381622515281e-05,6.894492981600137e-05
F1,Times3,4.928999608764298e-05,7.467778778630366e-05
F1,Times4,4.998414241563618e-05,5.746964666661548e-05
F1,Times5,4.27105341246886e-05,4.792939263070077e-05
F1,Times6,4.978845054439019e-05,4.705639913556254e-05
F1,Times7,4.958240273181787e-05,6.24016242786554e-05
F1,Times8,4.876946388849634e-05,5.759209878662507e-05
F1,Times9,4.871595403112252e-05,5.55642537798367e-05
F1,Times10,3.749626369213969e-05,5.674799673884452e-05
F2,Times1,0.008448190705227676,0.04418724805858187
F2,Times2,0.01368345288163625,0.02981131656415981
F2,Times3,0.01209445046879321,0.03766737873918657
F2,Times4,0.01279413975166782,0.03776406563143486
F2,Times5,0.01010823241777403,0.03812126318193632
F2,Times6,0.01240787993704046,0.03910223003570668
F2,Times7,0.01100053804265971,0.03625635711839448
F2,Times8,0.01130004525479134,0.03276957618785414
F2,Times9,0.01387375508404287,0.04152912674238096
F2,Times10,0.01333273483825537,0.0458879524930651
F3,Times1,0.0003141524286080366,0.003065130201267879
F3,Times2,0.0001906153421496551,0.001694696700329152
F3,Times3,0.0002549129358423319,0.003161817187419906
F3,Times4,0.000391304672660879,0.002910727302168404
F3,Times5,0.0003004270625679619,0.002933972490523306
F3,Times6,0.0002785474426585301,0.00382089198128607
F3,Times7,0.0001819603193182177,0.002612157832339943
F3,Times8,0.0003797406211136174,0.001613635996009363
F3,Times9,0.0002531934859688338,0.00303824653333771
F3,Times10,7.357963219079332e-05,0.002786169397285387
F4,Times1,0.02180043651223479,0.03379884486781837
F4,Times2,0.01998967114444938,0.04595145002400991
F4,Times3,0.01525975366676779,0.03709341101116159
F4,Times4,0.01390895175365581,0.05861201698896745
F4,Times5,0.01644521674499444,0.03483057416261937
F4,Times6,0.01566894979765004,0.03695645058080821
F4,Times7,0.02054413047842296,0.04782318307082911
F4,Times8,0.01485451695342288,0.04509643795900908
F4,Times9,0.01615824953427875,0.04473794506039552
F4,Times10,0.02290851876443473,0.03438669712551423
F5,Times1,46.19419913095147,146.0776891970085
F5,Times2,46.59574677237404,91.87838607219345
F5,Times3,46.2733533064653,142.9957429398301
F5,Times4,41.69147199767747,97.09628777455792
F5,Times5,108.3521464280409,166.3094961430556
F5,Times6,46.61838799207559,98.40815533269159
F5,Times7,36.38573639797939,47.08211662712119
F5,Times8,43.91189569617443,13.04358042445163
F5,Times9,108.2981830068614,175.2737789637301
F5,Times10,109.8346848732394,105.9585218819219
F6,Times1,4.708715223271124e-05,7.765192008436253e-05
F6,Times2,4.868322208167232e-05,4.938168277827929e-05
F6,Times3,4.89135427015676e-05,0.0001019248217305195
F6,Times4,4.76500592265188e-05,7.421693066275261e-05
F6,Times5,4.523461543360833e-05,6.095539804565788e-05
F6,Times6,4.998721101832917e-05,4.487395893987784e-05
F6,Times7,4.838443630472019e-05,6.095041396236027e-05
F6,Times8,4.817263817290943e-05,4.840027855697212e-05
F6,Times9,4.868630077777264e-05,5.809415107575942e-05
F6,Times10,4.819883590947025e-05,5.087939104789047e-05
F7,Times1,17.03521154579806,23.27972050698149
F7,Times2,14.14272775739443,16.80330568192539
F7,Times3,13.43303599973177,20.27856786672415
F7,Times4,17.21891287455179,16.85221444469432
F7,Times5,15.66642167449819,15.45283630797116
F7,Times6,16.72279309470516,16.52590340002609
F7,Times7,14.64239041018292,19.63789705301561
F7,Times8,16.36778017824034,26.23046122205994
F7,Times9,18.06120145963151,18.53204453372344
F7,Times10,16.03685885307451,20.07580029311037
F8,Times1,-14984.51584412183,-13682.84012586042
F8,Times2,-15951.38061680529,-14612.382914756
F8,Times3,-14650.37005163422,-14903.96593052373
F8,Times4,-15162.02925072469,-13739.94801488467
F8,Times5,-15558.00045809781,-13881.87887946813
F8,Times6,-15043.13971828762,-13189.06708216543
F8,Times7,-14369.43098195112,-13584.38942175553
F8,Times8,-14947.53418900113,-14036.91045659148
F8,Times9,-15500.2858362159,-14609.42303592642
F8,Times10,-15636.04329695224,-13387.0101478067
F9,Times1,0.001000141748027872,0.006190884325317114
F9,Times2,0.002130473056075388,0.01229856887341008
F9,Times3,0.0007457749571546657,0.02414150929392456
F9,Times4,0.0009101531340274249,0.01106186680361709
F9,Times5,0.001083625812860589,0.01061645682442247
F9,Times6,0.000731595658718831,0.009493219940473807
F9,Times7,0.001044945025199695,0.01204226807918829
F9,Times8,0.0008340036439573595,0.01188384804585318
F9,Times9,0.001125163572204713,0.009530848619208498
F9,Times10,0.0006810582324057179,0.01048655473044846
F10,Times1,0.001092950357595157,0.00532929468115384
F10,Times2,0.001267475213175828,0.006040486957441971
F10,Times3,0.001004640660937639,0.005929839298808304
F10,Times4,0.001259914125952832,0.003666163890418517
F10,Times5,0.001060208157998233,0.00440240435256456
F10,Times6,0.0008657185360192443,0.004992510641013581
F10,Times7,0.0009919518325496313,0.005716157469073835
F10,Times8,0.00109014486666581,0.003687163544345395
F10,Times9,0.001078117145116408,0.003848787315316571
F10,Times10,0.001386317415313698,0.004914561665071204
F11,Times1,4.070933221483121,0.5670722687333606
F11,Times2,0.1029016295786485,0.4473960240811559
F11,Times3,1.256838816804676,5.378267218544167
F11,Times4,2.098917116191892,1.921189321610695
F11,Times5,0.0849553616220231,0.4458630015868474
F11,Times6,0.01232130381123642,0.1849227426130686
F11,Times7,0.2367351833589496,2.10945953973199
F11,Times8,0.741156456815657,2.608544284424462
F11,Times9,0.4675310595745747,3.206576398211105
F11,Times10,0.2073811169530083,0.0947968755204498
F12,Times1,2.496745176528872e-05,4.992430486521484e-05
F12,Times2,4.462333088471158e-05,0.0001656600242751941
F12,Times3,1.751801135333909e-05,4.95735617382933e-05
F12,Times4,2.943010168309654e-05,4.541930450875306e-05
F12,Times5,4.957683857795242e-05,4.154091772086824e-05
F12,Times6,4.799191891411605e-05,3.478207265468292e-05
F12,Times7,4.916309035730491e-05,2.709600546692935e-05
F12,Times8,7.697969107220995e-06,4.189298642583711e-05
F12,Times9,4.888975077153423e-05,2.099256371304802e-05
F12,Times10,4.742801886831848e-05,4.92735694818142e-05
F13,Times1,4.485151904775071e-05,4.788807577351468e-05
F13,Times2,4.989629075184631e-05,4.97471871451436e-05
F13,Times3,4.888909069902003e-05,3.698087270111168e-05
F13,Times4,4.919121252213246e-05,4.575880127487492e-05
F13,Times5,4.896148033619726e-05,4.571192369191707e-05
F13,Times6,4.722884856442836e-05,4.953192033510257e-05
F13,Times7,4.964526942261232e-05,4.854469663262491e-05
F13,Times8,4.914093241960103e-05,3.958561594014074e-05
F13,Times9,4.810024795756457e-05,4.453392247127776e-05
F13,Times10,4.896135607583609e-05,4.370536067744375e-05
F14,Times1,5.928845125400153,0.9996078251413213
F14,Times2,1.992030900220721,0.9980097714310926
F14,Times3,0.9998714451590383,0.9989042262413003
F14,Times4,0.9980072681694464,0.9997865512943853
F14,Times5,0.9988113525461585,0.9980067207287976
F14,Times6,10.76318066677918,0.9999790878553482
F14,Times7,0.9995145334590215,0.998004570149961
F14,Times8,1.992030900220718,0.9983780742022438
F14,Times9,6.903335694220142,0.9999797701314602
F14,Times10,0.9988799017707675,0.9980285702457626
F15,Times1,0.0005086056525941545,0.001227944833726759
F15,Times2,0.02036335981752481,0.0006349953483239974
F15,Times3,0.0004856361994398192,0.000784886741226015
F15,Times4,0.001223179197561658,0.00122612602075025
F15,Times5,0.0007401150321428295,0.0005943462294748527
F15,Times6,0.0005800418499106259,0.000607912900220592
F15,Times7,0.0004430588782013424,0.00122318094966182
F15,Times8,0.0005410291424496009,0.0006565711434217746
F15,Times9,0.02036335103004398,0.0007803613291963386
F15,Times10,0.000647654016040452,0.000636612128823911
F16,Times1,-1.031571103626915,-1.031596493217517
F16,Times2,-1.031577386283805,-1.031605899811868
F16,Times3,-1.031584409007601,-1.031596161072655
