Function,Times,combination590,combination593
F1,Times1,4.067899339281711e-05,0.0001203347404810977
F1,Times2,4.289313807409354e-05,0.0001326041653692555
F1,Times3,4.88797517524584e-05,0.0001026503500335885
F1,Times4,4.936391690921773e-05,9.557413576214685e-05
F1,Times5,4.357280006845074e-05,0.0001612659621257156
F1,Times6,4.819227284063682e-05,8.009330417140732e-05
F1,Times7,4.077336410193208e-05,0.0001704789780580145
F1,Times8,4.56636223515002e-05,7.7047785755548e-05
F1,Times9,4.98795324613991e-05,0.0001465270394074998
F1,Times10,3.445974114904021e-05,9.003065736463568e-05
F2,Times1,0.02053989550696894,0.04828995127116364
F2,Times2,0.0299556701827095,0.04890417314709494
F2,Times3,0.02077359017136587,0.04339233213693361
F2,Times4,0.01839064062696993,0.04949268702554876
F2,Times5,0.03119465213145184,0.06144262984112148
F2,Times6,0.0236360967224914,0.05149245484989118
F2,Times7,0.01903800491460017,0.04185442774385995
F2,Times8,0.03221202984077348,0.04692806839779062
F2,Times9,0.01921059125391694,0.0504276811405262
F2,Times10,0.01882305006993967,0.06344703210415492
F3,Times1,0.0006593176373531409,0.006251230930834374
F3,Times2,0.0007084549401519371,0.005550701708271014
F3,Times3,0.001208605521234603,0.005943486862096854
F3,Times4,0.0007342760882152029,0.005091755495026081
F3,Times5,0.000937116835309754,0.004537953414775528
F3,Times6,0.001401493530792529,0.002725793086438341
F3,Times7,0.0008501487134134161,0.009175948737768103
F3,Times8,0.000787070381592991,0.007125752246110114
F3,Times9,0.001140218248841763,0.009203158882583204
F3,Times10,0.001295274115120498,0.006153024420352094
F4,Times1,0.02515631789365524,0.0465942773774275
F4,Times2,0.02660046848264364,0.05393732127309003
F4,Times3,0.0220634047880417,0.07221853789839017
F4,Times4,0.03213898287094114,0.05934891454323976
F4,Times5,0.02423869820605862,0.06337887733875713
F4,Times6,0.03270957030585409,0.04042500284959116
F4,Times7,0.02787988162579214,0.05692837780667848
F4,Times8,0.0319145082738832,0.05378370712951863
F4,Times9,0.02616339103532805,0.05962122445329876
F4,Times10,0.02018927268778403,0.07196390766899152
F5,Times1,40.51838043202493,120.444974726375
F5,Times2,124.7209834209501,100.4404010560592
F5,Times3,108.79388001049,68.3635389579295
F5,Times4,46.69225749316814,102.5899606806654
F5,Times5,41.64653576560742,85.19198378580981
F5,Times6,39.31226797977926,44.47489535982742
F5,Times7,46.57432598877772,46.16892076364417
F5,Times8,46.8513757663457,88.73054163658207
F5,Times9,46.96718816671482,96.70300206133324
F5,Times10,44.32053200141414,23.22643797118662
F6,Times1,5.277157993477215e-05,0.0001119572583972851
F6,Times2,4.09533356458942e-05,8.057466825378635e-05
F6,Times3,4.872040986119568e-05,0.0001285677608817667
F6,Times4,4.01898151864254e-05,0.0001192197139606132
F6,Times5,4.87616771280194e-05,9.34024450966639e-05
F6,Times6,4.953216044663722e-05,0.0001670914683260182
F6,Times7,4.742352376519384e-05,0.0001075464768179659
F6,Times8,4.825790664192465e-05,0.0001676698070038123
F6,Times9,4.783080458309608e-05,0.0001494275897489979
F6,Times10,4.943953045189767e-05,9.911545202989403e-05
F7,Times1,17.7958183956446,20.43748369903926
F7,Times2,15.60744071597426,17.02655395887865
F7,Times3,16.02132402310906,18.62723965456895
F7,Times4,14.55893910589353,19.79371862359901
F7,Times5,15.61297752366408,18.77923134113033
F7,Times6,15.13391094099244,19.96888353058345
F7,Times7,16.11565045173605,24.70072118861287
F7,Times8,15.06815474657364,19.85510746513157
F7,Times9,17.02824953111639,20.0434784155437
F7,Times10,21.80993864655958,18.4635802251856
F8,Times1,-14750.19351359263,-15066.28701526006
F8,Times2,-12813.31130475556,-13066.74571830951
F8,Times3,-13563.84074589254,-13127.25823097341
F8,Times4,-14926.0857630242,-15696.4696069977
F8,Times5,-14708.65635825285,-14272.27006131969
F8,Times6,-14648.22181540126,-14255.39726688317
F8,Times7,-14727.18507890726,-13444.39119985433
F8,Times8,-13623.72642752626,-14375.3336227307
F8,Times9,-13758.83203324859,-14235.06525359866
F8,Times10,-14547.1243638894,-13011.68788917419
F9,Times1,0.004317414563061561,0.03352662099072745
F9,Times2,0.0043228828285784,0.02491018775911691
F9,Times3,0.005403543561735447,0.02156613328112122
F9,Times4,0.004739482293114605,0.01885569776744056
F9,Times5,0.00595033553046953,0.01787524009374586
F9,Times6,0.005899771093700323,0.02024622714492352
F9,Times7,0.003963242370598863,0.01958138363292328
F9,Times8,0.004802636829269957,0.02145178125302927
F9,Times9,0.004544973227668336,0.02565261734698332
F9,Times10,0.004120955761500511,0.02972820060678671
F10,Times1,0.002539491865810817,0.00641291839723479
F10,Times2,0.003163513558043007,0.005638691912718485
F10,Times3,0.003097123437992622,0.007053875632937689
F10,Times4,0.003287265951321672,0.005666109315118462
F10,Times5,0.002569836612696719,0.005688639459382472
F10,Times6,0.002885476767229278,0.006570051716746406
F10,Times7,0.002472206039541902,0.005520271284176204
F10,Times8,0.002419867302812406,0.006245945040532774
F10,Times9,0.003114058640285577,0.006282480658811096
