,,590,579,588,589,569,558,542,562
F1,Times1,1969.6671868527983,4366.152665172081,472.2590631642143,118.94699073344424,7158.246032015402,1548.394070681503,7670.310358532157,525.7284531582322
F1,Times2,2089.774317770123,4213.202063669552,615.1737215994478,106.19249475553636,7504.994879731184,1155.0967436436035,6555.962690731251,392.2469764111747
F1,Times3,1702.838737396556,4165.9668630784445,733.4884610028453,88.9088866263141,6957.786859428916,1353.2846186146262,7364.896782399913,459.4704740939368
F1,Times4,2210.981760949149,4490.743862098355,679.4751997745449,90.7964603050518,6754.464455691217,1270.7099844654813,6781.560513666278,405.4899178459814
F1,Times5,1770.6529239112986,4173.389775564677,427.0281377786876,110.51282560258092,6833.789614187349,1356.0793224294032,6910.255663915198,326.07827248135527
F1,Times6,1979.833553497573,4627.028307411521,466.7178010318655,108.1083910595336,6130.236592645398,1475.978926977322,6531.548225530886,373.0010402098628
F1,Times7,2131.3468552087324,4398.233942669664,634.3777689289932,118.65364854669808,6776.249118143416,1148.6904035745736,7484.277262049396,570.8371929078169
F1,Times8,1475.092028572306,4080.9723405736063,522.4629546518075,77.85187416296269,6215.464974664453,1066.666043569846,7299.619057060502,520.8648099158294
F1,Times9,1651.37924661645,4382.87094706101,649.0348059396692,102.0875025816292,6835.834684154364,1477.562311003015,6821.18453379418,533.6430766477272
F1,Times10,1817.058462799431,4995.919380006659,437.8236541480449,75.8387530074759,7152.7756007661255,1181.5389283565355,6783.20005026149,407.3514194041703
F1,Times11,1843.36700492488,3206.972716505992,435.5840366212683,101.25989815653185,7290.192134072648,1594.138313528995,7890.382627523048,649.4830752948463
F1,Times12,1920.445649034008,3673.8049427935566,670.6671446996394,120.36386769253107,6161.170000820438,1403.098427035736,7619.27261685798,517.582044980885
F1,Times13,1852.5929445785505,3587.7900997138613,763.1352529569147,85.52838419666627,7082.74486363726,1323.274064949025,6566.736064780881,455.2274995482929
F1,Times14,2172.64495275125,4249.0467345480565,487.23945978785406,128.45424425633988,7040.411410805727,1366.2449924989594,6884.788893775738,405.8885878857837
F1,Times15,1736.6582849590818,4042.510519446298,502.9236444937579,79.84748872028706,7125.000760451668,1301.3511287834765,8099.969513635357,364.1875129430908
F1,Times16,1981.0012810295284,3210.4773786118544,502.3073064610074,114.40460941900258,6942.697015891654,1261.7967181733163,8047.776659603953,510.4920999127207
F1,Times17,2165.0390421672096,3343.92909798098,949.9633212317084,120.09545413347968,6885.684424541689,1228.9521773300794,7857.647608093364,602.7679037379697
F1,Times18,1877.2172904366616,4031.767679038043,478.0243421850572,101.79879389669377,7277.760890425292,1350.386983165759,7674.588057501463,515.5631625087659
F1,Times19,1649.2395533188385,4046.5826289730176,708.6403177159515,129.7294172130363,7221.368006638103,1536.8373354837172,7393.985879227279,389.8863146092237
F1,Times20,1850.9707142919776,4903.742798364761,712.242059301359,121.0614947262474,6667.884380846021,1323.7719550961272,7398.484814914351,382.9993666168344
F2,Times1,inf,inf,inf,inf,inf,inf,inf,inf
F2,Times2,inf,inf,inf,inf,inf,inf,inf,inf
F2,Times3,inf,inf,inf,inf,inf,inf,inf,inf
F2,Times4,inf,inf,inf,inf,inf,inf,inf,inf
F2,Times5,inf,inf,inf,inf,inf,inf,inf,inf
F2,Times6,inf,inf,inf,inf,inf,inf,inf,inf
F2,Times7,inf,inf,inf,inf,inf,inf,inf,inf
F2,Times8,inf,inf,inf,inf,inf,inf,inf,inf
F2,Times9,inf,inf,inf,inf,inf,inf,inf,inf
F2,Times10,inf,inf,inf,inf,inf,inf,inf,inf
F2,Times11,inf,inf,inf,inf,inf,inf,inf,inf
F2,Times12,inf,inf,inf,inf,inf,inf,inf,inf
F2,Times13,inf,inf,inf,inf,inf,inf,inf,inf
F2,Times14,inf,inf,inf,inf,inf,inf,inf,inf
F2,Times15,inf,inf,inf,inf,inf,inf,inf,inf
F2,Times16,inf,inf,inf,inf,inf,inf,inf,inf
F2,Times17,inf,inf,inf,inf,inf,inf,inf,inf
F2,Times18,inf,inf,inf,inf,inf,inf,inf,inf
F2,Times19,inf,inf,inf,inf,inf,inf,inf,inf
F2,Times20,inf,inf,inf,inf,inf,inf,inf,inf
