Function,590,593,579,588,589,591,576,587,569,558,592,572,594,542,570,562,575,573,552,555
F1,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
F2,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
F3,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
F5,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
F6,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
F7,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
F11,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
F12,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
F13,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
F14,160%,180%,200%,140%,170%,160%,200%,180%,200%,200%,190%,200%,170%,200%,200%,200%,200%,200%,200%,200%
F15,0%,0%,10%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
F16,20%,10%,190%,20%,50%,0%,190%,20%,190%,200%,50%,200%,10%,200%,190%,200%,200%,200%,200%,200%
F17,80%,40%,200%,40%,40%,40%,200%,10%,200%,200%,50%,200%,40%,200%,200%,200%,200%,200%,200%,200%
F18,0%,0%,100%,0%,0%,0%,100%,10%,120%,70%,0%,80%,0%,80%,140%,110%,90%,110%,90%,90%
F19,200%,200%,200%,200%,200%,200%,200%,200%,200%,200%,200%,200%,200%,200%,200%,200%,200%,200%,200%,200%
F20,90%,80%,80%,60%,120%,80%,50%,100%,110%,80%,100%,60%,80%,110%,100%,120%,40%,70%,110%,80%
F21,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
F22,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,10%,0%,0%,0%,0%,0%,0%
F23,0%,0%,10%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,10%,0%,0%,0%,0%,0%
