,,Combination1,Combination2,Combination3,Combination4,Combination5,Combination6,Combination7,Combination8,Combination9,Combination10,Combination11,Combination12,Combination13,Combination14,Combination15,Combination16,Combination17,Combination18,Combination19,Combination20,Combination21,Combination22,Combination23,Combination24,Combination25,Combination26,Combination27,Combination28,Combination29,Combination30,Combination31,Combination32,Combination33,Combination34,Combination35,Combination36,Combination37,Combination38,Combination39,Combination40,Combination41,Combination42,Combination43,Combination44,Combination45,Combination46,Combination47,Combination48,Combination49,Combination50,Combination51,Combination52,Combination53,Combination54,Combination55,Combination56,Combination57,Combination58,Combination59,Combination60,Combination61,Combination62,Combination63,Combination64,Combination65,Combination66,Combination67,Combination68,Combination69,Combination70,Combination71,Combination72,Combination73,Combination74,Combination75,Combination76,Combination77,Combination78,Combination79,Combination80,Combination81,Combination82,Combination83,Combination84,Combination85,Combination86,Combination87,Combination88
F22,Times1,-2.77e+00,-1.04e+01,-1.04e+01,-1.04e+01,-1.04e+01,-1.04e+01,-5.09e+00,-1.04e+01,-1.04e+01,-1.04e+01,-1.04e+01,-1.04e+01,-5.09e+00,-1.04e+01,-1.04e+01,-5.13e+00,-1.04e+01,-1.04e+01,-3.72e+00,-2.76e+00,-1.03e+01,-2.75e+00,-4.96e+00,-1.00e+01,-5.03e+00,-9.36e+00,-9.80e+00,-1.01e+01,-5.86e+00,-6.92e+00,-5.91e+00,-3.05e+00,-2.80e+00,-3.67e+00,-1.04e+01,-1.04e+01,-2.77e+00,-1.04e+01,-1.03e+01,-1.03e+01,-1.01e+01,-9.91e+00,-1.02e+01,-9.40e+00,-4.86e+00,-9.95e+00,-4.79e+00,-7.47e+00,-6.25e+00,-4.65e+00,-2.37e+00,-2.40e+00,-2.77e+00,-3.72e+00,-2.77e+00,-1.04e+01,-2.75e+00,-2.76e+00,-1.00e+01,-4.94e+00,-9.83e+00,-9.83e+00,-9.63e+00,-9.71e+00,-6.25e+00,-4.83e+00,-6.15e+00,-3.17e+00,-3.99e+00,-2.44e+00,-5.13e+00,-1.04e+01,-1.04e+01,-1.03e+01,-1.04e+01,-2.75e+00,-1.02e+01,-1.03e+01,-4.93e+00,-9.75e+00,-9.48e+00,-9.11e+00,-7.84e+00,-8.06e+00,-7.20e+00,-7.23e+00,-2.32e+00,-3.02e+00
F22,Times2,-2.75e+00,-1.04e+01,-5.13e+00,-1.04e+01,-1.04e+01,-2.77e+00,-1.04e+01,-1.04e+01,-1.04e+01,-1.04e+01,-1.04e+01,-1.04e+01,-1.04e+01,-1.04e+01,-3.72e+00,-3.72e+00,-2.77e+00,-2.77e+00,-1.04e+01,-2.75e+00,-1.03e+01,-5.07e+00,-1.03e+01,-1.03e+01,-1.01e+01,-9.75e+00,-1.01e+01,-9.59e+00,-5.97e+00,-5.04e+00,-7.42e+00,-4.11e+00,-3.86e+00,-2.26e+00,-1.04e+01,-2.77e+00,-1.04e+01,-1.03e+01,-2.76e+00,-1.03e+01,-9.67e+00,-1.01e+01,-5.00e+00,-4.93e+00,-9.72e+00,-9.97e+00,-7.93e+00,-5.28e+00,-4.30e+00,-2.76e+00,-2.65e+00,-2.45e+00,-3.72e+00,-3.72e+00,-2.77e+00,-1.02e+01,-2.76e+00,-1.03e+01,-1.03e+01,-1.00e+01,-1.00e+01,-4.84e+00,-4.70e+00,-8.74e+00,-6.64e+00,-4.30e+00,-4.03e+00,-3.45e+00,-3.86e+00,-3.11e+00,-5.09e+00,-2.77e+00,-1.04e+01,-1.02e+01,-1.03e+01,-1.04e+01,-9.84e+00,-1.00e+01,-1.03e+01,-8.59e+00,-8.53e+00,-9.58e+00,-5.02e+00,-7.08e+00,-7.84e+00,-4.22e+00,-3.06e+00,-2.68e+00
F22,Times3,-1.04e+01,-3.72e+00,-1.04e+01,-2.75e+00,-1.04e+01,-1.04e+01,-1.04e+01,-1.04e+01,-1.04e+01,-1.04e+01,-1.04e+01,-1.04e+01,-5.09e+00,-2.75e+00,-1.04e+01,-5.09e+00,-2.77e+00,-2.75e+00,-1.04e+01,-1.03e+01,-2.76e+00,-1.84e+00,-1.02e+01,-1.02e+01,-1.01e+01,-8.80e+00,-9.21e+00,-1.02e+01,-8.36e+00,-6.18e+00,-5.68e+00,-4.31e+00,-5.50e+00,-2.18e+00,-2.75e+00,-2.77e+00,-1.04e+01,-1.03e+01,-2.75e+00,-1.03e+01,-9.88e+00,-1.01e+01,-1.03e+01,-4.80e+00,-9.66e+00,-9.45e+00,-9.83e+00,-8.36e+00,-6.10e+00,-2.86e+00,-2.16e+00,-7.43e+00,-1.04e+01,-5.13e+00,-2.77e+00,-1.04e+01,-2.76e+00,-1.03e+01,-1.01e+01,-1.02e+01,-1.01e+01,-5.02e+00,-4.91e+00,-9.88e+00,-5.43e+00,-6.89e+00,-6.56e+00,-2.92e+00,-3.32e+00,-3.85e+00,-3.72e+00,-1.04e+01,-1.04e+01,-5.11e+00,-1.03e+01,-1.03e+01,-1.03e+01,-1.03e+01,-1.01e+01,-9.77e+00,-9.44e+00,-9.57e+00,-5.33e+00,-5.89e+00,-6.86e+00,-4.45e+00,-5.97e+00,-2.79e+00
F22,Times4,-1.04e+01,-1.04e+01,-1.04e+01,-1.04e+01,-2.77e+00,-5.13e+00,-1.04e+01,-1.04e+01,-1.04e+01,-1.04e+01,-1.04e+01,-1.04e+01,-1.04e+01,-1.04e+01,-1.04e+01,-3.72e+00,-1.04e+01,-2.77e+00,-1.04e+01,-2.75e+00,-1.03e+01,-1.03e+01,-1.02e+01,-1.02e+01,-1.00e+01,-1.03e+01,-9.04e+00,-5.01e+00,-9.08e+00,-8.83e+00,-6.74e+00,-3.13e+00,-3.01e+00,-2.14e+00,-1.04e+01,-1.04e+01,-5.13e+00,-1.02e+01,-1.04e+01,-5.09e+00,-9.72e+00,-9.97e+00,-9.90e+00,-1.03e+01,-9.78e+00,-9.43e+00,-5.99e+00,-6.72e+00,-6.50e+00,-4.12e+00,-2.25e+00,-2.39e+00,-1.04e+01,-1.04e+01,-1.04e+01,-1.03e+01,-1.03e+01,-2.76e+00,-9.74e+00,-1.02e+01,-1.01e+01,-8.98e+00,-9.59e+00,-9.71e+00,-5.65e+00,-6.35e+00,-7.13e+00,-4.17e+00,-2.66e+00,-2.28e+00,-1.04e+01,-1.04e+01,-1.04e+01,-1.03e+01,-2.76e+00,-5.08e+00,-5.05e+00,-1.02e+01,-9.68e+00,-4.85e+00,-9.35e+00,-9.89e+00,-4.47e+00,-5.53e+00,-5.23e+00,-2.17e+00,-3.03e+00,-4.21e+00
F22,Times5,-1.04e+01,-1.04e+01,-1.04e+01,-1.04e+01,-1.04e+01,-1.04e+01,-5.13e+00,-1.04e+01,-1.04e+01,-1.04e+01,-1.04e+01,-1.04e+01,-1.04e+01,-3.72e+00,-1.04e+01,-2.75e+00,-1.04e+01,-2.75e+00,-2.77e+00,-2.76e+00,-1.04e+01,-2.75e+00,-1.02e+01,-1.01e+01,-9.96e+00,-1.02e+01,-9.66e+00,-5.00e+00,-3.90e+00,-4.49e+00,-5.27e+00,-3.06e+00,-3.75e+00,-4.24e+00,-2.77e+00,-1.04e+01,-5.09e+00,-1.03e+01,-1.03e+01,-5.10e+00,-9.93e+00,-9.96e+00,-1.03e+01,-8.41e+00,-9.84e+00,-9.91e+00,-6.17e+00,-8.31e+00,-5.13e+00,-2.29e+00,-4.35e+00,-4.56e+00,-1.04e+01,-3.72e+00,-2.77e+00,-1.02e+01,-1.03e+01,-2.76e+00,-9.83e+00,-1.01e+01,-1.03e+01,-9.63e+00,-8.98e+00,-9.14e+00,-6.68e+00,-8.99e+00,-4.38e+00,-3.31e+00,-2.77e+00,-2.89e+00,-1.04e+01,-5.13e+00,-3.72e+00,-1.03e+01,-2.76e+00,-2.75e+00,-1.00e+01,-9.80e+00,-1.02e+01,-8.99e+00,-4.97e+00,-8.60e+00,-6.49e+00,-5.00e+00,-6.43e+00,-3.63e+00,-2.66e+00,-4.17e+00
F22,Times6,-2.77e+00,-1.04e+01,-2.75e+00,-1.04e+01,-1.04e+01,-1.04e+01,-1.04e+01,-1.04e+01,-1.04e+01,-1.04e+01,-1.04e+01,-1.04e+01,-1.04e+01,-2.77e+00,-1.04e+01,-1.04e+01,-2.75e+00,-2.77e+00,-2.75e+00,-1.03e+01,-1.03e+01,-2.75e+00,-1.03e+01,-9.91e+00,-1.01e+01,-9.19e+00,-9.58e+00,-9.36e+00,-8.14e+00,-4.26e+00,-7.84e+00,-2.55e+00,-3.75e+00,-3.46e+00,-2.75e+00,-3.72e+00,-1.04e+01,-1.04e+01,-5.07e+00,-2.74e+00,-1.02e+01,-9.89e+00,-9.86e+00,-9.90e+00,-9.85e+00,-9.52e+00,-7.10e+00,-5.98e+00,-6.09e+00,-2.94e+00,-2.63e+00,-2.39e+00,-5.13e+00,-1.04e+01,-1.04e+01,-1.03e+01,-2.75e+00,-1.03e+01,-9.87e+00,-1.02e+01,-1.02e+01,-8.99e+00,-8.39e+00,-9.15e+00,-6.03e+00,-7.01e+00,-5.57e+00,-2.72e+00,-2.74e+00,-3.07e+00,-1.04e+01,-1.04e+01,-2.75e+00,-1.03e+01,-2.76e+00,-1.03e+01,-1.01e+01,-5.05e+00,-9.61e+00,-9.40e+00,-8.91e+00,-8.63e+00,-7.13e+00,-9.19e+00,-3.53e+00,-2.55e+00,-3.57e+00,-2.54e+00
F22,Times7,-5.09e+00,-1.04e+01,-5.09e+00,-1.04e+01,-1.04e+01,-1.04e+01,-2.77e+00,-1.04e+01,-1.04e+01,-1.04e+01,-1.04e+01,-1.04e+01,-1.04e+01,-2.75e+00,-1.04e+01,-1.04e+01,-2.75e+00,-3.72e+00,-2.77e+00,-1.03e+01,-2.75e+00,-2.75e+00,-1.02e+01,-9.81e+00,-1.03e+01,-9.72e+00,-1.00e+01,-4.73e+00,-6.09e+00,-5.82e+00,-8.78e+00,-3.10e+00,-2.29e+00,-3.41e+00,-1.04e+01,-1.04e+01,-1.04e+01,-1.03e+01,-1.03e+01,-1.02e+01,-1.02e+01,-1.01e+01,-9.81e+00,-8.98e+00,-8.87e+00,-9.73e+00,-4.54e+00,-5.17e+00,-8.84e+00,-3.53e+00,-4.22e+00,-3.81e+00,-2.75e+00,-3.72e+00,-5.13e+00,-1.03e+01,-1.03e+01,-1.04e+01,-1.03e+01,-9.94e+00,-9.89e+00,-9.55e+00,-9.19e+00,-1.00e+01,-6.06e+00,-7.14e+00,-4.66e+00,-3.89e+00,-3.46e+00,-3.03e+00,-2.77e+00,-2.75e+00,-2.77e+00,-1.04e+01,-1.04e+01,-1.03e+01,-1.02e+01,-9.91e+00,-1.01e+01,-1.02e+01,-9.41e+00,-9.71e+00,-6.59e+00,-5.76e+00,-4.36e+00,-2.65e+00,-3.38e+00,-4.49e+00
F22,Times8,-1.04e+01,-1.04e+01,-2.75e+00,-2.75e+00,-1.04e+01,-1.04e+01,-5.09e+00,-1.04e+01,-1.04e+01,-5.09e+00,-5.09e+00,-1.04e+01,-1.04e+01,-1.04e+01,-1.04e+01,-1.04e+01,-1.04e+01,-3.72e+00,-2.75e+00,-1.03e+01,-2.75e+00,-2.76e+00,-1.00e+01,-9.78e+00,-9.92e+00,-9.78e+00,-9.10e+00,-7.70e+00,-5.93e+00,-4.22e+00,-5.39e+00,-5.26e+00,-2.65e+00,-2.81e+00,-1.04e+01,-1.04e+01,-2.75e+00,-1.04e+01,-5.10e+00,-1.03e+01,-1.02e+01,-9.91e+00,-9.94e+00,-1.02e+01,-4.98e+00,-4.88e+00,-9.30e+00,-4.36e+00,-6.65e+00,-3.53e+00,-1.92e+00,-3.05e+00,-2.77e+00,-3.72e+00,-1.84e+00,-1.03e+01,-1.03e+01,-1.04e+01,-9.61e+00,-1.01e+01,-5.02e+00,-9.71e+00,-1.03e+01,-9.29e+00,-4.80e+00,-7.48e+00,-4.47e+00,-2.46e+00,-3.86e+00,-3.08e+00,-1.04e+01,-5.13e+00,-1.04e+01,-1.03e+01,-1.03e+01,-2.75e+00,-1.01e+01,-9.98e+00,-1.03e+01,-9.12e+00,-9.63e+00,-8.91e+00,-5.94e+00,-8.84e+00,-8.30e+00,-6.11e+00,-4.11e+00,-2.32e+00
F22,Times9,-1.04e+01,-2.77e+00,-2.77e+00,-2.77e+00,-1.04e+01,-1.04e+01,-1.04e+01,-1.04e+01,-1.04e+01,-5.09e+00,-1.04e+01,-1.04e+01,-1.04e+01,-1.04e+01,-1.04e+01,-2.75e+00,-3.72e+00,-1.04e+01,-2.77e+00,-1.03e+01,-1.03e+01,-1.03e+01,-9.99e+00,-1.02e+01,-9.76e+00,-1.00e+01,-9.70e+00,-9.39e+00,-4.28e+00,-5.20e+00,-4.07e+00,-2.73e+00,-2.85e+00,-2.91e+00,-5.13e+00,-2.75e+00,-1.04e+01,-1.02e+01,-1.03e+01,-1.04e+01,-5.09e+00,-1.00e+01,-9.70e+00,-9.11e+00,-8.99e+00,-9.56e+00,-7.09e+00,-6.79e+00,-4.44e+00,-2.51e+00,-2.55e+00,-3.66e+00,-1.04e+01,-2.77e+00,-2.75e+00,-2.76e+00,-1.03e+01,-2.75e+00,-1.01e+01,-1.03e+01,-9.73e+00,-9.84e+00,-9.07e+00,-8.54e+00,-5.35e+00,-7.94e+00,-7.24e+00,-2.41e+00,-3.26e+00,-2.53e+00,-1.04e+01,-1.04e+01,-1.04e+01,-1.04e+01,-1.03e+01,-5.07e+00,-9.72e+00,-9.92e+00,-1.01e+01,-9.32e+00,-9.11e+00,-9.80e+00,-5.16e+00,-4.83e+00,-7.68e+00,-3.44e+00,-2.96e+00,-2.41e+00
F22,Times10,-1.04e+01,-1.04e+01,-5.09e+00,-1.04e+01,-1.04e+01,-5.13e+00,-1.04e+01,-1.04e+01,-5.13e+00,-5.09e+00,-1.04e+01,-1.04e+01,-1.04e+01,-1.04e+01,-1.04e+01,-1.04e+01,-2.77e+00,-5.13e+00,-2.75e+00,-1.04e+01,-1.03e+01,-1.04e+01,-1.01e+01,-1.00e+01,-9.85e+00,-4.67e+00,-8.35e+00,-9.27e+00,-4.63e+00,-6.49e+00,-6.61e+00,-3.18e+00,-2.20e+00,-2.69e+00,-1.04e+01,-2.75e+00,-1.04e+01,-1.04e+01,-1.04e+01,-1.04e+01,-9.77e+00,-9.66e+00,-1.01e+01,-9.78e+00,-1.02e+01,-9.41e+00,-6.12e+00,-6.17e+00,-8.87e+00,-3.69e+00,-2.02e+00,-2.54e+00,-5.13e+00,-1.04e+01,-1.04e+01,-2.75e+00,-1.03e+01,-1.03e+01,-1.03e+01,-9.89e+00,-5.05e+00,-9.88e+00,-4.82e+00,-9.12e+00,-4.14e+00,-4.38e+00,-6.29e+00,-3.07e+00,-3.83e+00,-3.00e+00,-1.04e+01,-1.04e+01,-3.72e+00,-1.03e+01,-1.02e+01,-1.03e+01,-1.02e+01,-9.86e+00,-9.91e+00,-9.86e+00,-9.03e+00,-9.66e+00,-8.18e+00,-6.69e+00,-3.96e+00,-3.21e+00,-3.11e+00,-3.17e+00
